"source","Date","Treatment","Replicate","Response.Variable","Biomass","PercentCarbon","PercentCov","PercentCar","Respiration"
"AND_plant_biomass_2002-2021_processed.csv","2003",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2003",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2003",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2003",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2003",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2003",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","1991",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","1998",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2005",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2005",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2005",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2005",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2005",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2005",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2006",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2007",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2000",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2007",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2007",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2007",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","4","WS06","0.34",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","6","WS06","0.752941176470588",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","41","WS07","0.6625",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","43","WS07","1.59473684210526",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","14","WS06",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","18","WS06","0.2",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","19","WS06","0.225",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","21","WS06","5.5",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","65","WS06","0.638461538461538",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","66","WS06","1.01489361702128",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","67","WS06","0.717857142857143",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","18","WS07","0.22",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","19","WS07","0.288888888888889",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","20","WS07","0.477777777777778",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","22","WS07","2.16666666666667",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","24","WS07","0.35",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","26","WS07","0.3",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","1","WS07","0.3",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","3","WS07","0.625",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","14","WS07","0.983870967741935",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","45","WS07","0.55",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","47","WS07","0.516666666666667",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","49","WS07","1.71666666666667",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","63","WS07","0.4",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","65","WS07","0.42",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","38","WS06","1.675",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","39","WS06","2.22",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","41","WS06","0.3",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","54","WS06","1.34285714285714",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","56","WS06","0.16",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","23","WS06",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","25","WS06",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","43","WS06","0.257142857142857",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","45","WS06","0.816666666666667",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","60","WS06","0.935294117647059",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","58","WS06","0.5375",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","68","WS06","0.95",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","69","WS06","1.33333333333333",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","68","WS07","1.22",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","69","WS07","1.02203389830508",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","70","WS07","0.881818181818182",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","66","WS07","1.04310344827586",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","67","WS07","1.175",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","39","WS07","0.845454545454545",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","59","WS07","0.8875",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008","61","WS07","0.563636363636364",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2011",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2009",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2004",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2010",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2011",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2011",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2011",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2011",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2011",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2012",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","1993",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2008",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2013",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","23","WS06",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","6","WS06","1.09230769230769",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","4","WS06","0.35",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","21","WS06","6.7",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","56","WS06","0.18",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","25","WS06",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","41","WS06","0.35",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","45","WS06","1.48",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","60","WS06","0.721428571428571",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","67","WS06","0.352631578947368",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","68","WS06","0.375",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","69","WS06","1.04444444444444",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014",NA,"WS08",NA,NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","43","WS06","0.166666666666667",NA,NA,NA,NA,NA
"AND_plant_biomass_2002-2021_processed.csv","2014","58","WS06","0.29375",NA,NA,NA,NA,NA
