Date,Ring,Treatment,Biomass
6/1/2005,5,Cenrich Nenrich S    ,378.32
6/1/2005,6,Camb Namb M    ,262.2807692
6/1/2005,6,Camb Namb S    ,272.5566667
6/1/2005,6,Camb Nenrich M    ,292.95
6/1/2005,6,Camb Nenrich S    ,273.12
6/1/2006,1,Cenrich Namb M    ,553.728
6/1/2006,1,Cenrich Namb S    ,624.2
6/1/2006,1,Cenrich Nenrich M    ,678.4076923
6/1/2006,1,Cenrich Nenrich S    ,652.12
6/1/2006,2,Camb Namb M    ,524.2541667
6/1/2006,2,Camb Namb S    ,335.28
6/1/2006,2,Camb Nenrich M    ,596.732
6/1/2006,2,Camb Nenrich S    ,421.5666667
6/1/2006,3,Cenrich Namb M    ,627.2003846
6/1/2006,3,Cenrich Namb S    ,405.92
6/1/2006,3,Cenrich Nenrich M    ,679.2230769
6/1/2006,3,Cenrich Nenrich S    ,743.86
6/1/2006,4,Camb Namb M    ,524.2164
6/1/2006,4,Camb Namb S    ,624.9666667
6/1/2006,4,Camb Nenrich M    ,502.4288
6/1/2006,4,Camb Nenrich S    ,408.42
6/1/2006,5,Cenrich Namb M    ,623.0461538
6/1/2006,5,Cenrich Namb S    ,652.602
6/1/2006,5,Cenrich Nenrich M    ,801.9913043
6/1/2006,5,Cenrich Nenrich S    ,574.24
6/1/2006,6,Camb Namb M    ,554.892
6/1/2006,6,Camb Namb S    ,439.985
6/1/2006,6,Camb Nenrich M    ,655.26
6/1/2006,6,Camb Nenrich S    ,1032.362
6/1/2007,1,Cenrich Namb M    ,301.1914286
6/1/2007,1,Cenrich Namb M H2Oamb  ,714.4
6/1/2007,1,Cenrich Namb M H2Oneg  ,463.5
6/1/2007,1,Cenrich Namb S    ,412.44
6/1/2007,1,Cenrich Nenrich M    ,359.8318182
6/1/2007,1,Cenrich Nenrich M H2Oamb  ,512.05
6/1/2007,1,Cenrich Nenrich M H2Oneg  ,744.7
6/1/2007,1,Cenrich Nenrich S    ,498.76
6/1/2007,2,Camb Namb M    ,216.42
6/1/2007,2,Camb Namb M H2Oamb  ,411.4333333
6/1/2007,2,Camb Namb M H2Oneg  ,374.85
6/1/2007,2,Camb Namb S    ,245.278
6/1/2007,2,Camb Nenrich M    ,283.043913
6/1/2007,2,Camb Nenrich M H2Oamb  ,491.9
6/1/2007,2,Camb Nenrich M H2Oneg  ,246.55
6/1/2007,2,Camb Nenrich S    ,279.05
6/1/2007,3,Cenrich Namb M    ,324.5381818
6/1/2007,3,Cenrich Namb M H2Oamb  ,427.85
6/1/2007,3,Cenrich Namb M H2Oneg  ,453.65
6/1/2007,3,Cenrich Namb S    ,196.1
6/1/2007,3,Cenrich Nenrich M    ,338.4231818
6/1/2007,3,Cenrich Nenrich M H2Oamb  ,208.85
6/1/2007,3,Cenrich Nenrich M H2Oneg  ,541.9
6/1/2007,3,Cenrich Nenrich S    ,411.16
6/1/2007,4,Camb Namb M    ,277.2521739
6/1/2007,4,Camb Namb M H2Oamb  ,434.6
6/1/2007,4,Camb Namb M H2Oneg  ,219.15
6/1/2007,4,Camb Namb S    ,254.7166667
6/1/2007,4,Camb Nenrich M    ,283.924
6/1/2007,4,Camb Nenrich M H2Oamb  ,350.0666667
6/1/2007,4,Camb Nenrich M H2Oneg  ,254.05
6/1/2007,4,Camb Nenrich S    ,177
6/1/2007,5,Cenrich Namb M    ,314.7045455
6/1/2007,5,Cenrich Namb M H2Oamb  ,441.55
6/1/2007,5,Cenrich Namb M H2Oneg  ,518.6
6/1/2007,5,Cenrich Namb S    ,263.1
6/1/2007,5,Cenrich Nenrich M    ,293.5128571
6/1/2007,5,Cenrich Nenrich M H2Oamb  ,442.95
6/1/2007,5,Cenrich Nenrich M H2Oneg  ,300.3
6/1/2007,5,Cenrich Nenrich S    ,343.282
6/1/2007,6,Camb Namb M    ,268.5318182
6/1/2007,6,Camb Namb M H2Oamb  ,202.2
6/1/2007,6,Camb Namb M H2Oneg  ,300.1
6/1/2007,6,Camb Namb S    ,270.9833333
6/1/2007,6,Camb Nenrich M    ,266.1272727
6/1/2007,6,Camb Nenrich M H2Oamb  ,558.85
6/1/2007,6,Camb Nenrich M H2Oneg  ,434.75
6/1/2007,6,Camb Nenrich S    ,295.1
6/1/2008,1,Cenrich Namb M    ,301.6171429
6/1/2008,1,Cenrich Namb M H2Oamb  ,680.09
6/1/2008,1,Cenrich Namb M H2Oneg  ,508.55
6/1/2008,1,Cenrich Namb S    ,279.078
6/1/2008,1,Cenrich Nenrich M    ,334.9759091
6/1/2008,1,Cenrich Nenrich M H2Oamb  ,843.55
6/1/2008,1,Cenrich Nenrich M H2Oneg  ,598.65
6/1/2008,1,Cenrich Nenrich S    ,231.38
6/1/2008,2,Camb Namb M    ,231.98605
6/1/2008,2,Camb Namb M H2Oamb  ,358.3
6/1/2008,2,Camb Namb M H2Oneg  ,504.5
6/1/2008,2,Camb Namb S    ,209.684
6/1/2008,2,Camb Nenrich M    ,328.6352609
6/1/2008,2,Camb Nenrich M H2Oamb  ,551.07
6/1/2008,2,Camb Nenrich M H2Oneg  ,509.5
6/1/2008,2,Camb Nenrich S    ,306.625
6/1/2008,3,Cenrich Namb M    ,386.6118182
6/1/2008,3,Cenrich Namb M H2Oamb  ,382.955
6/1/2008,3,Cenrich Namb M H2Oneg  ,405.05
6/1/2008,3,Cenrich Namb S    ,346.144
6/1/2008,3,Cenrich Nenrich M    ,469.6918182
6/1/2008,3,Cenrich Nenrich M H2Oamb  ,350.405
6/1/2008,3,Cenrich Nenrich M H2Oneg  ,893.9
6/1/2008,3,Cenrich Nenrich S    ,283.378
6/1/2008,4,Camb Namb M    ,279.6947826
6/1/2008,4,Camb Namb M H2Oamb  ,416
6/1/2008,4,Camb Namb M H2Oneg  ,570.2
6/1/2008,4,Camb Namb S    ,305.7066667
6/1/2008,4,Camb Nenrich M    ,343.361
6/1/2008,4,Camb Nenrich M H2Oamb  ,401.6
6/1/2008,4,Camb Nenrich M H2Oneg  ,369.4
6/1/2008,4,Camb Nenrich S    ,309.016
6/1/2008,5,Cenrich Namb M    ,368.2304545
6/1/2008,5,Cenrich Namb M H2Oamb  ,679.5
6/1/2008,5,Cenrich Namb M H2Oneg  ,594.6
6/1/2008,5,Cenrich Namb S    ,311.51
6/1/2008,5,Cenrich Nenrich M    ,425.1257143
6/1/2008,5,Cenrich Nenrich M H2Oamb  ,776.4
6/1/2008,5,Cenrich Nenrich M H2Oneg  ,665.4
6/1/2008,5,Cenrich Nenrich S    ,509.08
6/1/2008,6,Camb Namb M    ,363.8540909
6/1/2008,6,Camb Namb M H2Oamb  ,368.15
6/1/2008,6,Camb Namb M H2Oneg  ,528.84
6/1/2008,6,Camb Namb S    ,483.3333333
6/1/2008,6,Camb Nenrich M    ,413.3431818
6/1/2008,6,Camb Nenrich M H2Oamb  ,386.8
6/1/2008,6,Camb Nenrich M H2Oneg  ,568.7
6/1/2008,6,Camb Nenrich S    ,330.214
6/1/2009,1,Cenrich Namb M    ,177.8142857
6/1/2009,1,Cenrich Namb M H2Oamb  ,512.55
6/1/2009,1,Cenrich Namb M H2Oneg  ,221.9
6/1/2009,1,Cenrich Namb S    ,169.56
6/1/2009,1,Cenrich Nenrich M    ,241.3881818
6/1/2009,1,Cenrich Nenrich M H2Oamb  ,301.95
6/1/2009,1,Cenrich Nenrich M H2Oneg  ,321.75
6/1/2009,1,Cenrich Nenrich S    ,256.44
6/1/2009,2,Camb Namb M    ,203.055
6/1/2009,2,Camb Namb M H2Oamb  ,342.0333333
6/1/2009,2,Camb Namb M H2Oneg  ,335.2
6/1/2009,2,Camb Namb S    ,223
6/1/2009,2,Camb Nenrich M    ,245.1917391
6/1/2009,2,Camb Nenrich M H2Oamb  ,129
6/1/2009,2,Camb Nenrich M H2Oneg  ,358.45
6/1/2009,2,Camb Nenrich S    ,226.2
6/1/2009,3,Cenrich Namb M    ,249.4668182
6/1/2009,3,Cenrich Namb M H2Oamb  ,227.1
6/1/2009,3,Cenrich Namb M H2Oneg  ,229.45
6/1/2009,3,Cenrich Namb S    ,163.472
6/1/2009,3,Cenrich Nenrich M    ,240.5363636
6/1/2009,3,Cenrich Nenrich M H2Oamb  ,98.05
6/1/2009,3,Cenrich Nenrich M H2Oneg  ,438.2
6/1/2009,3,Cenrich Nenrich S    ,256.058
6/1/2009,4,Camb Namb M    ,343.903913
6/1/2009,4,Camb Namb M H2Oamb  ,620
6/1/2009,4,Camb Namb M H2Oneg  ,630.25
6/1/2009,4,Camb Namb S    ,424.1516667
6/1/2009,4,Camb Nenrich M    ,192.3395
6/1/2009,4,Camb Nenrich M H2Oamb  ,521.5333333
6/1/2009,4,Camb Nenrich M H2Oneg  ,150.5
6/1/2009,4,Camb Nenrich S    ,234.908
6/1/2009,5,Cenrich Namb M    ,257.6404545
6/1/2009,5,Cenrich Namb M H2Oamb  ,340.6
6/1/2009,5,Cenrich Namb M H2Oneg  ,332.85
6/1/2009,5,Cenrich Namb S    ,208.276
6/1/2009,5,Cenrich Nenrich M    ,171.0209524
6/1/2009,5,Cenrich Nenrich M H2Oamb  ,363.2
6/1/2009,5,Cenrich Nenrich M H2Oneg  ,176.705
6/1/2009,5,Cenrich Nenrich S    ,356.5
6/1/2009,6,Camb Namb M    ,243.7822727
6/1/2009,6,Camb Namb M H2Oamb  ,208.8
6/1/2009,6,Camb Namb M H2Oneg  ,323.25
6/1/2009,6,Camb Namb S    ,257.3
6/1/2009,6,Camb Nenrich M    ,279.5727273
6/1/2009,6,Camb Nenrich M H2Oamb  ,686.9
6/1/2009,6,Camb Nenrich M H2Oneg  ,526.25
6/1/2009,6,Camb Nenrich S    ,222.42
6/1/2010,1,Cenrich Namb M    ,259.6328571
6/1/2010,1,Cenrich Namb M H2Oamb  ,456.62
6/1/2010,1,Cenrich Namb M H2Oneg  ,431.75
6/1/2010,1,Cenrich Namb S    ,247.632
6/1/2010,1,Cenrich Nenrich M    ,288.0554545
6/1/2010,1,Cenrich Nenrich M H2Oamb  ,400.055
6/1/2010,1,Cenrich Nenrich M H2Oneg  ,614.55
6/1/2010,1,Cenrich Nenrich S    ,485.502
6/1/2010,2,Camb Namb M    ,241.835
6/1/2010,2,Camb Namb M H2Oamb  ,529.5
6/1/2010,2,Camb Namb M H2Oneg  ,381.95
6/1/2010,2,Camb Namb S    ,354.092
6/1/2010,2,Camb Nenrich M    ,357.4430435
6/1/2010,2,Camb Nenrich M H2Oamb  ,872
6/1/2010,2,Camb Nenrich M H2Oneg  ,332.5
6/1/2010,2,Camb Nenrich S    ,301.2166667
6/1/2010,3,Cenrich Namb M    ,338.6468182
6/1/2010,3,Cenrich Namb M H2Oamb  ,359.55
6/1/2010,3,Cenrich Namb M H2Oneg  ,650.7
6/1/2010,3,Cenrich Namb S    ,193.168
6/1/2010,3,Cenrich Nenrich M    ,365.1731818
6/1/2010,3,Cenrich Nenrich M H2Oamb  ,306.205
6/1/2010,3,Cenrich Nenrich M H2Oneg  ,552.65
6/1/2010,3,Cenrich Nenrich S    ,506.118
6/1/2010,4,Camb Namb M    ,297.4256522
6/1/2010,4,Camb Namb M H2Oamb  ,765.3
6/1/2010,4,Camb Namb M H2Oneg  ,493.75
6/1/2010,4,Camb Namb S    ,311.1983333
6/1/2010,4,Camb Nenrich M    ,312.618
6/1/2010,4,Camb Nenrich M H2Oamb  ,555.02
6/1/2010,4,Camb Nenrich M H2Oneg  ,142.1
6/1/2010,4,Camb Nenrich S    ,380.982
6/1/2010,5,Cenrich Namb M    ,237.9677273
6/1/2010,5,Cenrich Namb M H2Oamb  ,351.82
6/1/2010,5,Cenrich Namb M H2Oneg  ,293.47
6/1/2010,5,Cenrich Namb S    ,403.94
6/1/2010,5,Cenrich Nenrich M    ,263.8685714
6/1/2010,5,Cenrich Nenrich M H2Oamb  ,209.41
6/1/2010,5,Cenrich Nenrich M H2Oneg  ,551.5
6/1/2010,5,Cenrich Nenrich S    ,327.456
6/1/2010,6,Camb Namb M    ,282.3231818
6/1/2010,6,Camb Namb M H2Oamb  ,263.935
6/1/2010,6,Camb Namb M H2Oneg  ,349.195
6/1/2010,6,Camb Namb S    ,344.3116667
6/1/2010,6,Camb Nenrich M    ,374.85
6/1/2010,6,Camb Nenrich M H2Oamb  ,279.25
6/1/2010,6,Camb Nenrich M H2Oneg  ,519.6
6/1/2010,6,Camb Nenrich S    ,261.838
6/1/2011,1,Cenrich Namb M    ,209.227619
6/1/2011,1,Cenrich Namb M H2Oamb  ,395.45
6/1/2011,1,Cenrich Namb M H2Oneg  ,302.455
6/1/2011,1,Cenrich Namb S    ,196.08
6/1/2011,1,Cenrich Nenrich M    ,253.6904545
6/1/2011,1,Cenrich Nenrich M H2Oamb  ,461.74
6/1/2011,1,Cenrich Nenrich M H2Oneg  ,244.1
6/1/2011,1,Cenrich Nenrich S    ,352.634
6/1/2011,2,Camb Namb M    ,268.35
6/1/2011,2,Camb Namb M H2Oamb  ,446.8333333
6/1/2011,2,Camb Namb M H2Oneg  ,329.2
6/1/2011,2,Camb Namb S    ,270.42
6/1/2011,2,Camb Nenrich M    ,381.9508696
6/1/2011,2,Camb Nenrich M H2Oamb  ,540.1
6/1/2011,2,Camb Nenrich M H2Oneg  ,510.025
6/1/2011,2,Camb Nenrich S    ,205.8666667
6/1/2011,3,Cenrich Namb M    ,260.4640909
6/1/2011,3,Cenrich Namb M H2Oamb  ,311.85
6/1/2011,3,Cenrich Namb M H2Oneg  ,420.35
6/1/2011,3,Cenrich Namb S    ,195.62
6/1/2011,3,Cenrich Nenrich M    ,299.2990909
6/1/2011,3,Cenrich Nenrich M H2Oamb  ,227.34
6/1/2011,3,Cenrich Nenrich M H2Oneg  ,451.25
6/1/2011,3,Cenrich Nenrich S    ,256.54
6/1/2011,4,Camb Namb M    ,293.8508696
6/1/2011,4,Camb Namb M H2Oamb  ,580.1
6/1/2011,4,Camb Namb M H2Oneg  ,417.35
6/1/2011,4,Camb Namb S    ,389.5183333
6/1/2011,4,Camb Nenrich M    ,279.329
6/1/2011,4,Camb Nenrich M H2Oamb  ,549.5333333
6/1/2011,4,Camb Nenrich M H2Oneg  ,316.6
6/1/2011,4,Camb Nenrich S    ,211.22
6/1/2011,5,Cenrich Namb M    ,264.7495455
6/1/2011,5,Cenrich Namb M H2Oamb  ,363.8
6/1/2011,5,Cenrich Namb M H2Oneg  ,363.85
6/1/2011,5,Cenrich Namb S    ,276.34
6/1/2011,5,Cenrich Nenrich M    ,244.7404762
6/1/2011,5,Cenrich Nenrich M H2Oamb  ,351.8
6/1/2011,5,Cenrich Nenrich M H2Oneg  ,464.75
6/1/2011,5,Cenrich Nenrich S    ,340.154
6/1/2011,6,Camb Namb M    ,210.7
6/1/2011,6,Camb Namb M H2Oamb  ,182
6/1/2011,6,Camb Namb M H2Oneg  ,152.75
6/1/2011,6,Camb Namb S    ,235.35
6/1/2011,6,Camb Nenrich M    ,305.55
6/1/2011,6,Camb Nenrich M H2Oamb  ,466.33
6/1/2011,6,Camb Nenrich M H2Oneg  ,538.2
6/1/2011,6,Camb Nenrich S    ,262.592
6/16/2003,1,Cenrich Namb M    ,653.312
6/16/2003,1,Cenrich Namb S    ,271.164
6/16/2003,1,Cenrich Nenrich M    ,640.8915385
6/16/2003,1,Cenrich Nenrich S    ,283.02
6/16/2003,2,Camb Namb M    ,634.9908
6/16/2003,2,Camb Namb S    ,107.894
6/16/2003,2,Camb Nenrich M    ,599.1011538
6/16/2003,2,Camb Nenrich S    ,148.4666667
6/16/2003,3,Cenrich Namb M    ,631.4811538
6/16/2003,3,Cenrich Namb S    ,229.28
6/16/2003,3,Cenrich Nenrich M    ,656.1103846
6/16/2003,3,Cenrich Nenrich S    ,189.16
6/16/2003,4,Camb Namb M    ,556.9192308
6/16/2003,4,Camb Namb S    ,161.3933333
6/16/2003,4,Camb Nenrich M    ,589.5964
6/16/2003,4,Camb Nenrich S    ,228.8
6/16/2003,5,Cenrich Namb M    ,630.4084615
6/16/2003,5,Cenrich Namb S    ,190.2
6/16/2003,5,Cenrich Nenrich M    ,661.182
6/16/2003,5,Cenrich Nenrich S    ,305.082
6/16/2003,6,Camb Namb M    ,625.1596154
6/16/2003,6,Camb Namb S    ,213.9833333
6/16/2003,6,Camb Nenrich M    ,612.2342308
6/16/2003,6,Camb Nenrich S    ,188.24
6/18/2001,1,Cenrich Namb M    ,750.5556
6/18/2001,1,Cenrich Namb S    ,397.59
6/18/2001,1,Cenrich Nenrich M    ,421.8992
6/18/2001,1,Cenrich Nenrich S    ,424.012
6/18/2001,2,Camb Namb M    ,709.2476
6/18/2001,2,Camb Namb S    ,156.92
6/18/2001,2,Camb Nenrich M    ,781.1496154
6/18/2001,2,Camb Nenrich S    ,344.875
6/18/2001,3,Cenrich Namb M    ,674.0665385
6/18/2001,3,Cenrich Namb S    ,335.94
6/18/2001,3,Cenrich Nenrich M    ,763.4273077
6/18/2001,3,Cenrich Nenrich S    ,425.818
6/18/2001,4,Camb Namb M    ,323.8161538
6/18/2001,4,Camb Namb S    ,285.89
6/18/2001,4,Camb Nenrich M    ,743.1552
6/18/2001,4,Camb Nenrich S    ,382.032
6/18/2001,5,Cenrich Namb M    ,778.8161538
6/18/2001,5,Cenrich Namb S    ,252.72
6/18/2001,5,Cenrich Nenrich M    ,445.5504
6/18/2001,5,Cenrich Nenrich S    ,347.414
6/18/2001,6,Camb Namb M    ,727.3096154
6/18/2001,6,Camb Namb S    ,282.245
6/18/2001,6,Camb Nenrich M    ,790.8538462
6/18/2001,6,Camb Nenrich S    ,358.486
6/19/2000,1,Cenrich Namb M    ,990.4508
6/19/2000,1,Cenrich Namb S    ,87.546
6/19/2000,1,Cenrich Nenrich M    ,1018.931154
6/19/2000,1,Cenrich Nenrich S    ,224.568
6/19/2000,2,Camb Namb M    ,539.6044
6/19/2000,2,Camb Namb S    ,161.754
6/19/2000,2,Camb Nenrich M    ,977.9561538
6/19/2000,2,Camb Nenrich S    ,135.8633333
6/19/2000,3,Cenrich Namb M    ,928.85
6/19/2000,3,Cenrich Namb S    ,96.494
6/19/2000,3,Cenrich Nenrich M    ,588.5623077
6/19/2000,3,Cenrich Nenrich S    ,161.392
6/19/2000,4,Camb Namb M    ,923.5038462
6/19/2000,4,Camb Namb S    ,122.6566667
6/19/2000,4,Camb Nenrich M    ,556.192
6/19/2000,4,Camb Nenrich S    ,131.68
6/19/2000,5,Cenrich Namb M    ,595.4284615
6/19/2000,5,Cenrich Namb S    ,154.334
6/19/2000,5,Cenrich Nenrich M    ,635.0768
6/19/2000,5,Cenrich Nenrich S    ,209.72
6/19/2000,6,Camb Namb M    ,618.1065385
6/19/2000,6,Camb Namb S    ,136.24
6/19/2000,6,Camb Nenrich M    ,639.8457692
6/19/2000,6,Camb Nenrich S    ,325.478
6/22/1998,1,Cenrich Namb M    ,395.4752
6/22/1998,1,Cenrich Namb S    ,603.834
6/22/1998,1,Cenrich Nenrich M    ,476.0019231
6/22/1998,1,Cenrich Nenrich S    ,449.98
6/22/1998,2,Camb Namb M    ,396.6976
6/22/1998,2,Camb Namb S    ,394.32
6/22/1998,2,Camb Nenrich M    ,444.956
6/22/1998,2,Camb Nenrich S    ,549.2033333
6/22/1998,3,Cenrich Namb M    ,456.5069231
6/22/1998,3,Cenrich Namb S    ,573.808
6/22/1998,3,Cenrich Nenrich M    ,485.8073077
6/22/1998,3,Cenrich Nenrich S    ,489.978
6/22/1998,4,Camb Namb M    ,414.5353846
6/22/1998,4,Camb Namb S    ,640.8183333
6/22/1998,4,Camb Nenrich M    ,469.0864
6/22/1998,4,Camb Nenrich S    ,662.498
6/22/1998,5,Cenrich Namb M    ,359.1769231
6/22/1998,5,Cenrich Namb S    ,530.942
6/22/1998,5,Cenrich Nenrich M    ,456.542
6/22/1998,5,Cenrich Nenrich S    ,672.384
6/22/1998,6,Camb Namb M    ,464.2042308
6/22/1998,6,Camb Namb S    ,382.1233333
6/22/1998,6,Camb Nenrich M    ,437.8603846
6/22/1998,6,Camb Nenrich S    ,555.346
8/1/1999,1,Cenrich Namb M    ,501.4824
8/1/1999,1,Cenrich Namb S    ,616.618
8/1/1999,1,Cenrich Nenrich M    ,707.4380769
8/1/1999,1,Cenrich Nenrich S    ,662.712
8/1/1999,2,Camb Namb M    ,506.6676
8/1/1999,2,Camb Namb S    ,365.24
8/1/1999,2,Camb Nenrich M    ,697.8232
8/1/1999,2,Camb Nenrich S    ,629.915
8/1/1999,3,Cenrich Namb M    ,494.6456
8/1/1999,3,Cenrich Namb S    ,455.374
8/1/1999,3,Cenrich Nenrich M    ,571.0142308
8/1/1999,3,Cenrich Nenrich S    ,806.73
8/1/1999,4,Camb Namb M    ,405.7364
8/1/1999,4,Camb Namb S    ,367.0283333
8/1/1999,4,Camb Nenrich M    ,511.336
8/1/1999,4,Camb Nenrich S    ,517.832
8/1/1999,5,Cenrich Namb M    ,493.7884
8/1/1999,5,Cenrich Namb S    ,383.62
8/1/1999,5,Cenrich Nenrich M    ,557.3192
8/1/1999,5,Cenrich Nenrich S    ,641.344
8/1/1999,6,Camb Namb M    ,451.4030769
8/1/1999,6,Camb Namb S    ,356.05
8/1/1999,6,Camb Nenrich M    ,556.2924
8/1/1999,6,Camb Nenrich S    ,690.07
8/1/2002,1,Cenrich Namb M    ,860.7932
8/1/2002,1,Cenrich Namb S    ,534.752
8/1/2002,1,Cenrich Nenrich M    ,941.7173077
8/1/2002,1,Cenrich Nenrich S    ,444.18
8/1/2002,2,Camb Namb M    ,709.8288
8/1/2002,2,Camb Namb S    ,289.1
8/1/2002,2,Camb Nenrich M    ,747.6634615
8/1/2002,2,Camb Nenrich S    ,434.7366667
8/1/2002,3,Cenrich Namb M    ,735.5069231
8/1/2002,3,Cenrich Namb S    ,344.622
8/1/2002,3,Cenrich Nenrich M    ,883.2534615
8/1/2002,3,Cenrich Nenrich S    ,451.46
8/1/2002,4,Camb Namb M    ,729.6973077
8/1/2002,4,Camb Namb S    ,185.6566667
8/1/2002,4,Camb Nenrich M    ,787.1324
8/1/2002,4,Camb Nenrich S    ,365.706
8/1/2002,5,Cenrich Namb M    ,762.1580769
8/1/2002,5,Cenrich Namb S    ,350.27
8/1/2002,5,Cenrich Nenrich M    ,822.8572
8/1/2002,5,Cenrich Nenrich S    ,506.6
8/1/2002,6,Camb Namb M    ,756.2826923
8/1/2002,6,Camb Namb S    ,361.385
8/1/2002,6,Camb Nenrich M    ,1183.993462
8/1/2002,6,Camb Nenrich S    ,563.44
8/1/2004,1,Cenrich Namb M    ,796.7496
8/1/2004,1,Cenrich Namb S    ,727.54
8/1/2004,1,Cenrich Nenrich M    ,990.4592308
8/1/2004,1,Cenrich Nenrich S    ,643.014
8/1/2004,2,Camb Namb M    ,760.8116
8/1/2004,2,Camb Namb S    ,391.86
8/1/2004,2,Camb Nenrich M    ,811.6034615
8/1/2004,2,Camb Nenrich S    ,449.114
8/1/2004,3,Cenrich Namb M    ,494.7238462
8/1/2004,3,Cenrich Namb S    ,482.5
8/1/2004,3,Cenrich Nenrich M    ,974.2742308
