"year","season","plot","quad","treatment","cover_sd","cover_mean","cover_sum","volume_sd","volume_mean","volume_sum","biomass.BM_sd","biomass.BM_mean","biomass.BM_sum","biomass.BIM_sd","biomass.BIM_mean","biomass.BIM_sum","MetStation_sd","MetStation_mean","MetStation_sum","season.precip_sd","season.precip_mean","season.precip_sum","GDD_sd","GDD_mean","GDD_sum","SPEI.comp_sd","SPEI.comp_mean","SPEI.comp_sum"
2004,"fall",9,1,"C",1.80138835346518,1.95,15.6,87.2288326247201,45.56875,364.55,4.38311768304648,3.7137593,29.7100744,4.36781055870571,3.75580625,30.04645,0,40,320,0,149.033,1192.264,0,4107.019153,32856.153224,0,-0.604646946,-4.837175568
2004,"fall",9,2,"C",4.29136911589866,2.564,25.64,378.838288567094,130.088,1300.88,7.27625381712467,4.6801503333,46.801503333,7.28178732170065,4.7277545,47.277545,0,40,400,0,149.033,1490.33,0,4107.019153,41070.19153,0,-0.604646946,-6.04646946
2004,"fall",9,3,"C",1.67915322575266,1.93,19.3,15.5737537400447,18.625,186.25,2.48083702599124,2.76352146,27.6352146,2.47554137370327,2.861825,28.61825,0,40,400,0,149.033,1490.33,0,4107.019153,41070.19153,0,-0.604646946,-6.04646946
2004,"fall",9,4,"C",3.66899817648464,3.22142857142857,22.55,23.9415781991636,27.65,193.55,7.22445787667671,5.71414501428571,39.9990151,7.25483161669157,6.05932142857143,42.41525,0,40,280,0,149.033,1043.231,0,4107.019153,28749.134071,0,-0.604646946,-4.232528622
2004,"fall",10,1,"F",4.29526871491567,3.94,39.4,80.5383899143756,58.635,586.35,5.3590194289935,5.4952992309,54.952992309,5.81612127423041,5.82729,58.2729,0,40,400,0,149.033,1490.33,0,4107.019153,41070.19153,0,-0.604646946,-6.04646946
2004,"fall",10,2,"F",2.31552075430914,1.86818181818182,20.55,133.579826491333,49.3136363636364,542.45,4.3319210534822,3.32116706372727,36.532837701,4.33278273845826,3.38782727272727,37.2661,0,40,440,0,149.033,1639.363,0,4107.019153,45177.210683,0,-0.604646946,-6.651116406
2004,"fall",10,3,"F",7.51897599410984,4.15,41.5,91.9294277935224,58.395,583.95,5.01411812112796,4.647339985,46.47339985,5.62443784877159,4.900845,49.00845,0,40,400,0,149.033,1490.33,0,4107.019153,41070.19153,0,-0.604646946,-6.04646946
2004,"fall",10,4,"F",7.99710885257916,5.13333333333333,46.2,100.300109047797,60.2333333333333,542.1,6.55153584291974,5.19338272222222,46.7404445,8.19718701873206,6.10702222222222,54.9632,0,40,360,0,149.033,1341.297,0,4107.019153,36963.172377,0,-0.604646946,-5.441822514
2004,"fall",11,1,"F",5.56776436283002,3.66666666666667,33,27.1451857814809,27.1111111111111,244,4.23234203028079,4.49728673711111,40.475580634,5.1538891389847,5.49222222222222,49.43,0,40,360,0,149.033,1341.297,0,4107.019153,36963.172377,0,-0.604646946,-5.441822514
2004,"fall",11,2,"F",2.66812367190343,2.30625,18.45,33.9754086488617,28.5625,228.5,7.21792211171487,4.33765595,34.7012476,7.42019842757203,4.734621875,37.876975,0,40,320,0,149.033,1192.264,0,4107.019153,32856.153224,0,-0.604646946,-4.837175568
2004,"fall",11,3,"F",6.14136928271429,5.25833333333333,31.55,482.583312755425,228.025,1368.15,10.0739749136511,9.0004083,54.0024498,10.056363476911,9.155275,54.93165,0,40,240,0,149.033,894.198,0,4107.019153,24642.114918,0,-0.604646946,-3.627881676
2004,"fall",11,4,"F",4.79078977483532,4.13333333333333,24.8,295.298984787735,132.741666666667,796.45,8.52385252752065,7.34923316666667,44.095399,8.50178697608136,7.37396666666667,44.2438,0,40,240,0,149.033,894.198,0,4107.019153,24642.114918,0,-0.604646946,-3.627881676
2004,"fall",12,1,"C",2.12082269152536,2.23,22.3,31.7135008929776,30.235,302.35,9.74160043478429,6.44017448,64.4017448,9.73948945349443,6.4431425,64.431425,0,40,400,0,149.033,1490.33,0,4107.019153,41070.19153,0,-0.604646946,-6.04646946
2004,"fall",12,2,"C",2.56529029267923,4.22142857142857,29.55,78.1726211053217,83.0428571428571,581.3,11.1941713306049,11.9730152857143,83.811107,11.1374072838212,12.0723285714286,84.5063,0,40,280,0,149.033,1043.231,0,4107.019153,28749.134071,0,-0.604646946,-4.232528622
2004,"fall",12,3,"C",4.28666953639836,3.4875,27.9,113.395120674821,62.6875,501.5,16.8532774181633,11.0068,88.0544,16.8532774181633,11.0068,88.0544,0,40,320,0,149.033,1192.264,0,4107.019153,32856.153224,0,-0.604646946,-4.837175568
2004,"fall",12,4,"C",3.17225697031534,2.12857142857143,14.9,32.9924720850941,19.6714285714286,137.7,8.93846830688541,4.08904891428571,28.6233424,8.9303681564981,4.10883571428571,28.76185,0,40,280,0,149.033,1043.231,0,4107.019153,28749.134071,0,-0.604646946,-4.232528622
2004,"fall",13,1,"C",5.26521287952032,3.80666666666667,22.84,88.4124799825605,50.3883333333333,302.33,11.4221657467694,8.124302295,48.74581377,10.3989673383859,7.73462833333333,46.40777,0,40,240,0,149.033,894.198,0,4107.019153,24642.114918,0,-0.604646946,-3.627881676
2004,"fall",13,2,"C",2.87519564551701,3.04,15.2,45.9858402119609,39.15,195.75,6.68732401393109,7.072951294,35.36475647,6.0180702917962,6.47233,32.36165,0,40,200,0,149.033,745.165,0,4107.019153,20535.095765,0,-0.604646946,-3.02323473
2004,"fall",13,3,"C",1.41306404667304,3.49,17.45,19.16309604422,29.24,146.2,5.53577401682179,7.0800915294,35.400457647,5.12922972840465,6.47376,32.3688,0,40,200,0,149.033,745.165,0,4107.019153,20535.095765,0,-0.604646946,-3.02323473
2004,"fall",13,4,"C",3.68093058885929,4.94,24.7,89.3844575415659,69.9,349.5,8.70012998799964,10.6867547638,53.433773819,7.74813714358168,9.93998,49.6999,0,40,200,0,149.033,745.165,0,4107.019153,20535.095765,0,-0.604646946,-3.02323473
2004,"fall",14,1,"F",4.00135393752331,4.875,19.5,118.535039650729,102.5625,410.25,8.56449601310578,9.78539580475,39.141583219,7.71205703280854,9.3777875,37.51115,0,40,160,0,149.033,596.132,0,4107.019153,16428.076612,0,-0.604646946,-2.418587784
2004,"fall",14,2,"F",5.91530500763345,5.28333333333333,15.85,57.9745921359809,73.5333333333333,220.6,12.3479523512974,10.6007138866667,31.80214166,11.2709164973765,9.97428333333333,29.92285,0,40,120,0,149.033,447.099,0,4107.019153,12321.057459,0,-0.604646946,-1.813940838
2004,"fall",14,3,"F",3.32501879693935,3.48,17.4,51.0079332065121,45.74,228.7,7.02693712631949,7.0514738664,35.257369332,6.3876160731528,6.77409,33.87045,0,40,200,0,149.033,745.165,0,4107.019153,20535.095765,0,-0.604646946,-3.02323473
2004,"fall",14,4,"F",1.51513200745018,1.7625,7.05,10.2350704280267,14.65,58.6,3.5536854968018,3.9607763985,15.843105594,3.78271855372121,3.92815,15.7126,0,40,160,0,149.033,596.132,0,4107.019153,16428.076612,0,-0.604646946,-2.418587784
2004,"fall",15,1,"C",4.83028639592588,8.85,35.4,118.461164522387,121.175,484.7,10.8915867192619,19.3882061125,77.55282445,13.1075927493301,21.3114375,85.24575,0,40,160,0,149.033,596.132,0,4107.019153,16428.076612,0,-0.604646946,-2.418587784
2004,"fall",15,2,"C",3.86008635481988,3.59333333333333,21.56,52.8521864889871,50.7616666666667,304.57,8.10609059136166,8.62690300166667,51.76141801,7.69334402499979,8.52685,51.1611,0,40,240,0,149.033,894.198,0,4107.019153,24642.114918,0,-0.604646946,-3.627881676
2004,"fall",15,3,"C",11.3866515417542,8.76666666666667,26.3,129.414492362074,88.5833333333333,265.75,23.3289193102772,18.6239291,55.8717873,26.1668648636178,20.3001166666667,60.90035,0,40,120,0,149.033,447.099,0,4107.019153,12321.057459,0,-0.604646946,-1.813940838
2004,"fall",15,4,"C",11.7500851060748,6.53,32.65,183.246171856331,97.57,487.85,23.725651775659,14.74363676,73.7181838,26.5413942521018,16.03921,80.19605,0,40,200,0,149.033,745.165,0,4107.019153,20535.095765,0,-0.604646946,-3.02323473
2004,"fall",16,1,"F",9.47391154697995,6.7,26.8,144.51892825855,113.2125,452.85,19.7846675598621,13.8294127325,55.31765093,17.9687824644576,12.91235,51.6494,0,40,160,0,149.033,596.132,0,4107.019153,16428.076612,0,-0.604646946,-2.418587784
2004,"fall",16,2,"F",12.1322229345381,12.9666666666667,38.9,208.268438559471,213.25,639.75,27.7941630794178,28.8866573,86.6599719,29.5595099447848,29.1372833333333,87.41185,0,40,120,0,149.033,447.099,0,4107.019153,12321.057459,0,-0.604646946,-1.813940838
2004,"fall",16,3,"F",14.5877802743712,12.1333333333333,36.4,230.43652235124,184.216666666667,552.65,33.4571803761354,27.578117659,82.734352977,35.9776509770997,28.2431,84.7293,0,40,120,0,149.033,447.099,0,4107.019153,12321.057459,0,-0.604646946,-1.813940838
2004,"fall",16,4,"F",19.2333044482741,15.3,30.6,310.63200897525,237.45,474.9,39.0122239511126,31.769508105,63.53901621,36.0119584163372,29.648,59.296,0,40,80,0,149.033,298.066,0,4107.019153,8214.038306,0,-0.604646946,-1.209293892
2004,"fall",17,1,"F",15.6030712788647,11.2833333333333,33.85,381.303659611776,238.316666666667,714.95,31.8624562921651,24.2901907373333,72.870572212,28.7168022995685,22.71835,68.15505,0,40,120,0,149.033,447.099,0,4107.019153,12321.057459,0,-0.604646946,-1.813940838
2004,"fall",17,2,"F",14.9763911429512,8.2375,32.95,249.822141732874,131.725,526.9,30.5528727834001,17.3742668875,69.49706755,28.3473599513951,16.0247875,64.09915,0,40,160,0,149.033,596.132,0,4107.019153,16428.076612,0,-0.604646946,-2.418587784
2004,"fall",17,3,"F",5.77877891204411,4.225,33.8,111.959324366039,73.20625,585.65,11.8928345892057,9.410084763875,75.280678111,10.8559634224897,9.059903125,72.479225,0,40,320,0,149.033,1192.264,0,4107.019153,32856.153224,0,-0.604646946,-4.837175568
2004,"fall",17,4,"F",8.5274434425956,5.0125,20.05,110.571962804019,61.3625,245.45,17.7884886863706,10.6528631375,42.61145255,16.1011936109498,9.8087125,39.23485,0,40,160,0,149.033,596.132,0,4107.019153,16428.076612,0,-0.604646946,-2.418587784
2004,"fall",18,1,"C",6.03464994842286,3.22,16.1,60.6361031069774,31.18,155.9,12.6090485183763,6.463259,32.316295,11.5537725385261,6.04462,30.2231,0,40,200,0,149.033,745.165,0,4107.019153,20535.095765,0,-0.604646946,-3.02323473
2004,"fall",18,2,"C",5.09828402504215,4.25,21.25,59.7993352805865,58.71,293.55,11.6415924994004,11.2448170826,56.224085413,10.9810639145303,11.07745,55.38725,0,40,200,0,149.033,745.165,0,4107.019153,20535.095765,0,-0.604646946,-3.02323473
2004,"fall",18,3,"C",4.7276667959294,4.91666666666667,14.75,69.1422868679749,80.0833333333333,240.25,9.8609383650525,10.9767773803333,32.930332141,9.13980419661712,10.30005,30.90015,0,40,120,0,149.033,447.099,0,4107.019153,12321.057459,0,-0.604646946,-1.813940838
2004,"fall",18,4,"C",5.95350037093025,3.725,14.9,55.8999608676071,33.1625,132.65,12.504839881775,7.33852472375,29.354098895,11.4441759169148,7.0191375,28.07655,0,40,160,0,149.033,596.132,0,4107.019153,16428.076612,0,-0.604646946,-2.418587784
2004,"fall",19,1,"F",1.67390096614001,1.37777777777778,12.4,50.3551394541257,23.7222222222222,213.5,3.91466600409278,2.76916300966667,24.922467087,3.90746372195607,2.72854444444444,24.5569,0,40,360,0,149.033,1341.297,0,4107.019153,36963.172377,0,-0.604646946,-5.441822514
2004,"fall",19,2,"F",2.78715306759823,2.36,23.6,32.6546359648978,22.295,222.95,5.4625680752958,3.6723074856,36.723074856,5.73012456477218,3.748815,37.48815,0,40,400,0,149.033,1490.33,0,4107.019153,41070.19153,0,-0.604646946,-6.04646946
2004,"fall",19,3,"F",2.92617497767991,3,21,27.1269611974789,26.3571428571429,184.5,7.28567069062057,6.21184871157143,43.482940981,7.46983149870515,6.44142857142857,45.09,0,40,280,0,149.033,1043.231,0,4107.019153,28749.134071,0,-0.604646946,-4.232528622
2004,"fall",19,4,"F",2.56527288996707,2.4,21.6,24.2826083739874,17.9222222222222,161.3,4.11885716633697,3.67108135955556,33.039732236,4.77917248302465,4.49395,40.44555,0,40,360,0,149.033,1341.297,0,4107.019153,36963.172377,0,-0.604646946,-5.441822514
2004,"fall",20,1,"C",1.6147386638032,1.37857142857143,9.65,14.2411208761643,12.1071428571429,84.75,4.70783223055106,3.12047863442857,21.843350441,4.71059455745895,3.10741428571429,21.7519,0,40,280,0,149.033,1043.231,0,4107.019153,28749.134071,0,-0.604646946,-4.232528622
2004,"fall",20,2,"C",1.94269081921124,2.92857142857143,20.5,22.087456039248,29.7285714285714,208.1,5.49156020397654,5.89491785714286,41.264425,5.49156020397654,5.89491785714286,41.264425,0,40,280,0,149.033,1043.231,0,4107.019153,28749.134071,0,-0.604646946,-4.232528622
2004,"fall",20,3,"C",3.06616762890932,2.38125,19.05,82.3300671404873,44.78125,358.25,7.63783104455394,4.5249705,36.199764,7.65664009812025,4.49395,35.9516,0,40,320,0,149.033,1192.264,0,4107.019153,32856.153224,0,-0.604646946,-4.837175568
2004,"fall",20,4,"C",1.8214005600087,1.7,15.3,15.6513977011639,13.9666666666667,125.7,4.64455692179954,4.06018799733333,36.541691976,4.83993570807491,4.23521388888889,38.116925,0,40,360,0,149.033,1341.297,0,4107.019153,36963.172377,0,-0.604646946,-5.441822514
2004,"spring",1,1,"F",3.3840404843914,5.436,27.18,26.0523563233731,38.548,192.74,14.65679988004,11.9317440936,59.658720468,14.801910907682,11.638929,58.194645,0,40,200,0,83.702,418.51,0,1394.341,6971.705,0,0.839305016,4.19652508
2004,"spring",1,2,"F",4.20623545069301,4.39166666666667,26.35,36.9872601941083,37.6583333333333,225.95,19.1670126717475,11.6516908833333,69.9101453,19.2990985360095,11.4103791666667,68.462275,0,40,240,0,83.702,502.212,0,1394.341,8366.046,0,0.839305016,5.035830096
2004,"spring",1,3,"F",5.28664985285262,4.63333333333333,27.8,45.797004996688,34.7166666666667,208.3,23.596709238587,13.9844394166667,83.9066365,23.7563812755143,13.4617791666667,80.770675,0,40,240,0,83.702,502.212,0,1394.341,8366.046,0,0.839305016,5.035830096
2004,"spring",1,4,"F",3.0918379493049,2.25428571428571,15.78,25.7272259900452,14.3371428571429,100.36,4.9936193042636,3.64487511542857,25.514125808,4.80615216329711,3.08154214285714,21.570795,0,40,280,0,83.702,585.914,0,1394.341,9760.387,0,0.839305016,5.875135112
2004,"spring",2,1,"C",3.9436658073422,3.65,25.55,23.3535456673734,23.8857142857143,167.2,15.1145190478518,8.28382596242857,57.986781737,15.1776208399194,8.14179285714286,56.99255,0,40,280,0,83.702,585.914,0,1394.341,9760.387,0,0.839305016,5.875135112
2004,"spring",2,2,"C",4.44046731774934,3.875,23.25,41.0308501821089,33.8333333333333,203,10.0287653196995,8.33706641666667,50.0223985,10.0611277339074,8.29965,49.7979,0,40,240,0,83.702,502.212,0,1394.341,8366.046,0,0.839305016,5.035830096
2004,"spring",2,3,"C",2.01718312945993,2.79444444444444,25.15,19.9957929602982,23.2611111111111,209.35,8.10164428734801,6.396225723,57.566031507,8.25973366037804,5.99459722222222,53.951375,0,40,360,0,83.702,753.318,0,1394.341,12549.069,0,0.839305016,7.553745144
2004,"spring",2,4,"C",3.35617980107486,2.765,22.12,26.8757309535148,18.655,149.24,13.7865637248577,6.768963199875,54.151705599,13.8657621193401,6.520468125,52.163745,0,40,320,0,83.702,669.616,0,1394.341,11154.728,0,0.839305016,6.714440128
2004,"spring",3,1,"C",10.2577198570962,8.85166666666667,53.11,68.2233376492238,72.17,433.02,13.0615887944504,13.610139282,81.660835692,12.8678962063605,13.6003833333333,81.6023,0,40,240,0,83.702,502.212,0,1394.341,8366.046,0,0.839305016,5.035830096
2004,"spring",3,2,"C",5.47283087421654,4.01444444444444,36.13,39.2998464090864,28.9455555555556,260.51,8.54991808631409,6.41070507777778,57.6963457,8.59664325959331,6.18925888888889,55.70333,0,40,360,0,83.702,753.318,0,1394.341,12549.069,0,0.839305016,7.553745144
2004,"spring",3,3,"C",5.64114476730692,5.29857142857143,37.09,37.8165897709558,32.9542857142857,230.68,18.9704345209224,11.2665957628571,78.86617034,19.1586767751826,10.8580035714286,76.006025,0,40,280,0,83.702,585.914,0,1394.341,9760.387,0,0.839305016,5.875135112
2004,"spring",3,4,"C",5.98907735958116,4.67857142857143,32.75,45.0857133426881,31.3714285714286,219.6,22.0028630912443,12.4837039,87.3859273,21.9343355826402,12.625025,88.375175,0,40,280,0,83.702,585.914,0,1394.341,9760.387,0,0.839305016,5.875135112
2004,"spring",4,1,"F",3.70692857288139,2.57777777777778,23.2,37.3953205628726,26.2333333333333,236.1,8.8619336356093,6.07244633333333,54.652017,8.82726341839745,5.75279444444444,51.77515,0,40,360,0,83.702,753.318,0,1394.341,12549.069,0,0.839305016,7.553745144
2004,"spring",4,2,"F",4.23683001445993,2.99428571428571,20.96,53.8379425418808,30.2171428571429,211.52,5.79727777244483,4.88321207857143,34.18248455,5.36075335468146,4.61285571428571,32.28999,0,40,280,0,83.702,585.914,0,1394.341,9760.387,0,0.839305016,5.875135112
2004,"spring",4,3,"F",1.66333750834479,4.7775,19.11,22.8704306911785,32.07,128.28,5.64152356107383,7.914691135,31.65876454,5.7609254881833,7.49971,29.99884,0,40,160,0,83.702,334.808,0,1394.341,5577.364,0,0.839305016,3.357220064
2004,"spring",4,4,"F",4.82706284548748,3.3875,27.1,39.7715524455429,24.86875,198.95,7.08030828422166,4.808089175,38.4647134,7.08472756258325,4.84155625,38.73245,0,40,320,0,83.702,669.616,0,1394.341,11154.728,0,0.839305016,6.714440128
2004,"spring",5,1,"C",8.20892603613083,6.67333333333333,40.04,73.7936511496755,56.905,341.43,10.8046700808498,8.634321375,51.80592825,10.8223611631504,8.64296666666667,51.8578,0,40,240,0,83.702,502.212,0,1394.341,8366.046,0,0.839305016,5.035830096
2004,"spring",5,2,"C",7.48132786787658,7.10333333333333,42.62,45.9956961754757,50.4033333333333,302.42,10.0771115607941,9.47232257,56.83393542,10.1123700866447,9.40644666666667,56.43868,0,40,240,0,83.702,502.212,0,1394.341,8366.046,0,0.839305016,5.035830096
2004,"spring",5,3,"C",4.90433288639811,3.75416666666667,45.05,39.6247015092476,31.2833333333333,375.4,5.51166287283118,5.07858389825,60.943006779,5.50049572918266,5.11197291666667,61.343675,0,40,480,0,83.702,1004.424,0,1394.341,16732.092,0,0.839305016,10.071660192
2004,"spring",5,4,"C",3.0916650622509,2.1125,16.9,34.8325170074089,20.01875,160.15,6.41042862045156,4.58829461475,36.706356918,6.56019858521744,4.320209375,34.561675,0,40,320,0,83.702,669.616,0,1394.341,11154.728,0,0.839305016,6.714440128
