"year","block","snow","N","temp","plot_sd","plot_mean","plot_sum","mass_sd","mass_mean","mass_sum"
2007,1,"X","N","X",1.15470053837925,6,24,255.081808772532,355.625,1422.5
2007,1,"X","X","W",4.04145188432738,4.5,18,64.4926917694297,241.1875,964.75
2007,1,"X","X","X",1.15470053837925,5,20,89.6475738656658,306.875,1227.5
2007,2,"P","N","W",1.73205080756888,28.5,114,51.553521945644,131.0625,524.25
2007,2,"P","N","X",4.04145188432738,28.5,114,77.3930713953129,113.125,452.5
2007,2,"P","X","W",0.577350269189626,28.5,114,28.659640611843,131,524
2007,2,"P","X","X",2.88675134594813,28.5,114,34.1091232907952,205.9375,823.75
2007,2,"X","N","W",2.3094010767585,21,84,45.0422833753648,283.4375,1133.75
2007,2,"X","N","X",1.73205080756888,18.5,74,93.900767657494,207.125,828.5
2007,2,"X","X","W",1.73205080756888,19.5,78,153.889435418203,235.75,943
2007,2,"X","X","X",1.15470053837925,23,92,179.358971409294,235.0625,940.25
2007,3,"P","N","W",3.46410161513775,45,180,105.873622580572,190.5625,762.25
2007,3,"P","N","X",2.3094010767585,45,180,141.154835198799,178.625,714.5
2007,3,"P","X","W",0.577350269189626,44.5,178,68.9694980891312,169.5,678
2007,3,"P","X","X",2.88675134594813,43.5,174,93.6921766122088,117.5625,470.25
2007,3,"X","N","W",1.15470053837925,35,140,117.146009321701,203.375,813.5
2007,3,"X","N","X",1.15470053837925,36,144,53.5856012998517,149,596
2007,3,"X","X","W",1.15470053837925,39,156,75.7741985550931,151.375,605.5
2007,3,"X","X","X",3.46410161513775,36,144,120.777084609071,228.875,915.5
2008,1,"P","N","W",2.3094010767585,11,44,70.401379011115,145.375,581.5
2008,1,"P","N","X",2.88675134594813,12.5,50,173.659553797077,239.0625,956.25
2008,1,"P","X","W",1.73205080756888,12.5,50,93.1144848649589,142.3125,569.25
2008,1,"P","X","X",2.3094010767585,14,56,133.002878258329,197.6875,790.75
2008,1,"X","N","W",0.577350269189626,2.5,10,77.4656846072289,275.5625,1102.25
2008,1,"X","N","X",1.15470053837925,6,24,30.1927833540842,233.125,932.5
2008,1,"X","X","W",4.04145188432738,4.5,18,170.039272424539,233.875,935.5
2008,1,"X","X","X",1.15470053837925,5,20,138.841036200877,233.25,933
2008,2,"P","N","W",1.73205080756888,28.5,114,40.4302382712082,227.875,911.5
2008,2,"P","N","X",4.04145188432738,28.5,114,103.881843938197,285.625,1142.5
2008,2,"P","X","W",0.577350269189626,28.5,114,57.3683274987166,100.5,402
2008,2,"P","X","X",2.88675134594813,28.5,114,50.2273995610629,216.25,865
2008,2,"X","N","W",2.3094010767585,21,84,111.089373741746,454.0625,1816.25
2008,2,"X","N","X",1.73205080756888,18.5,74,206.512156623607,346.375,1385.5
2008,2,"X","X","W",1.73205080756888,19.5,78,343.525737451602,421.0625,1684.25
2008,2,"X","X","X",1.15470053837925,23,92,227.207171890179,309.6875,1238.75
2008,3,"P","N","W",3.46410161513775,45,180,107.087653933588,143.8125,575.25
2008,3,"P","N","X",2.3094010767585,45,180,132.336750847979,149.3125,597.25
2008,3,"P","X","W",0.577350269189626,44.5,178,63.9131490774786,76.5625,306.25
2008,3,"P","X","X",2.88675134594813,43.5,174,162.216852674642,164.6875,658.75
2008,3,"X","N","W",1.15470053837925,35,140,192.648968333599,187.25,749
2008,3,"X","N","X",1.15470053837925,36,144,138.08941849396,164.875,659.5
2008,3,"X","X","W",1.15470053837925,39,156,67.8506325197734,146.5,586
2008,3,"X","X","X",3.46410161513775,36,144,125.451351792903,180.5,722
2009,1,"P","N","W",2.3094010767585,11,44,179.259980545017,425.8125,1703.25
2009,1,"P","N","X",2.88675134594813,12.5,50,249.881555275028,273,1092
2009,1,"P","X","W",1.73205080756888,12.5,50,140.043520021456,279.875,1119.5
2009,1,"P","X","X",2.3094010767585,14,56,161.432454915361,196.125,784.5
2009,1,"X","N","W",0.577350269189626,2.5,10,254.68840235014,428.9375,1715.75
2009,1,"X","N","X",1.15470053837925,6,24,80.7213571491461,313.875,1255.5
2009,1,"X","X","W",4.04145188432738,4.5,18,148.811541891078,334,1336
2009,1,"X","X","X",1.15470053837925,5,20,84.7868344241408,289.6875,1158.75
2009,2,"P","N","W",1.73205080756888,28.5,114,200.149631526016,335.5,1342
2009,2,"P","N","X",4.04145188432738,28.5,114,92.4458174644298,211.375,845.5
2009,2,"P","X","W",0.577350269189626,28.5,114,78.6619878552108,127.25,509
2009,2,"P","X","X",2.88675134594813,28.5,114,74.8936398612503,151.3125,605.25
2009,2,"X","N","W",2.3094010767585,21,84,144.899588077399,280.6875,1122.75
2009,2,"X","N","X",1.73205080756888,18.5,74,83.0861438006763,237.1875,948.75
2009,2,"X","X","W",1.73205080756888,19.5,78,106.622850701276,171.3125,685.25
2009,2,"X","X","X",1.15470053837925,23,92,175.427276005377,275.875,1103.5
2009,3,"P","N","W",3.46410161513775,45,180,173.267315152051,263.875,1055.5
2009,3,"P","N","X",2.3094010767585,45,180,191.579114967333,310.4375,1241.75
2009,3,"P","X","W",0.577350269189626,44.5,178,154.383046349008,168,672
2009,3,"P","X","X",2.88675134594813,43.5,174,99.4024595185317,161.9375,647.75
2009,3,"X","N","W",1.15470053837925,35,140,101.703408661329,182.75,731
2009,3,"X","N","X",1.15470053837925,36,144,124.114593387187,217.4375,869.75
2009,3,"X","X","W",1.15470053837925,39,156,105.818240393611,160,640
2009,3,"X","X","X",3.46410161513775,36,144,110.468226955386,148.375,593.5
2010,1,"P","N","W",2.3094010767585,11,44,92.2638878435111,98,392
2010,1,"P","N","X",2.88675134594813,12.5,50,182.63282837431,226.25,905
2010,1,"P","X","W",1.73205080756888,12.5,50,115.657720595442,218.5,874
2010,1,"P","X","X",2.3094010767585,14,56,71.69582740067,167.75,671
2010,1,"X","N","W",0.577350269189626,2.5,10,141.167066361103,319.5625,1278.25
2010,1,"X","N","X",1.15470053837925,6,24,171.850892248678,301.125,1204.5
2010,1,"X","X","W",4.04145188432738,4.5,18,135.355915860125,354.4375,1417.75
2010,1,"X","X","X",1.15470053837925,5,20,130.974393171592,212.5,850
2010,2,"P","N","W",1.73205080756888,28.5,114,147.209512685152,278.1875,1112.75
2010,2,"P","N","X",4.04145188432738,28.5,114,81.9934893248645,138.0625,552.25
2010,2,"P","X","W",0.577350269189626,28.5,114,73.6119824371911,96.9375,387.75
2010,2,"P","X","X",2.88675134594813,28.5,114,211.33567049838,255.6875,1022.75
2010,2,"X","N","W",2.3094010767585,21,84,176.272870856522,227.25,909
2010,2,"X","N","X",1.73205080756888,18.5,74,82.9875429909011,98.8125,395.25
2010,2,"X","X","W",1.73205080756888,19.5,78,46.0445888967061,77.125,308.5
2010,2,"X","X","X",1.15470053837925,23,92,126.461518356376,216.0625,864.25
2010,3,"P","N","W",3.46410161513775,45,180,49.099388998235,61.25,245
2010,3,"P","N","X",2.3094010767585,45,180,97.1147034439173,117.6875,470.75
2010,3,"P","X","W",0.577350269189626,44.5,178,64.1997209235887,62.125,248.5
2010,3,"P","X","X",2.88675134594813,43.5,174,89.6830065657183,87.5,350
2010,3,"X","N","W",1.15470053837925,35,140,93.4581011291513,180.5,722
2010,3,"X","N","X",1.15470053837925,36,144,66.1546089979124,278.9375,1115.75
2010,3,"X","X","W",1.15470053837925,39,156,66.5076358398041,141.1875,564.75
2010,3,"X","X","X",3.46410161513775,36,144,88.7738230936725,203.5,814
2011,1,"P","N","W",2.3094010767585,11,44,89.5268523498211,240.1875,960.75
2011,1,"P","N","X",2.88675134594813,12.5,50,98.8467616650473,206.3125,825.25
2011,1,"P","X","W",1.73205080756888,12.5,50,83.7391784053319,124.25,497
2011,1,"P","X","X",2.3094010767585,14,56,79.8574250357056,124,496
2011,1,"X","N","W",0.577350269189626,2.5,10,135.936930075434,365.9375,1463.75
2011,1,"X","N","X",1.15470053837925,6,24,41.9297527618118,138.125,552.5
2011,1,"X","X","W",4.04145188432738,4.5,18,229.520923156619,437.875,1751.5
2011,1,"X","X","X",1.15470053837925,5,20,97.37863707371,198.9375,795.75
2011,2,"P","N","W",1.73205080756888,28.5,114,67.2867000231101,234.5,938
2011,2,"P","N","X",4.04145188432738,28.5,114,66.6580202726324,138.25,553
2011,2,"P","X","W",0.577350269189626,28.5,114,65.7298765149203,158.25,633
2011,2,"P","X","X",2.88675134594813,28.5,114,67.344883497808,85,340
2011,2,"X","N","W",2.3094010767585,21,84,58.7733552867851,184.1875,736.75
2011,2,"X","N","X",1.73205080756888,18.5,74,73.751377105787,262.6875,1050.75
2011,2,"X","X","W",1.73205080756888,19.5,78,157.439852933324,205.0625,820.25
2011,2,"X","X","X",1.15470053837925,23,92,62.2597047321406,161.625,646.5
2011,3,"P","N","W",3.46410161513775,45,180,135.620180405916,257.75,1031
2011,3,"P","N","X",2.3094010767585,45,180,40.9575491617032,295.375,1181.5
2011,3,"P","X","W",0.577350269189626,44.5,178,90.8864619089847,107.1875,428.75
2011,3,"P","X","X",2.88675134594813,43.5,174,83.6262767715188,108.875,435.5
2011,3,"X","N","W",1.15470053837925,35,140,44.8485878633133,129.625,518.5
2011,3,"X","N","X",1.15470053837925,36,144,96.8694353240484,145.875,583.5
2011,3,"X","X","W",1.15470053837925,39,156,72.5209739776478,133,532
2011,3,"X","X","X",3.46410161513775,36,144,39.1590639784286,92.1875,368.75
2012,1,"P","N","W",2.3094010767585,11,44,85.7856764947778,161.0625,644.25
2012,1,"P","N","X",2.88675134594813,12.5,50,122.626698934884,244.5625,978.25
2012,1,"P","X","W",1.73205080756888,12.5,50,81.7947125430489,160.25,641
2012,1,"P","X","X",2.3094010767585,14,56,88.1103415704801,173.4375,693.75
2012,1,"X","N","W",0.577350269189626,2.5,10,25.8202924073295,124.875,499.5
2012,1,"X","N","X",1.15470053837925,6,24,25.4847789539822,174.0625,696.25
2012,1,"X","X","W",4.04145188432738,4.5,18,68.7335965279474,228.8125,915.25
2012,1,"X","X","X",1.15470053837925,5,20,97.563093901673,174.3125,697.25
2012,2,"P","N","W",1.73205080756888,28.5,114,84.4404067474018,181.0625,724.25
2012,2,"P","N","X",4.04145188432738,28.5,114,26.0219258510972,202.5625,810.25
2012,2,"P","X","W",0.577350269189626,28.5,114,35.1387132187089,106.375,425.5
2012,2,"P","X","X",2.88675134594813,28.5,114,35.2993153852404,140,560
2012,2,"X","N","W",2.3094010767585,21,84,57.0092737338993,207.8125,831.25
2012,2,"X","N","X",1.73205080756888,18.5,74,67.5809699545664,169.625,678.5
2012,2,"X","X","W",1.73205080756888,19.5,78,234.09331962204,177.0625,708.25
2012,2,"X","X","X",1.15470053837925,23,92,64.4438951724676,115.1875,460.75
2012,3,"P","N","W",3.46410161513775,45,180,129.144359632932,235.1875,940.75
2012,3,"P","N","X",2.3094010767585,45,180,78.5107145023319,245.8125,983.25
2012,3,"P","X","W",0.577350269189626,44.5,178,99.6847112985069,119.5,478
2012,3,"P","X","X",2.88675134594813,43.5,174,72.1725363278858,172.75,691
2012,3,"X","N","W",1.15470053837925,35,140,50.9531545474206,102.1875,408.75
2012,3,"X","N","X",1.15470053837925,36,144,62.6574682965513,150.25,601
2012,3,"X","X","W",1.15470053837925,39,156,9.88975690634844,132.4375,529.75
2012,3,"X","X","X",3.46410161513775,36,144,72.1817728608361,126,504
2013,1,"P","N","W",2.3094010767585,11,44,71.8030799594743,201.9375,807.75
2013,1,"P","N","X",2.88675134594813,12.5,50,157.681030221351,336.4375,1345.75
2013,1,"P","X","W",1.73205080756888,12.5,50,82.7740398112033,134.25,537
2013,1,"P","X","X",2.3094010767585,14,56,115.957607196193,137.5,550
2013,1,"X","N","W",0.577350269189626,2.5,10,46.0639840330816,233.5625,934.25
2013,1,"X","N","X",1.15470053837925,6,24,134.128824891097,211.75,847
2013,1,"X","X","W",4.04145188432738,4.5,18,63.4486340803856,164.875,659.5
2013,1,"X","X","X",1.15470053837925,5,20,97.1131213242234,201.75,807
2013,2,"P","N","W",1.73205080756888,28.5,114,125.098128150131,259.5,1038
2013,2,"P","N","X",4.04145188432738,28.5,114,27.8981592881442,180.8125,723.25
2013,2,"P","X","W",0.577350269189626,28.5,114,57.2398098645806,124.375,497.5
2013,2,"P","X","X",2.88675134594813,28.5,114,65.9091467476252,128.6875,514.75
2013,2,"X","N","W",2.3094010767585,21,84,83.8065729323582,167.75,671
2013,2,"X","N","X",1.73205080756888,18.5,74,275.530350339728,314.5625,1258.25
2013,2,"X","X","W",1.73205080756888,19.5,78,38.5373195746668,39,78
2013,2,"X","X","X",1.15470053837925,23,92,126.87272165442,153.625,614.5
2013,3,"P","N","W",3.46410161513775,45,180,42.4423015202208,117.8125,471.25
2013,3,"P","N","X",2.3094010767585,45,180,89.7873645527773,248.375,993.5
2013,3,"P","X","W",0.577350269189626,44.5,178,76.35020737802,106.125,424.5
2013,3,"P","X","X",2.88675134594813,43.5,174,94.4618529707451,153.75,615
2013,3,"X","N","W",1.15470053837925,35,140,49.6375928606535,119.1875,476.75
2013,3,"X","N","X",1.15470053837925,36,144,32.7305922138092,95.75,383
2013,3,"X","X","W",1.15470053837925,39,156,59.438124339518,94.0625,376.25
2013,3,"X","X","X",3.46410161513775,36,144,67.6921262654183,120.9375,483.75
2014,1,"P","N","W",2.3094010767585,11,44,129.464662971536,292.8125,1171.25
2014,1,"P","N","X",2.88675134594813,12.5,50,273.771308150921,439.875,1759.5
2014,1,"P","X","W",1.73205080756888,12.5,50,151.76386537425,635.875,2543.5
2014,1,"P","X","X",2.3094010767585,14,56,210.51290291017,301.0625,1204.25
2014,1,"X","N","W",0.577350269189626,2.5,10,126.316236749939,283,1132
2014,1,"X","N","X",1.15470053837925,6,24,134.055803057284,363,1452
2014,1,"X","X","W",4.04145188432738,4.5,18,64.6717674105169,289.875,1159.5
2014,1,"X","X","X",1.15470053837925,5,20,226.055614009031,427.1875,1708.75
2014,2,"P","N","W",1.73205080756888,28.5,114,135.529593939233,529.125,2116.5
2014,2,"P","N","X",4.04145188432738,28.5,114,133.566618833699,534,2136
2014,2,"P","X","W",0.577350269189626,28.5,114,100.005937323741,188.125,752.5
2014,2,"P","X","X",2.88675134594813,28.5,114,151.484924304918,249.4375,997.75
2014,2,"X","N","W",2.3094010767585,21,84,155.964255386718,356.1875,1424.75
2014,2,"X","N","X",1.73205080756888,18.5,74,95.3279427380381,302.5,1210
2014,2,"X","X","W",1.73205080756888,19.5,78,222.600211515323,325.375,1301.5
2014,2,"X","X","X",1.15470053837925,23,92,89.8829099439932,196.625,786.5
2014,3,"P","N","W",3.46410161513775,45,180,217.654351361664,374.25,1497
2014,3,"P","N","X",2.3094010767585,45,180,369.382395583042,545.875,2183.5
2014,3,"P","X","W",0.577350269189626,44.5,178,96.7786348667239,183.875,735.5
2014,3,"P","X","X",2.88675134594813,43.5,174,138.714541264906,272.1875,1088.75
2014,3,"X","N","W",1.15470053837925,35,140,722.850996056587,763.375,3053.5
2014,3,"X","N","X",1.15470053837925,36,144,168.702153710813,466.5,1866
2014,3,"X","X","W",1.15470053837925,39,156,120.892686572293,138.25,553
2014,3,"X","X","X",3.46410161513775,36,144,158.891865745229,221.75,887
2015,1,"P","N","W",2.3094010767585,11,44,75.7146507178983,146,584
2015,1,"P","N","X",2.88675134594813,12.5,50,126.484106379682,253.875,1015.5
2015,1,"P","X","W",1.73205080756888,12.5,50,199.786239933251,382.25,1529
2015,1,"P","X","X",2.3094010767585,14,56,168.588811906366,199.375,797.5
2015,1,"X","N","W",0.577350269189626,2.5,10,90.0207152085933,270.625,1082.5
2015,1,"X","N","X",1.15470053837925,6,24,35.357916958818,267.9375,1071.75
2015,1,"X","X","W",4.04145188432738,4.5,18,136.434718058369,189.8125,759.25
2015,1,"X","X","X",1.15470053837925,5,20,191.159442067785,299.6875,1198.75
2015,2,"P","N","W",1.73205080756888,28.5,114,171.198471566386,493.75,1975
2015,2,"P","N","X",4.04145188432738,28.5,114,80.2127379742977,155,620
2015,2,"P","X","W",0.577350269189626,28.5,114,94.0684591135626,133.25,533
2015,2,"P","X","X",2.88675134594813,28.5,114,134.467932980321,174.5,698
2015,2,"X","N","W",2.3094010767585,21,84,113.900975815252,310.4375,1241.75
2015,2,"X","N","X",1.73205080756888,18.5,74,49.1884132697935,265.75,1063
2015,2,"X","X","W",1.73205080756888,19.5,78,117.292813789536,169.375,677.5
2015,2,"X","X","X",1.15470053837925,23,92,105.84981006911,236.5625,946.25
2015,3,"P","N","W",3.46410161513775,45,180,140.455119611212,327.1875,1308.75
2015,3,"P","N","X",2.3094010767585,45,180,140.932811267166,331.9375,1327.75
2015,3,"P","X","W",0.577350269189626,44.5,178,59.6445635270586,170.1875,680.75
2015,3,"P","X","X",2.88675134594813,43.5,174,88.8920225142092,307.25,1229
2015,3,"X","N","W",1.15470053837925,35,140,54.268621995895,157.75,631
2015,3,"X","N","X",1.15470053837925,36,144,264.606340863177,344.9375,1379.75
2015,3,"X","X","W",1.15470053837925,39,156,97.2174324216941,154.875,619.5
2015,3,"X","X","X",3.46410161513775,36,144,84.4892744672364,162.375,649.5
2016,1,"P","N","W",2.3094010767585,11,44,209.375099502464,307.9375,1231.75
2016,1,"P","N","X",2.88675134594813,12.5,50,148.762394441606,307,1228
2016,1,"P","X","W",1.73205080756888,12.5,50,283.166792353317,478.6875,1914.75
2016,1,"P","X","X",2.3094010767585,14,56,72.6066743947598,291.875,1167.5
2016,1,"X","N","W",0.577350269189626,2.5,10,278.986185440546,553.75,2215
2016,1,"X","N","X",1.15470053837925,6,24,168.256299411543,396.4375,1585.75
2016,1,"X","X","W",4.04145188432738,4.5,18,86.9320556047461,583.9375,2335.75
2016,1,"X","X","X",1.15470053837925,5,20,328.775157465808,578.875,2315.5
2016,2,"P","N","W",1.73205080756888,28.5,114,524.552840323705,1030.9375,4123.75
2016,2,"P","N","X",4.04145188432738,28.5,114,171.861302484494,460.1875,1840.75
2016,2,"P","X","W",0.577350269189626,28.5,114,78.5871000334448,330.6875,1322.75
2016,2,"P","X","X",2.88675134594813,28.5,114,192.464553013449,389.625,1558.5
2016,2,"X","N","W",2.3094010767585,21,84,251.014192825824,668.5,2674
2016,2,"X","N","X",1.73205080756888,18.5,74,95.5075258814718,311.875,1247.5
2016,2,"X","X","W",1.73205080756888,19.5,78,84.5837848920623,268.5,1074
2016,2,"X","X","X",1.15470053837925,23,92,125.325409767267,299.75,1199
2016,3,"P","N","W",3.46410161513775,45,180,369.076966623043,570.9375,2283.75
2016,3,"P","N","X",2.3094010767585,45,180,279.832045981752,462.8125,1851.25
2016,3,"P","X","W",0.577350269189626,44.5,178,127.894243420101,267.625,1070.5
2016,3,"P","X","X",2.88675134594813,43.5,174,226.373619543002,488.9375,1955.75
2016,3,"X","N","W",1.15470053837925,35,140,279.306013108084,496.9375,1987.75
2016,3,"X","N","X",1.15470053837925,36,144,275.15734135218,426.125,1704.5
2016,3,"X","X","W",1.15470053837925,39,156,29.2168615699907,293,1172
2016,3,"X","X","X",3.46410161513775,36,144,187.506263784262,243.4375,973.75
2017,1,"P","N","W",2.3094010767585,11,44,224.39096971952,600.9375,2403.75
2017,1,"P","N","X",2.88675134594813,12.5,50,72.3119327981212,478.0625,1912.25
2017,1,"P","X","W",1.73205080756888,12.5,50,84.4130161270563,398.8125,1595.25
2017,1,"P","X","X",2.3094010767585,14,56,166.858847532877,326,1304
2017,1,"X","N","W",0.577350269189626,2.5,10,274.448272296742,408.875,1635.5
2017,1,"X","N","X",1.15470053837925,6,24,119.402069356719,438.625,1754.5
2017,1,"X","X","W",4.04145188432738,4.5,18,76.5085439128642,319.0625,1276.25
2017,1,"X","X","X",1.15470053837925,5,20,68.9687429202534,336.375,1345.5
2017,2,"P","N","W",1.73205080756888,28.5,114,398.556875907735,871,3484
2017,2,"P","N","X",4.04145188432738,28.5,114,166.416708395922,292.083333333333,876.25
2017,2,"P","X","W",0.577350269189626,28.5,114,41.6159900158581,277.6875,1110.75
2017,2,"P","X","X",2.88675134594813,28.5,114,228.755054588964,264.75,1059
2017,2,"X","N","W",2.3094010767585,21,84,187.118765204526,396.1875,1584.75
2017,2,"X","N","X",1.73205080756888,18.5,74,92.2512420873923,265.75,1063
2017,2,"X","X","W",1.73205080756888,19.5,78,129.701640795327,232.8125,931.25
2017,2,"X","X","X",1.15470053837925,23,92,170.4473739653,345.5625,1382.25
2017,3,"P","N","W",3.46410161513775,45,180,303.444693958663,369.1875,1476.75
2017,3,"P","N","X",2.3094010767585,45,180,355.255563819907,444.0625,1776.25
2017,3,"P","X","W",0.577350269189626,44.5,178,22.5416281576997,169.5,678
2017,3,"P","X","X",2.88675134594813,43.5,174,219.238870394067,549.5625,2198.25
2017,3,"X","N","W",1.15470053837925,35,140,342.853072272463,478.375,1913.5
2017,3,"X","N","X",1.15470053837925,36,144,189.653302106765,438.25,1753
2017,3,"X","X","W",1.15470053837925,39,156,81.8472599317371,86.8125,347.25
2017,3,"X","X","X",3.46410161513775,36,144,161.392766256732,259,1036
2019,1,"P","N","W",2.3094010767585,11,44,840.552357456096,842.4375,3369.75
2019,1,"P","N","X",2.88675134594813,12.5,50,453.894398511372,594,2376
2019,1,"P","X","W",1.73205080756888,12.5,50,1255.4970629197,1388.5,5554
2019,1,"P","X","X",2.3094010767585,14,56,428.43671741966,568.125,2272.5
2019,1,"X","N","W",0.577350269189626,2.5,10,271.536139399528,609.25,2437
2019,1,"X","N","X",1.15470053837925,6,24,127.150992917869,275.75,1103
2019,1,"X","X","W",4.04145188432738,4.5,18,459.745553494902,803.3125,3213.25
2019,1,"X","X","X",1.15470053837925,5,20,129.183170988588,307.5,1230
2019,2,"P","N","W",1.73205080756888,28.5,114,214.39415609262,449.875,1799.5
2019,2,"P","N","X",4.04145188432738,28.5,114,383.000346768773,503.1875,2012.75
2019,2,"P","X","W",0.577350269189626,28.5,114,71.3553314990081,279.75,1119
2019,2,"P","X","X",2.88675134594813,28.5,114,69.1800187915557,221.25,885
2019,2,"X","N","W",2.3094010767585,21,84,144.888948135,380.6875,1522.75
2019,2,"X","N","X",1.73205080756888,18.5,74,89.6222105563124,398.8125,1595.25
2019,2,"X","X","W",1.73205080756888,19.5,78,141.275200554332,329.0625,1316.25
2019,2,"X","X","X",1.15470053837925,23,92,53.054610230089,287.25,1149
2019,3,"P","N","W",3.46410161513775,45,180,921.959922642158,730.6875,2922.75
2019,3,"P","N","X",2.3094010767585,45,180,671.549556839752,626.6875,2506.75
2019,3,"P","X","W",0.577350269189626,44.5,178,310.071791082323,555.8125,2223.25
2019,3,"P","X","X",2.88675134594813,43.5,174,61.7989010150396,305.625,1222.5
2019,3,"X","N","W",1.15470053837925,35,140,211.733224443717,386.25,1545
2019,3,"X","N","X",1.15470053837925,36,144,478.992105884847,496.375,1985.5
2019,3,"X","X","W",1.15470053837925,39,156,388.265668282256,428.875,1715.5
2019,3,"X","X","X",3.46410161513775,36,144,118.766117327292,260.9375,1043.75
