"EOYBYear","locationName","Replicate","marshRegion_sd","marshRegion_mean","marshRegion_sum","isExperiment_sd","isExperiment_mean","isExperiment_sum","locationID_sd","locationID_mean","locationID_sum","ITISID_sd","ITISID_mean","ITISID_sum","liveMass_sd","liveMass_mean","liveMass_sum","deadMass_sd","deadMass_mean","deadMass_sum","unknownMass_sd","unknownMass_mean","unknownMass_sum","totalMass_sd","totalMass_mean","totalMass_sum","sampleComment_sd","sampleComment_mean","sampleComment_sum","latitude_sd","latitude_mean","latitude_sum","longitude_sd","longitude_mean","longitude_sum"
2008,"Outside Juncus","b",0.960768922830523,6.61538461538461,86,0,1,13,0,10,130,6357.23353179492,38043.8,380438,8.61953535543475,7.95692307692308,103.44,11.5859369883249,7.01230769230769,91.16,0,0,0,10.7964249187238,14.9692307692308,194.6,0,0,0,0,37.46,486.98,0,-75.833,-985.829
2009,"Inside Juncus","a",2.98607881119482,5.25,21,0,1,4,0,9,36,1026.93958764217,40101.25,160405,34.6171677062119,33.395,133.58,33.7585864386134,23.5675,94.27,0,0,0,67.9109497184855,56.9625,227.85,0,0,0,0,37.46,149.84,0,-75.833,-303.332
2009,"Inside Juncus","b",2.60768096208106,5.4,27,0,1,5,0,9,45,8745.98789159921,36210.2,181051,38.6238439309192,39.818,199.09,39.3539689230959,27.138,135.69,0,0,0,72.1125289391518,66.956,334.78,0,0,0,0,37.46,187.3,0,-75.833,-379.165
2009,"Outside Juncus","a",3.0427359001796,4.78571428571429,67,0,1,14,0,10,140,2192.17727800053,39688.7272727273,436576,8.76059358719488,5.62,78.68,7.41998622669851,5.01571428571429,70.22,0,0,0,15.6070204687534,10.6357142857143,148.9,0,0,0,0,37.46,524.44,0,-75.833,-1061.662
2009,"Outside Juncus","b",3.0427359001796,4.78571428571429,67,0,1,14,0,10,140,6108.79960087384,38336.8181818182,421705,8.00574093460986,6.90428571428571,96.66,8.58049654035947,5.40857142857143,75.72,0,0,0,15.1339935390352,12.3128571428571,172.38,0,0,0,0,37.46,524.44,0,-75.833,-1061.662
2010,"Inside Juncus","a",0.894427190999916,6.4,32,0,1,5,0,9,45,8966.41961431652,36616.8,183084,34.2060817691825,26.516,132.58,30.5476524466284,16.698,83.49,0,0,0,53.2351019535043,43.214,216.07,0,0,0,0,37.46,187.3,0,-75.833,-379.165
2010,"Inside Juncus","b",3.20936130717624,4.4,22,0,1,5,0,9,45,924.035605374598,40213.4,201067,35.8397373037248,39.092,195.46,48.1128894372392,33.706,168.53,0,0,0,79.8718202496976,72.798,363.99,0,0,0,0,37.46,187.3,0,-75.833,-379.165
2010,"Outside Juncus","a",2.34012616672488,5.85714285714286,41,0,1,7,0,10,70,7299.41206373434,37753.8571428571,264277,21.9438202603614,18.6014285714286,130.21,22.8379398203537,16.1357142857143,112.95,0,0,0,44.5701992046576,34.7371428571429,243.16,0,0,0,0,37.46,262.22,0,-75.833,-530.831
2010,"Outside Juncus","b",3.24037034920393,3.66666666666667,33,0,1,9,0,10,90,8649.1456819606,36176.5555555556,325589,15.4162882836448,13.1377777777778,118.24,15.2229517870586,10.7611111111111,96.85,0,0,0,29.9683263815501,23.9011111111111,215.11,0,0,0,0,37.46,337.14,0,-75.833,-682.497
2013,"Inside Juncus","a",2.96808419852332,5.14285714285714,36,0,1,7,0,9,63,1026.93958764217,40101.25,160405,33.8389123713542,22.1071428571429,154.75,16.5881488102917,10.6814285714286,74.77,0,0,0,29.4831304469587,32.7885714285714,229.52,0,0,0,0,37.46,262.22,0,-75.833,-530.831
2013,"Inside Juncus","b",2.96808419852332,5.14285714285714,36,0,1,7,0,9,63,1014.5,39745.25,158981,35.4534045648383,28.8742857142857,202.12,20.528405059471,16.2514285714286,113.76,0,0,0,24.1546350673757,45.1257142857143,315.88,0,0,0,0,37.46,262.22,0,-75.833,-530.831
2013,"Outside Juncus","a",2.82199155980955,5.18181818181818,57,0,1,11,0,10,110,1944.44202426153,39713.25,317706,10.2305103400652,6.08272727272727,66.91,9.89544275273862,4.54545454545454,50,0,0,0,11.9061268414055,10.6281818181818,116.91,0,0,0,0,37.46,412.06,0,-75.833,-834.163
2013,"Outside Juncus","b",2.76457178290909,5.25,42,0,1,8,0,10,80,2235.66359276167,39185.2,195926,17.4790445452343,15.02375,120.19,11.0984191280946,6.8425,54.74,0,0,0,13.9183495917132,21.86625,174.93,0,0,0,0,37.46,299.68,0,-75.833,-606.664
