#,"Christian, R.R. 2009. End of Year Biomass for the 2nd UPC Inundation"
#,"Experiment  in Upper Phillips Creek marsh 1999-2010. Virginia Coast Reserve"
#,"Long-Term Ecological Research Project Data Publication knb-lter-vcr.169.24"
#,"(DOI: 10.6073/pasta/d4d1465334c1de8c108b0d3eae6fdccc)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-vcr.169.24
#,
#,For additional information about the data contact: Robert Christian
#,(christianr@ecu.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014, DEB-1237733 and DEB-1832221. VCR/LTER:
#,http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
EOYBYear,collectDate,sortDate,marshName,marshAbbrev,siteName,monitoringPurpose,marshRegion,isExperiment,transect,locationID,locationName,replicate,speciesName,ITISID,liveMass,deadMass,unknownMass,totalMass,sampleComment,latitude,longitude
1998, , ,"Upper Phillips Creek  InundExp2, Site 2, Intact Turf",UPE2,UPM,InundExp2,2,1,2,8,(C)Control Plot,a,Spartina patens,41271,23.57,27.86,0,51.43, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 2, Intact Turf",UPE2,UPM,InundExp2,2,1,2,8,(C)Control Plot,b,Distichlis spicata,40662,6.32,9.71,0,16.03, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 2, Intact Turf",UPE2,UPM,InundExp2,2,1,2,8,(C)Control Plot,b,Spartina patens,41271,9.09,62.98,0,72.07, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 2, Intact Turf",UPE2,UPM,InundExp2,2,1,2,8,(C)Control Plot,c,Distichlis spicata,40662,9.94,8.38,0,18.32, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 2, Intact Turf",UPE2,UPM,InundExp2,2,1,2,8,(C)Control Plot,c,Spartina patens,41271,15.13,52.27,0,67.4, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,1,8,(C)Control Plot,a,Distichlis spicata,40662,31.32,30.92,0,62.24, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,1,8,(C)Control Plot,a,Spartina patens,41271,40.11,14.05,0,54.16, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,1,8,(C)Control Plot,b,Distichlis spicata,40662,28.33,23.76,0,52.09, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,1,8,(C)Control Plot,b,Spartina patens,41271,17.77,20.92,0,38.69, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,1,8,(C)Control Plot,c,Distichlis spicata,40662,17.98,39.67,0,57.65, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,1,8,(C)Control Plot,c,Spartina patens,41271,23.81,29.93,0,53.74, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,2,8,(C)Control Plot,a,Distichlis spicata,40662,34.89,54.49,0,89.38, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,2,8,(C)Control Plot,a,Spartina patens,41271,40.03,22.77,0,62.8, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,2,8,(C)Control Plot,b,Distichlis spicata,40662,39.33,36.49,0,75.82, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,2,8,(C)Control Plot,b,Spartina patens,41271,7.32,13.92,0,21.24, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,3,8,(C)Control Plot,a,Distichlis spicata,40662,35.17,32.96,0,68.13, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,3,8,(C)Control Plot,a,Spartina patens,41271,14.41,2.4,0,16.81, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,3,8,(C)Control Plot,b,Distichlis spicata,40662,33.67,42.17,0,75.84, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,3,8,(C)Control Plot,b,Spartina patens,41271,18.72,22.85,0,41.57, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,3,8,(C)Control Plot,c,Distichlis spicata,40662,.61,.79,0,1.4, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,3,8,(C)Control Plot,c,Spartina patens,41271,14.63,23.57,0,38.2, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,4,8,(C)Control Plot,a,Distichlis spicata,40662,14.86,16.56,0,31.42, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,4,8,(C)Control Plot,a,Spartina patens,41271,113.65,41.35,0,155, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,4,8,(C)Control Plot,b,Distichlis spicata,40662,25.03,42.66,0,67.69, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,4,8,(C)Control Plot,b,Spartina patens,41271,25.6,5.61,0,31.21, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,4,8,(C)Control Plot,c,Distichlis spicata,40662,21.77,16.55,0,38.32, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 3, Hum./Hollow",UPE3,UPM,InundExp2,3,1,4,8,(C)Control Plot,c,Spartina patens,41271,26.68,21.49,0,48.17, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,6,(B)Border Control,a,Distichlis spicata,40662,13.76,34.37,0,48.13, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,6,(B)Border Control,a,Spartina patens,41271,17.66,43.39,0,61.05, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,6,(B)Border Control,b,Distichlis spicata,40662,5.78,16.08,0,21.86, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,6,(B)Border Control,b,Spartina patens,41271,27.96,44.8,0,72.76, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,6,(B)Border Control,c,Distichlis spicata,40662,17.34,28.61,0,45.95, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,6,(B)Border Control,c,Spartina patens,41271,37.54,77.47,0,115.01, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,7,(P)Pumped Plot,a,Distichlis spicata,40662,9.5,12.72,0,22.22, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,7,(P)Pumped Plot,a,Spartina patens,41271,18.38,45.54,0,63.92, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,7,(P)Pumped Plot,b,Distichlis spicata,40662,5.43,6.33,0,11.76, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,7,(P)Pumped Plot,b,Spartina patens,41271,18.22,40.67,0,58.89, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,7,(P)Pumped Plot,c,Distichlis spicata,40662,5.96,10.56,0,16.52, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,7,(P)Pumped Plot,c,Spartina patens,41271,31.9,25.07,0,56.97, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,8,(C)Control Plot,a,Distichlis spicata,40662,8.09,12.21,0,20.3, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,8,(C)Control Plot,a,Spartina patens,41271,20.56,51.78,0,72.34, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,8,(C)Control Plot,b,Distichlis spicata,40662,8.3,19.16,0,27.46, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,8,(C)Control Plot,b,Spartina patens,41271,43.68,56.86,0,100.54, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,8,(C)Control Plot,c,Distichlis spicata,40662,7.32,18.03,0,25.35, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,1,8,(C)Control Plot,c,Spartina patens,41271,30.85,36.39,0,67.24, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,6,(B)Border Control,a,Distichlis spicata,40662,13.55,9.85,0,23.4, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,6,(B)Border Control,a,Spartina patens,41271,36.02,25.71,0,61.73, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,6,(B)Border Control,b,Distichlis spicata,40662,7.86,20.54,0,28.4, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,6,(B)Border Control,b,Spartina patens,41271,15.28,94.99,0,110.27, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,6,(B)Border Control,c,Distichlis spicata,40662,7.97,12.02,0,19.99, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,6,(B)Border Control,c,Spartina patens,41271,28.6,28.29,0,56.89, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,7,(P)Pumped Plot,a,Distichlis spicata,40662,11.27,14.91,0,26.18, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,7,(P)Pumped Plot,a,Spartina patens,41271,16.12,43.31,0,59.43, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,7,(P)Pumped Plot,b,Distichlis spicata,40662,3.847,4.2,0,8.047, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,7,(P)Pumped Plot,b,Spartina patens,41271,22.48,45.74,0,68.22, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,7,(P)Pumped Plot,c,Distichlis spicata,40662,11.52,8.14,0,19.66, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,7,(P)Pumped Plot,c,Spartina patens,41271,31.42,68.12,0,99.54, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,8,(C)Control Plot,a,Distichlis spicata,40662,12.35,23.94,0,36.29, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,8,(C)Control Plot,a,Spartina patens,41271,57.98,62.1,0,120.08, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,8,(C)Control Plot,b,Distichlis spicata,40662,14.14,29.05,0,43.19, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,8,(C)Control Plot,b,Spartina patens,41271,49.36,38.38,0,87.74, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,8,(C)Control Plot,c,Distichlis spicata,40662,7.58,13.02,0,20.6, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 4, Intact Turf",UPE4,UPM,InundExp2,4,1,2,8,(C)Control Plot,c,Spartina patens,41271,47.35,37.15,0,84.5, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,6,(B)Border Control,a,Distichlis spicata,40662,32.15,33.62,0,65.77, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,6,(B)Border Control,a,Spartina patens,41271,.12,.56,0,.68, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,6,(B)Border Control,b,Distichlis spicata,40662,27.59,40.93,0,68.52, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,6,(B)Border Control,b,Spartina patens,41271,2.88,5.2,0,8.08, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,6,(B)Border Control,c,Distichlis spicata,40662,28.84,15.08,0,43.92, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,6,(B)Border Control,c,Spartina patens,41271,4.67,2.11,0,6.78, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,7,(P)Pumped Plot,a,Distichlis spicata,40662,28.97,56.79,0,85.76, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,7,(P)Pumped Plot,a,Spartina patens,41271,12.4,11.42,0,23.82, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,7,(P)Pumped Plot,b,Distichlis spicata,40662,22.57,30.24,0,52.81, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,7,(P)Pumped Plot,c,Distichlis spicata,40662,26.65,14.69,0,41.34, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,7,(P)Pumped Plot,c,Spartina patens,41271,18.87,14.08,0,32.95, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,8,(C)Control Plot,a,Distichlis spicata,40662,4.4,8.63,0,13.03, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,8,(C)Control Plot,b,Distichlis spicata,40662,16.28,29.98,0,46.26, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,8,(C)Control Plot,b,Spartina patens,41271,16.46,22.94,0,39.4, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,8,(C)Control Plot,c,Distichlis spicata,40662,16.3,30.51,0,46.81, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,1,8,(C)Control Plot,c,Spartina patens,41271,11.72,12.95,0,24.67, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,6,(B)Border Control,a,Distichlis spicata,40662,12.34,17.91,0,30.25, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,6,(B)Border Control,a,Spartina patens,41271,21.79,11.57,0,33.36, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,6,(B)Border Control,b,Distichlis spicata,40662,4.05,2.51,0,6.56, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,6,(B)Border Control,b,Spartina patens,41271,.11,.1,0,.21, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,6,(B)Border Control,c,Distichlis spicata,40662,6.11,9.09,0,15.2, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,7,(P)Pumped Plot,a,Distichlis spicata,40662,30.92,19.45,0,50.37, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,7,(P)Pumped Plot,a,Spartina patens,41271,4.07,0,0,4.07, ,37.46,-75.833
1998, , ,"Upper Phillips Creek  InundExp2, Site 5, Hum./Hollow",UPE5,UPM,InundExp2,5,1,2,7,(P)Pumped Plot,b,Distichlis spicata,40662,20.24,17.39,0,37.63, ,37.46,-75.833
