Survey Year,Year planted,Species_Full,SPCODE,SR,Block,Plot,ID,Row,Col,Position ID,Height.cm,Diameter.mm,DBH.mm,Dead,Reproducing,Reproduction Count,Notes on survey
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1253,5,E,1253,29.5,2,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1254,5,F,1254,31,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1255,5,G,1255,24,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1256,5,H,1256,31.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1257,6,A,1257,34.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1258,6,B,1258,35,3,,No,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1259,6,C,1259,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1260,6,D,1260,41,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1261,6,E,1261,35,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1262,6,F,1262,40.5,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1263,6,G,1263,51,3.5,,No,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1264,6,H,1264,39,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1265,7,A,1265,31,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1266,7,B,1266,39,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1267,7,C,1267,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1268,7,D,1268,33,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1269,7,E,1269,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1270,7,F,1270,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1271,7,G,1271,40,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1272,7,H,1272,38.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1273,8,A,1273,35,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1274,8,B,1274,33.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1275,8,C,1275,31,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1276,8,D,1276,29.5,2,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1277,8,E,1277,41,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1278,8,F,1278,37.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1279,8,G,1279,37.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,1,20,ACNE-2013-1280,8,H,1280,32,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-130,1,B,130,35.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-131,1,C,131,48.5,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-136,1,H,136,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-139,2,C,139,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-142,2,F,142,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-144,2,H,144,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1474,1,B,1474,34,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1475,1,C,1475,33,2,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-148,3,D,148,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1480,1,H,1480,42.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1483,2,C,1483,33.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1484,2,D,1484,33,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1486,2,F,1486,39,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1489,3,A,1489,41.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1491,3,C,1491,40,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1492,3,D,1492,36,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1493,3,E,1493,34,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1494,3,F,1494,32,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1495,3,G,1495,45.5,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1496,3,H,1496,29,2,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1498,4,B,1498,46,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-150,3,F,150,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1500,4,D,1500,35.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1502,4,F,1502,36,3,,No,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1503,4,G,1503,30.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1504,4,H,1504,37,4,,No,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1505,5,A,1505,35.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1510,5,F,1510,41.5,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1512,5,H,1512,38,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1513,6,A,1513,46,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1514,6,B,1514,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1518,6,F,1518,32,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1519,6,G,1519,37,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-152,3,H,152,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1522,7,B,1522,36,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1523,7,C,1523,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1527,7,G,1527,35.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1529,8,A,1529,33.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1530,8,B,1530,35,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1531,8,C,1531,36.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,24,ACNE-2013-1535,8,G,1535,37,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-155,4,C,155,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-162,5,B,162,41,5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-166,5,F,166,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-167,5,G,167,38,6,,No,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-168,5,H,168,34.5,3.5,,No,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-171,6,C,171,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,1,3,ACNE-2013-174,6,F,174,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,1,41,ACNE-2013-2581,3,E,2581,39,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,1,41,ACNE-2013-2585,4,A,2585,40,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,1,41,ACNE-2013-2602,6,B,2602,31.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,1,41,ACNE-2013-2622,8,F,2622,31,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,1,41,ACNE-2013-2623,8,G,2623,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,50,ACNE-2013-3017,2,A,3017,32,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,50,ACNE-2013-3019,2,C,3019,54.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,50,ACNE-2013-3028,3,D,3028,35,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,50,ACNE-2013-3044,5,D,3044,34,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,50,ACNE-2013-3053,6,E,3053,50,5.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,65,ACNE-2013-3983,2,G,3983,31.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,65,ACNE-2013-3986,3,B,3986,45,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,65,ACNE-2013-3987,3,C,3987,53,5.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,65,ACNE-2013-3999,4,G,3999,53.5,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,12,2,65,ACNE-2013-4015,6,G,4015,43.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4225,1,A,4225,40,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4226,1,B,4226,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4228,1,D,4228,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4231,1,G,4231,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4232,1,H,4232,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4233,2,A,4233,39.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4234,2,B,4234,33,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4238,2,F,4238,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4239,2,G,4239,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4240,2,H,4240,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4242,3,B,4242,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4243,3,C,4243,32,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4247,3,G,4247,13.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4250,4,B,4250,17,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4254,4,F,4254,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4255,4,G,4255,52.5,5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4256,4,H,4256,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4258,5,B,4258,38,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4259,5,C,4259,26,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4261,5,E,4261,40,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4262,5,F,4262,37.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4263,5,G,4263,32,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4264,5,H,4264,40,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4268,6,D,4268,28,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4270,6,F,4270,34,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4272,6,H,4272,31,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4275,7,C,4275,31,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4277,7,E,4277,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4281,8,A,4281,28,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4283,8,C,4283,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4284,8,D,4284,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,69,ACNE-2013-4288,8,H,4288,33.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4289,1,A,4289,39.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4290,1,B,4290,34.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4291,1,C,4291,31,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4292,1,D,4292,34.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4293,1,E,4293,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4294,1,F,4294,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4295,1,G,4295,25,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4296,1,H,4296,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4297,2,A,4297,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4298,2,B,4298,32,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4299,2,C,4299,44.5,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4300,2,D,4300,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4301,2,E,4301,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4302,2,F,4302,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4303,2,G,4303,41.5,6,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4304,2,H,4304,31,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4305,3,A,4305,32,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4306,3,B,4306,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4307,3,C,4307,33,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4308,3,D,4308,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4309,3,E,4309,39.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4310,3,F,4310,32.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4311,3,G,4311,37.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4312,3,H,4312,36.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4313,4,A,4313,43,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4314,4,B,4314,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4315,4,C,4315,34.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4316,4,D,4316,45,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4317,4,E,4317,28.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4318,4,F,4318,40,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4319,4,G,4319,35,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4320,4,H,4320,32.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4321,5,A,4321,30.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4322,5,B,4322,34.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4323,5,C,4323,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4324,5,D,4324,41.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4325,5,E,4325,38.5,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4326,5,F,4326,34.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4327,5,G,4327,26,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4328,5,H,4328,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4329,6,A,4329,31.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4330,6,B,4330,32,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4331,6,C,4331,37,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4332,6,D,4332,37,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4333,6,E,4333,43,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4334,6,F,4334,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4335,6,G,4335,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4336,6,H,4336,36.5,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4337,7,A,4337,33,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4338,7,B,4338,34,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4339,7,C,4339,37,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4340,7,D,4340,42.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4341,7,E,4341,35,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4342,7,F,4342,35.5,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4343,7,G,4343,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4344,7,H,4344,41,3.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4345,8,A,4345,38.5,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4346,8,B,4346,32,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4347,8,C,4347,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4348,8,D,4348,33,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4349,8,E,4349,55,4.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4350,8,F,4350,35,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4351,8,G,4351,34.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,1,2,70,ACNE-2013-4352,8,H,4352,35,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4482,1,B,4482,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4483,1,C,4483,32,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4484,1,D,4484,30,2,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4485,1,E,4485,32,3,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4486,1,F,4486,32,4,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4488,1,H,4488,,,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4492,2,D,4492,23,2,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4500,3,D,4500,30.5,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4501,3,E,4501,28,2.5,,Yes,,,
2013,2013,Acer_negundo,ACNE,2,2,73,ACNE-2013-4505,4,A,4505,,,,Yes,,,
