date,plot,subplot,treatment,shelter,fertilized,taxa,cover,note_cover
8/22/2016,04,A,control,none,no,Panicum_praecocious,1,
8/22/2016,04,A,control,none,no,Quercus_macrocarpa,10,
8/22/2016,04,A,control,none,no,Ranunculus_rhomboideus,4,
8/22/2016,04,A,control,none,no,Sorghastrum_nutans,40,
8/22/2016,05,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,5,
8/22/2016,05,A,control_infra,infrastructure_control,no,Andropogon_gerardi,3,
8/22/2016,05,A,control_infra,infrastructure_control,no,Artemisia_ludoviciana,2,
8/22/2016,05,A,control_infra,infrastructure_control,no,Carex_sp.,1,
8/22/2016,05,A,control_infra,infrastructure_control,no,Erigeron_strigosus,6,
8/22/2016,05,A,control_infra,infrastructure_control,no,Lathyrus_venosus,4,
8/22/2016,05,A,control_infra,infrastructure_control,no,Lithospermum_canescens,3,
8/22/2016,05,A,control_infra,infrastructure_control,no,Muhlenbergia_racemosa,18,
8/22/2016,05,A,control_infra,infrastructure_control,no,Panicum_perlongum,1,
8/22/2016,05,A,control_infra,infrastructure_control,no,Panicum_praecocious,2,
8/22/2016,05,A,control_infra,infrastructure_control,no,Poa_pratensis,4,
8/22/2016,05,A,control_infra,infrastructure_control,no,Rosa_arkansana,1,
8/22/2016,05,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,5,
8/22/2016,05,A,control_infra,infrastructure_control,no,Stipa_spartea,4,
8/22/2016,05,A,control_infra,infrastructure_control,no,Viola_pedatifida,2,
8/22/2016,06,A,drought_NPK,drought,yes,Amorpha_canescens,5,
8/22/2016,06,A,drought_NPK,drought,yes,Andropogon_gerardi,12,
8/22/2016,06,A,drought_NPK,drought,yes,Euthamia_graminifolia,20,
8/22/2016,06,A,drought_NPK,drought,yes,Lathyrus_venosus,8,
8/22/2016,06,A,drought_NPK,drought,yes,Lithospermum_canescens,3,
8/22/2016,06,A,drought_NPK,drought,yes,Panicum_perlongum,2,
8/22/2016,06,A,drought_NPK,drought,yes,Panicum_praecocious,3,
8/22/2016,06,A,drought_NPK,drought,yes,Poa_pratensis,3,
8/22/2016,06,A,drought_NPK,drought,yes,Schizachyrium_scoparium,15,
8/22/2016,06,A,drought_NPK,drought,yes,Sorghastrum_nutans,30,
8/22/2016,06,A,drought_NPK,drought,yes,Sorghastrum_nutans,8,
8/22/2016,06,A,drought_NPK,drought,yes,Stipa_spartea,8,
8/22/2016,06,A,drought_NPK,drought,yes,Viola_pedatifida,6,
8/22/2016,07,A,drought,drought,no,Amorpha_canescens,8,
8/22/2016,07,A,drought,drought,no,Andropogon_gerardi,20,
8/22/2016,07,A,drought,drought,no,Coreopsis_palmata,4,
8/22/2016,07,A,drought,drought,no,Erigeron_strigosus,1,
8/22/2016,07,A,drought,drought,no,Lathyrus_venosus,2,
8/22/2016,07,A,drought,drought,no,Lithospermum_caroliniense,2,
8/22/2016,07,A,drought,drought,no,Panicum_oligosanthes,2,
8/22/2016,07,A,drought,drought,no,Poa_pratensis,6,
8/22/2016,07,A,drought,drought,no,Quercus_ellipsoidalis,35,
8/22/2016,07,A,drought,drought,no,Schizachyrium_scoparium,9,
8/22/2016,07,A,drought,drought,no,Sisyrinchium_campestre,1,
8/22/2016,07,A,drought,drought,no,Solidago_graminifolia,8,
8/22/2016,07,A,drought,drought,no,Sorghastrum_nutans,3,
8/22/2016,07,A,drought,drought,no,Sporobolus_cryptandrus,12,
8/22/2016,07,A,drought,drought,no,Stipa_spartea,4,
8/22/2016,08,A,control_NPK,none,yes,Amorpha_canescens,7,
8/22/2016,08,A,control_NPK,none,yes,Andropogon_gerardi,12,
8/22/2016,08,A,control_NPK,none,yes,Artemisia_ludoviciana,4,
8/22/2016,08,A,control_NPK,none,yes,Comandra_richardsiana,3,
8/22/2016,08,A,control_NPK,none,yes,Coreopsis_palmata,9,
8/22/2016,08,A,control_NPK,none,yes,Lathyrus_venosus,4,
8/22/2016,08,A,control_NPK,none,yes,Panicum_perlongum,2,
8/22/2016,08,A,control_NPK,none,yes,Panicum_praecocious,2,
8/22/2016,08,A,control_NPK,none,yes,Poa_pratensis,7,
8/22/2016,08,A,control_NPK,none,yes,Schizachyrium_scoparium,28,
8/22/2016,08,A,control_NPK,none,yes,Solidago_graminifolia,9,
8/22/2016,08,A,control_NPK,none,yes,Stipa_spartea,4,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Ambrosia_coronopifolia,4,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Andropogon_gerardi,18,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Artemisia_ludoviciana,1,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Lathyrus_venosus,3,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Muhlenbergia_racemosa,2,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Panicum_perlongum,7,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Poa_pratensis,6,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Rhus_radicans,12,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,34,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Solidago_graminifolia,3,
8/22/2016,09,A,control_infra_NPK,infrastructure_control,yes,Sorghastrum_nutans,6,
8/22/2016,10,A,drought_NPK,drought,yes,Amorpha_canescens,13,
8/22/2016,10,A,drought_NPK,drought,yes,Andropogon_gerardi,5,
8/22/2016,10,A,drought_NPK,drought,yes,Artemisia_ludoviciana,2,
8/22/2016,10,A,drought_NPK,drought,yes,Comandra_richardsiana,6,
8/22/2016,10,A,drought_NPK,drought,yes,Eragrostis_spectabilis,3,
8/22/2016,10,A,drought_NPK,drought,yes,Lathyrus_venosus,11,
8/22/2016,10,A,drought_NPK,drought,yes,Panicum_oligosanthes,2,
8/22/2016,10,A,drought_NPK,drought,yes,Poa_pratensis,7,
8/22/2016,10,A,drought_NPK,drought,yes,Schizachyrium_scoparium,16,
8/22/2016,10,A,drought_NPK,drought,yes,Solidago_graminifolia,12,
8/22/2016,10,A,drought_NPK,drought,yes,Sorghastrum_nutans,8,
8/22/2016,10,A,drought_NPK,drought,yes,Stipa_spartea,8,
8/22/2016,11,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,4,
8/22/2016,11,A,control_infra,infrastructure_control,no,Amorpha_canescens,12,
8/22/2016,11,A,control_infra,infrastructure_control,no,Andropogon_gerardi,8,
8/22/2016,11,A,control_infra,infrastructure_control,no,Carex_sp.,2,
8/22/2016,11,A,control_infra,infrastructure_control,no,Lathyrus_venosus,8,
8/22/2016,11,A,control_infra,infrastructure_control,no,Lithospermum_caroliniense,7,
8/22/2016,11,A,control_infra,infrastructure_control,no,Panicum_oligosanthes,2,
8/22/2016,11,A,control_infra,infrastructure_control,no,Poa_pratensis,7,
8/22/2016,11,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,7,
8/22/2016,11,A,control_infra,infrastructure_control,no,Solidago_graminifolia,4,
8/22/2016,11,A,control_infra,infrastructure_control,no,Solidago_missouriensis,12,
8/22/2016,11,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,14,
8/22/2016,11,A,control_infra,infrastructure_control,no,Stipa_spartea,6,
8/22/2016,12,A,control,none,no,Andropogon_gerardi,9,
8/22/2016,12,A,control,none,no,Artemisia_ludoviciana,2,
8/22/2016,12,A,control,none,no,Bouteloua_curtipendula,2,
8/22/2016,12,A,control,none,no,Lathyrus_venosus,4,
8/22/2016,12,A,control,none,no,Muhlenbergia_racemosa,4,
8/22/2016,12,A,control,none,no,Panicum_oligosanthes,2,
8/22/2016,12,A,control,none,no,Schizachyrium_scoparium,8,
8/22/2016,12,A,control,none,no,Solidago_graminifolia,7,
8/22/2016,12,A,control,none,no,Solidago_missouriensis,18,
8/22/2016,12,A,control,none,no,Sorghastrum_nutans,33,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Ambrosia_coronopifolia,9,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Andropogon_gerardi,20,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Artemisia_ludoviciana,1,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Carex_sp.,7,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Coreopsis_palmata,3,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Galium_boreale,35,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Lathyrus_venosus,8,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Panicum_praecocious,2,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Poa_pratensis,4,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Polygonatum_biflorum,2,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,5,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Solidago_graminifolia,4,
8/22/2016,13,A,control_infra_NPK,infrastructure_control,yes,Stipa_spartea,2,
8/23/2016,14,A,drought_NPK,drought,yes,Andropogon_gerardi,12,
8/23/2016,14,A,drought_NPK,drought,yes,Artemisia_ludoviciana,2,
8/23/2016,14,A,drought_NPK,drought,yes,Aster_azureus,2,
8/23/2016,14,A,drought_NPK,drought,yes,Comandra_richardsiana,3,
8/23/2016,14,A,drought_NPK,drought,yes,Coreopsis_palmata,18,
8/23/2016,14,A,drought_NPK,drought,yes,Helianthemum_bicknellii,3,
8/23/2016,14,A,drought_NPK,drought,yes,Lathyrus_venosus,6,
8/23/2016,14,A,drought_NPK,drought,yes,Panicum_praecocious,2,
8/23/2016,14,A,drought_NPK,drought,yes,Poa_pratensis,4,
8/23/2016,14,A,drought_NPK,drought,yes,Schizachyrium_scoparium,8,
8/23/2016,14,A,drought_NPK,drought,yes,Solidago_graminifolia,8,
8/23/2016,14,A,drought_NPK,drought,yes,Sorghastrum_nutans,30,
8/23/2016,14,A,drought_NPK,drought,yes,Stipa_spartea,2,
8/23/2016,14,A,drought_NPK,drought,yes,Viola_pedatifida,1,
8/23/2016,15,A,drought,drought,no,Ambrosia_coronopifolia,7,
8/23/2016,15,A,drought,drought,no,Andropogon_gerardi,6,
8/23/2016,15,A,drought,drought,no,Coreopsis_palmata,9,
8/23/2016,15,A,drought,drought,no,Eragrostis_spectabilis,2,
8/23/2016,15,A,drought,drought,no,Lathyrus_venosus,3,
8/23/2016,15,A,drought,drought,no,Lithospermum_caroliniense,5,
8/23/2016,15,A,drought,drought,no,Poa_pratensis,4,
8/23/2016,15,A,drought,drought,no,Quercus_ellipsoidalis,25,
8/23/2016,15,A,drought,drought,no,Schizachyrium_scoparium,18,
8/23/2016,15,A,drought,drought,no,Solidago_graminifolia,8,
8/23/2016,15,A,drought,drought,no,Sorghastrum_nutans,12,
8/23/2016,16,A,control_NPK,none,yes,Andropogon_gerardi,10,
8/23/2016,16,A,control_NPK,none,yes,Artemisia_ludoviciana,4,
8/23/2016,16,A,control_NPK,none,yes,Aster_azureus,14,
8/23/2016,16,A,control_NPK,none,yes,Bouteloua_hirsuta,3,
8/23/2016,16,A,control_NPK,none,yes,Carex_sp.,1,
8/23/2016,16,A,control_NPK,none,yes,Comandra_richardsiana,2,
8/23/2016,16,A,control_NPK,none,yes,Lathyrus_venosus,5,
8/23/2016,16,A,control_NPK,none,yes,Panicum_praecocious,4,
8/23/2016,16,A,control_NPK,none,yes,Poa_pratensis,6,
8/23/2016,16,A,control_NPK,none,yes,Schizachyrium_scoparium,17,
8/23/2016,16,A,control_NPK,none,yes,Solidago_graminifolia,4,
8/23/2016,16,A,control_NPK,none,yes,Sorghastrum_nutans,20,
8/23/2016,17,A,control,none,no,Amorpha_canescens,9,
8/23/2016,17,A,control,none,no,Andropogon_gerardi,6,
8/23/2016,17,A,control,none,no,Artemisia_ludoviciana,1,
8/23/2016,17,A,control,none,no,Aster_azureus,14,
8/23/2016,17,A,control,none,no,Comandra_richardsiana,2,
8/23/2016,17,A,control,none,no,Lathyrus_venosus,4,
8/23/2016,17,A,control,none,no,Lithospermum_caroliniense,5,
8/23/2016,17,A,control,none,no,Muhlenbergia_racemosa,1,
8/23/2016,17,A,control,none,no,Poa_pratensis,3,
8/23/2016,17,A,control,none,no,Polygonatum_biflorum,2,
8/23/2016,17,A,control,none,no,Schizachyrium_scoparium,17,
8/23/2016,17,A,control,none,no,Solidago_graminifolia,8,
8/23/2016,17,A,control,none,no,Sorghastrum_nutans,28,
8/23/2016,17,A,control,none,no,Stipa_spartea,1,
8/23/2016,17,A,control,none,no,Viola_pedatifida,2,
8/23/2016,18,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,4,
8/23/2016,18,A,control_infra,infrastructure_control,no,Amphicarpa_bracteata,3,
8/23/2016,18,A,control_infra,infrastructure_control,no,Andropogon_gerardi,6,
8/23/2016,18,A,control_infra,infrastructure_control,no,Artemisia_ludoviciana,2,
8/23/2016,18,A,control_infra,infrastructure_control,no,Aster_azureus,8,
8/23/2016,18,A,control_infra,infrastructure_control,no,Comandra_richardsiana,1,
8/23/2016,18,A,control_infra,infrastructure_control,no,Lathyrus_venosus,4,
8/23/2016,18,A,control_infra,infrastructure_control,no,Muhlenbergia_racemosa,2,
8/23/2016,18,A,control_infra,infrastructure_control,no,Phlox_pilosa,2,
8/23/2016,18,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,35,
8/23/2016,18,A,control_infra,infrastructure_control,no,Solidago_graminifolia,6,
8/23/2016,18,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,13,
8/23/2016,18,A,control_infra,infrastructure_control,no,Viola_pedatifida,1,
8/23/2016,19,A,control_NPK,none,yes,Amorpha_canescens,4,
8/23/2016,19,A,control_NPK,none,yes,Andropogon_gerardi,5,
8/23/2016,19,A,control_NPK,none,yes,Artemisia_ludoviciana,2,
8/23/2016,19,A,control_NPK,none,yes,Aster_azureus,6,
8/23/2016,19,A,control_NPK,none,yes,Coreopsis_palmata,28,
8/23/2016,19,A,control_NPK,none,yes,Lathyrus_venosus,8,
8/23/2016,19,A,control_NPK,none,yes,Lithospermum_canescens,2,
8/23/2016,19,A,control_NPK,none,yes,Panicum_praecocious,2,
8/23/2016,19,A,control_NPK,none,yes,Poa_pratensis,5,
8/23/2016,19,A,control_NPK,none,yes,Sorghastrum_nutans,18,
8/23/2016,19,A,control_NPK,none,yes,Viola_pedatifida,1,
8/23/2016,20,A,drought_NPK,drought,yes,Andropogon_gerardi,6,
8/23/2016,20,A,drought_NPK,drought,yes,Aster_azureus,3,
8/23/2016,20,A,drought_NPK,drought,yes,Comandra_richardsiana,1,
8/23/2016,20,A,drought_NPK,drought,yes,Coreopsis_palmata,3,
8/23/2016,20,A,drought_NPK,drought,yes,Lathyrus_venosus,3,
8/23/2016,20,A,drought_NPK,drought,yes,Lespedeza_capitata,2,
8/23/2016,20,A,drought_NPK,drought,yes,Lithospermum_caroliniense,5,
8/23/2016,20,A,drought_NPK,drought,yes,Panicum_oligosanthes,2,
8/23/2016,20,A,drought_NPK,drought,yes,Poa_pratensis,6,
8/23/2016,20,A,drought_NPK,drought,yes,Schizachyrium_scoparium,16,
8/23/2016,20,A,drought_NPK,drought,yes,Sorghastrum_nutans,27,
8/23/2016,20,A,drought_NPK,drought,yes,Stipa_spartea,10,
8/23/2016,20,A,drought_NPK,drought,yes,Viola_pedatifida,1,
8/23/2016,21,A,drought,drought,no,Ambrosia_coronopifolia,12,
8/23/2016,21,A,drought,drought,no,Amorpha_canescens,12,
8/23/2016,21,A,drought,drought,no,Andropogon_gerardi,8,
8/23/2016,21,A,drought,drought,no,Anemone_cylindrica,2,
8/23/2016,21,A,drought,drought,no,Artemisia_ludoviciana,5,
8/23/2016,21,A,drought,drought,no,Aster_azureus,2,
8/23/2016,21,A,drought,drought,no,Comandra_richardsiana,2,
8/23/2016,21,A,drought,drought,no,Lathyrus_venosus,6,
8/23/2016,21,A,drought,drought,no,Lithospermum_caroliniense,5,
8/23/2016,21,A,drought,drought,no,Panicum_oligosanthes,2,
8/23/2016,21,A,drought,drought,no,Panicum_praecocious,2,
8/23/2016,21,A,drought,drought,no,Poa_pratensis,4,
8/23/2016,21,A,drought,drought,no,Schizachyrium_scoparium,30,
8/23/2016,21,A,drought,drought,no,Solidago_graminifolia,9,
8/23/2016,21,A,drought,drought,no,Sorghastrum_nutans,10,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Ambrosia_coronopifolia,8,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Amorpha_canescens,6,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Andropogon_gerardi,14,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Aster_azureus,2,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Coreopsis_palmata,3,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Erigeron_strigosus,2,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Fragaria_virginiana,4,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Lathyrus_venosus,4,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Panicum_oligosanthes,5,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Phlox_pilosa,1,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Poa_pratensis,7,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Ranunculus_rhomboideus,3,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Rhus_radicans,2,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,21,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Solidago_graminifolia,3,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Sorghastrum_nutans,17,
8/23/2016,22,A,control_infra_NPK,infrastructure_control,yes,Viola_pedatifida,3,
8/23/2016,23,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,9,
8/23/2016,23,A,control_infra,infrastructure_control,no,Andropogon_gerardi,7,
8/23/2016,23,A,control_infra,infrastructure_control,no,Aster_azureus,3,
8/23/2016,23,A,control_infra,infrastructure_control,no,Comandra_richardsiana,2,
8/23/2016,23,A,control_infra,infrastructure_control,no,Lathyrus_venosus,5,
8/23/2016,23,A,control_infra,infrastructure_control,no,Muhlenbergia_racemosa,1,
8/23/2016,23,A,control_infra,infrastructure_control,no,Panicum_oligosanthes,2,
8/23/2016,23,A,control_infra,infrastructure_control,no,Poa_pratensis,8,
8/23/2016,23,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,25,
8/23/2016,23,A,control_infra,infrastructure_control,no,Solidago_graminifolia,6,
8/23/2016,23,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,20,
8/23/2016,24,A,control,none,no,Ambrosia_coronopifolia,5,
8/23/2016,24,A,control,none,no,Amorpha_canescens,11,
8/23/2016,24,A,control,none,no,Andropogon_gerardi,6,
8/23/2016,24,A,control,none,no,Artemisia_ludoviciana,1,
8/23/2016,24,A,control,none,no,Aster_azureus,4,
8/23/2016,24,A,control,none,no,Bouteloua_hirsuta,2,
8/23/2016,24,A,control,none,no,Comandra_richardsiana,1,
8/23/2016,24,A,control,none,no,Lathyrus_venosus,3,
8/23/2016,24,A,control,none,no,Lithospermum_caroliniense,8,
8/23/2016,24,A,control,none,no,Panicum_oligosanthes,2,
8/23/2016,24,A,control,none,no,Panicum_praecocious,8,
8/23/2016,24,A,control,none,no,Poa_pratensis,4,
8/23/2016,24,A,control,none,no,Schizachyrium_scoparium,2,
8/23/2016,24,A,control,none,no,Sisyrinchium_campestre,1,
8/23/2016,24,A,control,none,no,Sorghastrum_nutans,24,
8/23/2016,24,A,control,none,no,Viola_pedatifida,1,
8/23/2016,24,A,control,none,no,Viola_sp.,2,
8/23/2016,25,A,control,none,no,Ambrosia_coronopifolia,1,
8/23/2016,25,A,control,none,no,Amorpha_canescens,6,
8/23/2016,25,A,control,none,no,Andropogon_gerardi,12,
8/23/2016,25,A,control,none,no,Anemone_cylindrica,3,
8/23/2016,25,A,control,none,no,Carex_sp.,5,
8/23/2016,25,A,control,none,no,Comandra_richardsiana,2,
8/23/2016,25,A,control,none,no,Lathyrus_venosus,9,
8/23/2016,25,A,control,none,no,Lithospermum_caroliniense,2,
8/23/2016,25,A,control,none,no,Panicum_praecocious,3,
8/23/2016,25,A,control,none,no,Poa_pratensis,10,
8/23/2016,25,A,control,none,no,Solidago_graminifolia,4,
8/23/2016,25,A,control,none,no,Sorghastrum_nutans,24,
8/23/2016,25,A,control,none,no,Viola_pedatifida,3,
8/23/2016,26,A,drought_NPK,drought,yes,Andropogon_gerardi,4,
8/23/2016,26,A,drought_NPK,drought,yes,Bouteloua_hirsuta,2,
8/23/2016,26,A,drought_NPK,drought,yes,Carex_scoparia,2,
8/23/2016,26,A,drought_NPK,drought,yes,Comandra_richardsiana,3,
8/23/2016,26,A,drought_NPK,drought,yes,Eragrostis_spectabilis,5,
8/23/2016,26,A,drought_NPK,drought,yes,Liatris_aspera,3,
8/23/2016,26,A,drought_NPK,drought,yes,Muhlenbergia_racemosa,1,
8/23/2016,26,A,drought_NPK,drought,yes,Panicum_oligosanthes,3,
8/23/2016,26,A,drought_NPK,drought,yes,Panicum_praecocious,2,
8/23/2016,26,A,drought_NPK,drought,yes,Poa_pratensis,4,
8/23/2016,26,A,drought_NPK,drought,yes,Rosa_arkansana,3,
8/23/2016,26,A,drought_NPK,drought,yes,Schizachyrium_scoparium,19,
8/23/2016,26,A,drought_NPK,drought,yes,Sisyrinchium_campestre,2,
8/23/2016,26,A,drought_NPK,drought,yes,Solidago_graminifolia,14,
8/23/2016,26,A,drought_NPK,drought,yes,Sorghastrum_nutans,28,
8/23/2016,26,A,drought_NPK,drought,yes,Viola_pedatifida,4,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Amorpha_canescens,1,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Andropogon_gerardi,2,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Anemone_patens,2,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Artemisia_ludoviciana,4,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Aster_azureus,14,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Bouteloua_hirsuta,2,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Comandra_richardsiana,1,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Eragrostis_spectabilis,3,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Panicum_praecocious,2,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Poa_pratensis,6,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,23,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Scutellaria_galericulata,1,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Solidago_graminifolia,9,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Sorghastrum_nutans,26,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Stipa_spartea,2,
8/23/2016,27,A,control_infra_NPK,infrastructure_control,yes,Viola_pedatifida,1,
8/23/2016,28,A,drought,drought,no,Comandra_richardsiana,2,
8/23/2016,28,A,drought,drought,no,Eragrostis_spectabilis,2,
8/23/2016,28,A,drought,drought,no,Helianthemum_bicknellii,1,
8/23/2016,28,A,drought,drought,no,Lithospermum_caroliniense,4,
8/23/2016,28,A,drought,drought,no,Panicum_oligosanthes,2,
8/23/2016,28,A,drought,drought,no,Poa_pratensis,8,
8/23/2016,28,A,drought,drought,no,Rosa_arkansana,3,
8/23/2016,28,A,drought,drought,no,Schizachyrium_scoparium,19,
8/23/2016,28,A,drought,drought,no,Scutellaria_galericulata,1,
8/23/2016,28,A,drought,drought,no,Solidago_graminifolia,7,
8/23/2016,28,A,drought,drought,no,Sorghastrum_nutans,36,
8/23/2016,29,A,control_NPK,none,yes,Ambrosia_coronopifolia,5,
