START_DATE,BLOCK,PLOT,SEEDLINGPLOT,SECTION,TAG,SPECIES,HEIGHT,DIAMETER,LESSTHAN10CM,COMMENTS,DEAD__ALIVE_NOTFOUND,NEW,Plant life form
2003-06-05,A,1,1,3,31,PSYBRA,21,0.24,,,A,,S
2003-06-05,A,1,1,3,32,HIPVOL,30,0.28,,,A,,V
2003-06-05,A,1,1,3,33,PSYBRA,19,0.27,,,A,,S
2003-06-05,A,1,1,3,34,ROUSUR,27,0.3,,,A,,V
2003-06-05,A,1,1,3,35,SAUERE,20,0.1,,,A,,H
2003-06-05,A,1,1,3,36,HIPVOL,28,0.35,,,A,,V
2003-06-05,A,1,1,3,37,PSYBRA,30,0.28,,,A,,S
2003-06-05,A,1,1,3,38,SAUERE,28,0.1,,PRONE,A,,H
2003-06-05,A,1,1,3,39,ROUSUR,103,0.93,,,A,,V
2003-06-05,A,1,1,3,40,HOMRAC,64,1.1,,,A,,T
2003-06-05,A,1,1,3,41,HIPVOL,31,0.3,,,A,,V
2003-06-05,A,1,1,3,42,ROUSUR,49,0.44,,,A,,V
2003-06-05,A,1,1,3,43,PREMON,23,0.46,,,A,,T
2003-06-05,A,1,1,3,44,IXOFER,27,0.38,,,A,,T
2003-06-05,A,1,1,3,45,HETLAU,12,0.05,,,A,,V
2003-06-05,A,1,2,1,,MANBID,,,,,,,T
2003-06-05,A,1,2,1,,ORCHID,,,,,,,O
2003-06-05,A,1,2,1,,MATDOM,,,,,,,T
2003-06-05,A,1,2,1,,ICHPAL,,,,,,,G
2003-06-05,A,1,2,1,,DRYGLA,,,,,,,T
2003-06-05,A,1,2,1,1,PREMON,12,0.25,,,A,,T
2003-06-05,A,1,2,1,2,GUAGUI,10,0.14,,,A,,T
2003-06-05,A,1,2,1,3,ROUSUR,23.5,0.2,,,A,,V
2003-06-05,A,1,2,1,4,HIPVOL,10,0.1,,,A,,V
2003-06-05,A,1,2,1,5,GUAGUI,30,0.3,,,A,,T
2003-06-05,A,1,2,1,6,PREMON,10,0.25,,,A,,T
2003-06-05,A,1,2,1,7,HIPVOL,30,0.2,,,A,,V
2003-06-05,A,1,2,1,8,PREMON,11,0.14,,,A,,T
2003-06-05,A,1,2,1,9,SECVIR,29,0.2,,,A,,V
2003-06-05,A,1,2,1,10,HIPVOL,10,0.09,,,A,,V
2003-06-05,A,1,2,1,11,LEGSPP,11,0.11,,LEGUMEVINE,A,,V
2003-06-05,A,1,2,1,12,HIPVOL,11,0.1,,,A,,V
2003-06-05,A,1,2,1,13,GUAGUI,10.5,0.15,,,A,,T
2003-06-05,A,1,2,1,14,DRYGLA,10,0.15,,,A,,T
2003-06-05,A,1,2,1,15,ROUSUR,10,0.04,,,A,,V
2003-06-05,A,1,2,1,52,PREMON,12,0.27,,,A,,T
2003-06-05,A,1,2,1,53,DRYGLA,13,0.15,,,A,,T
2003-06-05,A,1,2,1,54,DRYGLA,10.5,0.18,,,A,,T
2003-06-05,A,1,2,1,55,SLOBER,19,0.21,,,A,,T
2003-06-05,A,1,2,1,56,SLOBER,19,0.22,,,A,,T
2003-06-05,A,1,2,1,57,DRYGLA,13,0.18,,,A,,T
2003-06-05,A,1,2,1,58,DRYGLA,12,0.2,,,A,,T
2003-06-05,A,1,2,1,59,HETLAU,27,0.28,,,A,,V
2003-06-05,A,1,2,1,60,ROUSUR,11.5,0.1,,,A,,V
2003-06-05,A,1,2,1,61,PREMON,16,0.3,,,A,,T
2003-06-05,A,1,2,2,,PREMON,,,,,,,T
2003-06-05,A,1,2,2,,PALRIP,,,,,,,S
2003-06-05,A,1,2,2,,HIPVOL,,,,,,,V
2003-06-05,A,1,2,2,,ORCHID,,,,,,,O
2003-06-05,A,1,2,2,,ICHPAL,,,,,,,G
2003-06-05,A,1,2,2,16,MICPRA,220,1.84,,@130=OTHERWISE,A,,S
2003-06-05,A,1,2,2,17,PREMON,13.5,0.31,,,A,,T
2003-06-05,A,1,2,2,18,CASARB,65,0.75,,,A,,T
2003-06-05,A,1,2,2,19,ROUSUR,28.5,0.48,,,A,,V
2003-06-05,A,1,2,2,20,DRYGLA,14,0.21,,,A,,T
2003-06-05,A,1,2,2,21,GUAGUI,12,0.12,,,A,,T
2003-06-05,A,1,2,2,22,PREMON,15,0.23,,,A,,T
2003-06-05,A,1,2,2,23,SLOBER,15,0.37,,,A,,T
2003-06-05,A,1,2,2,24,PREMON,11,0.15,,,A,,T
2003-06-05,A,1,2,2,25,OCOSIN,11.5,0.14,,,A,,T
2003-06-05,A,1,2,2,26,PREMON,25,0.41,,,A,,T
2003-06-05,A,1,2,2,27,TETBAL,23,0.25,,,A,,T
2003-06-05,A,1,2,3,,GUAGUI,,,,,,,T
2003-06-05,A,1,2,3,,ORCHID,,,,,,,O
2003-06-05,A,1,2,3,28,PREMON,13,0.24,,,A,,T
2003-06-05,A,1,2,3,29,DRYGLA,12.5,0.15,,,A,,T
2003-06-05,A,1,2,3,30,SLOBER,22,0.38,,,A,,T
2003-06-05,A,1,2,3,31,DRYGLA,12,0.22,,,A,,T
2003-06-05,A,1,2,3,32,PREMON,13,0.4,,,A,,T
2003-06-05,A,1,2,3,33,SLOBER,14,0.2,,,A,,T
2003-06-05,A,1,2,3,34,SLOBER,11,0.2,,,A,,T
2003-06-05,A,1,2,3,35,SLOBER,14,0.21,,,A,,T
2003-06-05,A,1,2,3,36,PREMON,10,0.18,,,A,,T
2003-06-05,A,1,2,3,37,HIPVOL,13,0.1,,,A,,V
2003-06-05,A,1,2,3,38,PREMON,11,0.17,,,A,,T
2003-06-05,A,1,2,3,39,PSYBRA,82,0.5,,,A,,S
2003-06-05,A,1,2,3,40,PREMON,15,0.25,,,A,,T
2003-06-05,A,1,2,3,41,GUAGUI,17.5,0.18,,,A,,T
2003-06-05,A,1,2,3,42,SLOBER,15,0.22,,,A,,T
2003-06-05,A,1,2,3,43,ROUSUR,12,0.09,,,A,,V
2003-06-05,A,1,2,3,44,PREMON,13,0.25,,,A,,T
2003-06-05,A,1,2,3,45,GUAGUI,12,0.12,,,A,,T
2003-06-05,A,1,2,3,46,PREMON,12,0.18,,,A,,T
2003-06-05,A,1,2,3,47,MICRAC,13,0.19,,,A,,S
2003-06-05,A,1,2,3,48,PSYBRA,15,0.1,,,A,,S
2003-06-05,A,1,2,3,49,PREMON,10.5,0.24,,,A,,T
2003-06-05,A,1,2,3,50,PREMON,14.5,0.22,,,A,,T
2003-06-05,A,1,2,3,51,DRYGLA,13,0.22,,,A,,T
2003-06-05,A,1,3,1,1,THEDEL,30,0.14,,NO SPORES; 7 LIVE FROND.,A,,F
2003-06-05,A,1,3,1,2,HIPVOL,29,0.38,,BOTH COME TOGETHER@BASE; MEASURE L.ONLY.,A,,V
2003-06-05,A,1,3,1,3,TETBAL,33,0.75,,,A,,T
2003-06-05,A,1,3,1,4,HIPVOL,37,0.51,,,A,,V
2003-06-05,A,1,3,1,5,HETLAU,12,0.04,,,A,,V
2003-06-05,A,1,3,1,6,MANBID,13,0.3,,,A,,T
2003-06-05,A,1,3,1,7,HOMRAC,24,0.48,,,A,,T
2003-06-05,A,1,3,1,8,IXOFER,16.5,0.3,,,A,,T
2003-06-05,A,1,3,1,9,PREMON,15,0.3,,,A,,T
2003-06-05,A,1,3,1,10,ROUSUR,18,0.23,,,A,,V
2003-06-05,A,1,3,1,11,ROUSUR,23,0.21,,,A,,V
2003-06-05,A,1,3,1,12,MANBID,12,0.15,,LEANING,A,,T
2003-06-05,A,1,3,1,13,PREMON,15,0.22,,,A,,T
2003-06-05,A,1,3,1,14,TRIPAL,12,0.34,,,A,,T
2003-06-05,A,1,3,1,15,MICRAC,18,0.32,,CURVED AT BASE,A,,S
2003-06-05,A,1,3,1,16,MYRSPL,25,0.36,,,A,,T
2003-06-05,A,1,3,1,17,PREMON,10,0.14,,,A,,T
2003-06-05,A,1,3,1,18,HETLAU,11,0.03,,,A,,V
2003-06-05,A,1,3,2,,ICHPAL,,,,,,,G
2003-06-05,A,1,3,2,19,HIPVOL,38,0.2,,,A,,V
2003-06-05,A,1,3,2,20,HOMRAC,16,0.32,,,A,,T
2003-06-05,A,1,3,2,21,ROUSUR,18,0.23,,,A,,V
2003-06-05,A,1,3,2,22,ROUSUR,10,0.06,,,A,,V
2003-06-05,A,1,3,3,,HIPVOL,,,,,,,V
2003-06-05,A,1,3,3,,ICHPAL,,,,,,,G
2003-06-05,A,1,3,3,,GUAGUI,,,,,,,T
2003-06-05,A,1,3,3,,HOMRAC,,,,,,,T
2003-06-05,A,1,3,3,23,PREMON,16,0.35,,,A,,T
2003-06-05,A,1,3,3,24,PREMON,17.5,0.37,,,A,,T
2003-06-05,A,1,3,3,25,MARREC,190,0.54,,POM =15,A,,V
2003-06-05,A,1,3,3,26,ROUSUR,40,0.6,,,A,,V
2003-06-05,A,1,3,3,27,PAUPIN,36,0.36,,,A,,V
2003-06-05,A,1,3,3,28,PREMON,14,0.27,,,A,,T
2003-06-05,A,1,3,3,29,MYRSPL,32,0.38,,,A,,T
2003-06-05,A,1,3,3,30,PREMON,11,0.21,,,A,,T
2003-06-05,A,1,3,3,31,SECVIR,52,0.3,,,A,,V
2003-06-05,A,1,3,3,32,HOMRAC,17,0.18,,,A,,T
2003-06-05,A,1,3,3,33,GUAGUI,13,0.08,,,A,,T
2003-06-05,A,1,3,3,34,HOMRAC,11,0.17,,,A,,T
2003-06-05,A,1,3,3,35,PAUPIN,32,0.09,,,A,,V
2003-06-05,A,1,3,3,36,CASARB,18,0.14,,,A,,T
2003-06-05,A,1,3,3,37,ROUSUR,23,0.28,,,A,,V
2003-06-05,A,1,3,3,38,MICMAR,70,0.28,,,A,,S
2003-06-05,A,1,3,3,39,PREMON,11,0.19,,,A,,T
2003-06-05,A,1,3,3,40,IXOFER,10,0.12,,,A,,T
2003-06-05,A,1,3,3,41,HIPVOL,11,0.14,,,A,,V
2003-06-05,A,1,3,3,42,OCOSIN,18,0.19,,,A,,T
2003-06-05,A,1,3,3,43,ROUSUR,13,0.11,,,A,,V
2003-06-05,A,1,3,3,44,HETLAU,13,0.06,,,A,,V
2003-06-05,A,1,4,1,,PREMON,,,,,,,T
2003-06-05,A,1,4,1,,TRIPAL,,,,,,,T
2003-06-05,A,1,4,1,,ICHPAL,,,,,,,G
2003-06-05,A,1,4,1,1,ROUSUR,10,0.15,,,A,,V
2003-06-05,A,1,4,1,2,OCOLEU,39,0.54,,,A,,T
2003-06-05,A,1,4,1,3,ROUSUR,13,0.05,,,A,,V
2003-06-05,A,1,4,1,4,OCOSIN,29,0.18,,,A,,T
2003-06-05,A,1,4,1,5,HETLAU,13,0.3,,,A,,V
2003-06-05,A,1,4,1,6,HETLAU,30,0.84,,,A,,V
2003-06-05,A,1,4,1,7,ROUSUR,10,0.05,,,A,,V
2003-06-05,A,1,4,1,8,TRIPAL,21,0.96,,,A,,T
2003-06-05,A,1,4,1,9,HETLAU,17,0.1,,,A,,V
2003-06-05,A,1,4,1,10,ROUSUR,15,0.08,,,A,,V
2003-06-05,A,1,4,1,11,ROUSUR,24,0.2,,,A,,V
2003-06-05,A,1,4,1,12,ROUSUR,10,0.07,,,A,,V
2003-06-05,A,1,4,1,13,OCOSIN,10,0.14,,,A,,T
2003-06-05,A,1,4,1,14,EUGSTA,20,0.45,,,A,,T
2003-06-05,A,1,4,1,15,HETLAU,29,0.28,,,A,,V
2003-06-05,A,1,4,1,16,HIPVOL,10,0.08,,PRONE,A,,V
2003-06-05,A,1,4,1,17,ROUSUR,36,0.3,,,A,,V
2003-06-05,A,1,4,1,18,GUAGUI,12,0.09,,BROKEN,A,,T
2003-06-05,A,1,4,1,19,SLOBER,55,1.04,,,A,,T
2003-06-05,A,1,4,1,20,HETLAU,32,1.5,,,A,,V
2003-06-05,A,1,4,1,21,ROUSUR,14,0.03,,,A,,V
2003-06-05,A,1,4,1,22,GUAGUI,14.5,0.22,,,A,,T
2003-06-05,A,1,4,1,23,ROUSUR,53,0.7,,,A,,V
2003-06-05,A,1,4,1,24,ROUSUR,160,1,,,A,,V
2003-06-05,A,1,4,1,25,HETLAU,30,0.51,,,A,,V
2003-06-05,A,1,4,2,,GUAGUI,,,,,,,T
2003-06-05,A,1,4,2,,HOMRAC,,,,,,,T
2003-06-05,A,1,4,2,,HIPVOL,,,,,,,V
2003-06-05,A,1,4,2,,PSYBRA,,,,,,,S
2003-06-05,A,1,4,2,,ROUSUR,,,,,,,V
2003-06-05,A,1,4,2,,HIPVOL,,,,,,,V
2003-06-05,A,1,4,2,,GUAGUI,,,,,,,T
2003-06-05,A,1,4,2,,PREMON,,,,,,,T
2003-06-05,A,1,4,2,,TRIPAL,,,,,,,T
2003-06-05,A,1,4,2,,DACEXC,,,,,,,T
2003-06-05,A,1,4,2,26,ROUSUR,21,0.3,,,A,,V
2003-06-05,A,1,4,2,27,CROPOE,22,1.24,,,A,,T
2003-06-05,A,1,4,2,28,ROUSUR,13,0.08,,,A,,V
2003-06-05,A,1,4,2,29,HIPVOL,22,0.27,,,A,,V
2003-06-05,A,1,4,2,30,ROUSUR,15,0.07,,,A,,V
2003-06-05,A,1,4,2,31,OCOLEU,12,0.18,,,A,,T
2003-06-05,A,1,4,2,32,ROUSUR,24.5,0.28,,,A,,V
2003-06-05,A,1,4,2,33,ROUSUR,26,0.25,,LEANING,A,,V
2003-06-05,A,1,4,2,34,DACEXC,19,0.22,,,A,,T
2003-06-05,A,1,4,2,35,SMIDOM,13,0.09,,,A,,V
2003-06-05,A,1,4,2,36,ROUSUR,17,0.13,,,A,,V
2003-06-05,A,1,4,2,37,ROUSUR,11,0.08,,,A,,V
2003-06-05,A,1,4,2,38,HIPVOL,14,0.05,,,A,,V
2003-06-05,A,1,4,2,39,HETLAU,19.5,0.21,,,A,,V
2003-06-05,A,1,4,2,40,ROUSUR,10,0.06,,,A,,V
2003-06-05,A,1,4,2,41,ROUSUR,21,0.18,,,A,,V
2003-06-05,A,1,4,2,42,GUAGUI,11,0.1,,,A,,T
2003-06-05,A,1,4,2,43,HIPVOL,22,0.18,,,A,,V
2003-06-05,A,1,4,2,44,PREMON,23,0.44,,,A,,T
2003-06-05,A,1,4,3,,SAUERE,,,,,,,H
2003-06-05,A,1,4,3,,MATDOM,,,,,,,T
2003-06-05,A,1,4,3,,ICHPAL,,,,,,,G
2003-06-05,A,1,4,3,,OCOLEU,,,,,,,T
2003-06-05,A,1,4,3,,PSYBRA,,,,,,,S
2003-06-05,A,1,4,3,45,HETLAU,64,0.88,,,A,,V
2003-06-05,A,1,4,3,46,CROPOE,16,0.9,,,A,,T
2003-06-05,A,1,4,3,47,TRIPAL,22,0.8,,,A,,T
2003-06-05,A,1,4,3,48,HIPVOL,18,0.24,,,A,,V
2003-06-05,A,1,4,3,49,CROPOE,23,0.71,,,A,,T
2003-06-05,A,1,4,3,50,OCOSIN,20,0.18,,,A,,T
2003-06-05,A,1,4,3,51,HETLAU,41,0.5,,,A,,V
2003-06-05,A,1,4,3,52,DACEXC,15.5,0.18,,,A,,T
2003-06-05,A,1,4,3,53,HIPVOL,22,0.24,,,A,,V
2003-06-05,A,1,4,3,54,OCOLEU,24,0.32,,,A,,T
2003-06-05,A,1,4,3,55,ROUSUR,14,0.05,,,A,,V
2003-06-05,A,1,4,3,56,HIPVOL,16,0.19,,,A,,V
2003-06-05,A,1,4,3,57,ROUSUR,14,0.11,,,A,,V
2003-06-05,A,1,4,3,58,ROUSUR,13,0.16,,,A,,V
2003-06-05,A,1,4,3,59,HETLAU,34,0.31,,,A,,V
2003-06-05,A,1,4,3,60,GUAGUI,11,0.2,,,A,,T
2003-06-05,A,1,4,3,61,ROUSUR,16,0.1,,,A,,V
2003-06-05,A,1,4,3,62,ROUSUR,18,0.18,,,A,,V
2003-06-05,A,1,4,3,63,HIPVOL,14,0.26,,CONNECTED TO 48,A,,V
2003-06-05,A,1,4,3,64,ROUSUR,24,0.25,,,A,,V
2003-06-05,A,1,4,3,65,ROUSUR,13,0.11,,,A,,V
2003-06-05,A,1,4,3,66,ROUSUR,11,0.08,,,A,,V
2003-06-05,A,1,5,1,,HOMRAC,,,,,,,T
2003-06-05,A,1,5,1,,ICHPAL,,,,,,,G
2003-06-05,A,1,5,1,1,CASARB,27,0.19,,,A,,T
2003-06-05,A,1,5,1,2,PREMON,10,0.22,,BROKEN,A,,T
2003-06-05,A,1,5,1,3,GUAGLA,10,0.15,,,A,,T
2003-06-05,A,1,5,1,4,PREMON,10,0.48,,,A,,T
2003-06-05,A,1,5,1,5,ROUSUR,16,0.12,,,A,,V
2003-06-05,A,1,5,1,6,DACEXC,21,0.15,,,A,,T
2003-06-05,A,1,5,1,7,HIPVOL,22,0.12,,,A,,V
2003-06-05,A,1,5,1,8,HETLAU,67,0.55,,,A,,V
2003-06-05,A,1,5,1,9,OCOLEU,15.5,0.16,,,A,,T
2003-06-05,A,1,5,1,10,ROUSUR,63,0.4,,,A,,V
2003-06-05,A,1,5,1,11,PALCRO,16,0.44,,BROKEN,A,,S
2003-06-05,A,1,5,1,12,OCOLEU,13,0.15,,,A,,T
2003-06-05,A,1,5,1,13,BUCTET,71,1.17,,,A,,T
2003-06-05,A,1,5,1,14,GUAGUI,12,0.08,,,A,,T
2003-06-05,A,1,5,1,15,SECVIR,62,0.36,,,A,,V
2003-06-05,A,1,5,1,16,OCOLEU,11,0.15,,,A,,T
2003-06-05,A,1,5,1,17,HIPVOL,20,0.12,,,A,,V
2003-06-05,A,1,5,1,18,MICRAC,40,0.55,,POM=3; SPROUT OF 36,A,,S
2003-06-05,A,1,5,1,19,HETLAU,35,0.25,,,A,,V
2003-06-05,A,1,5,1,20,GUAGUI,10,0.12,,,A,,T
2003-06-05,A,1,5,1,21,PAUPIN,14,0.05,,,A,,V
2003-06-05,A,1,5,1,22,SLOBER,41,0.55,,,A,,T
2003-06-05,A,1,5,1,23,GUAGUI,10,0.11,,,A,,T
2003-06-05,A,1,5,1,24,GUAGUI,16.5,0.2,,,A,,T
2003-06-05,A,1,5,1,25,PSYPAT,11,0.15,,,A,,S
2003-06-05,A,1,5,1,26,ROUSUR,14,0.1,,,A,,V
2003-06-05,A,1,5,1,27,DACEXC,15,0.18,,,A,,T
2003-06-05,A,1,5,1,28,DACEXC,22,0.2,,,A,,T
2003-06-05,A,1,5,1,29,ORCHID,14,1,,,A,,O
2003-06-05,A,1,5,1,30,OCOLEU,13,0.19,,,A,,T
2003-06-05,A,1,5,1,31,OCOLEU,13,0.13,,,A,,T
2003-06-05,A,1,5,1,32,ROUSUR,53,0.75,,,A,,V
2003-06-05,A,1,5,1,33,HIPVOL,27,0.3,,,A,,V
2003-06-05,A,1,5,1,34,DACEXC,18,0.21,,,A,,T
2003-06-05,A,1,5,1,35,CHIDOM,63,0.77,,,A,,T
2003-06-05,A,1,5,1,36,MICRAC,134,3.35,,,A,,S
2003-06-05,A,1,5,1,37,HETLAU,39,0.39,,,A,,V
2003-06-05,A,1,5,1,38,MYRLEP,23,0.3,,,A,,T
2003-06-05,A,1,5,1,39,HETLAU,31,0.5,,,A,,V
2003-06-05,A,1,5,2,,ICHPAL,,,,,,,G
2003-06-05,A,1,5,2,,TRIPAL,,,,,,,T
2003-06-05,A,1,5,2,,ORCHID,,,,,,,O
2003-06-05,A,1,5,2,,ROUSUR,,,,,,,V
2003-06-05,A,1,5,2,,PREMON,,,,,,,T
2003-06-05,A,1,5,2,,CROPOE,,,,,,,T
2003-06-05,A,1,5,2,,TRIPAL,,,,,,,T
2003-06-05,A,1,5,2,40,OCOLEU,13,0.14,,,A,,T
2003-06-05,A,1,5,2,41,OCOSIN,13,0.11,,,A,,T
2003-06-05,A,1,5,2,42,MICRAC,17,0.3,,,A,,S
2003-06-05,A,1,5,2,43,PSYBRA,26,0.24,,,A,,S
2003-06-05,A,1,5,2,44,GUAGUI,13,0.2,,,A,,T
2003-06-05,A,1,5,2,45,GUAGUI,11,0.14,,,A,,T
2003-06-05,A,1,5,2,46,HETLAU,23,0.13,,,A,,V
2003-06-05,A,1,5,2,47,GUAGLA,15,0.17,,,A,,T
2003-06-05,A,1,5,2,48,SECVIR,15,0.28,,,A,,V
2003-06-05,A,1,5,2,49,HIPVOL,50,0.39,,BROKEN @END,A,,V
2003-06-05,A,1,5,2,50,SCHMOR,55,0.81,,,A,,T
2003-06-05,A,1,5,2,51,PREMON,12,0.36,,,A,,T
2003-06-05,A,1,5,2,52,PSYPAT,28,0.26,,,A,,S
2003-06-05,A,1,5,2,53,DACEXC,19,0.13,,,A,,T
2003-06-05,A,1,5,2,54,PSYPAT,23,0.46,,,A,,S
2003-06-05,A,1,5,2,55,GUAGUI,32,0.26,,,A,,T
2003-06-05,A,1,5,2,56,GUAGLA,21.5,0.35,,,A,,T
2003-06-05,A,1,5,2,57,ROUSUR,47,0.38,,,A,,V
2003-06-05,A,1,5,2,58,GUAGUI,11,0.08,,,A,,T
2003-06-05,A,1,5,2,59,GUAGUI,11,0.1,,,A,,T
2003-06-05,A,1,5,2,60,ROYBOR,10,0.09,,,A,,T
2003-06-05,A,1,5,2,61,SECVIR,13,0.25,,,A,,V
2003-06-05,A,1,5,2,62,TRIPAL,11,0.23,,,A,,T
2003-06-05,A,1,5,2,63,CROPOE,11,0.2,,,A,,T
2003-06-05,A,1,5,2,64,CROPOE,110,0.3,,BROKEN TOWARD TOP.,A,,T
2003-06-05,A,1,5,2,65,GUAGUI,19,0.26,,,A,,T
2003-06-05,A,1,5,2,66,CROPOE,52,0.98,,,A,,T
2003-06-05,A,1,5,2,67,HOMRAC,18,0.13,,,A,,T
2003-06-05,A,1,5,2,68,PSYPAT,17,0.15,,,A,,S
2003-06-05,A,1,5,2,69,PREMON,24,0.55,,,A,,T
2003-06-05,A,1,5,2,70,PSYBER,69,0.84,,BROKEN,A,,S
2003-06-05,A,1,5,2,71,MANBID,17,0.26,,,A,,T
2003-06-05,A,1,5,2,72,GUAGUI,10,0.18,,,A,,T
2003-06-05,A,1,5,2,73,PSYBRA,23,0.38,,,A,,S
2003-06-05,A,1,5,2,74,CROPOE,13,0.46,,,A,,T
2003-06-05,A,1,5,2,75,ROUSUR,11,0.39,,,A,,V
2003-06-05,A,1,5,2,76,PSYPAT,15,0.17,,,A,,S
2003-06-05,A,1,5,2,77,CROPOE,11,1.1,,BROKEN,A,,T
2003-06-05,A,1,5,2,78,HIPVOL,24,0.41,,,A,,V
2003-06-05,A,1,5,2,79,PREMON,15,0.28,,,A,,T
2003-06-05,A,1,5,2,80,HOMRAC,10,0.17,,,A,,T
2003-06-05,A,1,5,2,81,PREMON,10,0.18,,,A,,T
2003-06-05,A,1,5,2,82,HETLAU,49,0.34,,,A,,V
2003-06-05,A,1,5,2,83,PSYPAT,73,0.57,,,A,,S
2003-06-05,A,1,5,2,84,EUGSTA,209,1.88,,DIAMETER @ 1.3m=.90,A,,T
2003-06-05,A,1,5,2,85,SECVIR,46,0.24,,,A,,V
2003-06-05,A,1,5,2,86,ROUSUR,20,0.17,,,A,,V
2003-06-05,A,1,5,3,,ICHPAL,,,,,,,G
2003-06-05,A,1,5,3,87,DACEXC,17,0.21,,,A,,T
2003-06-05,A,1,5,3,88,OCOLEU,15,0.38,,,A,,T
2003-06-05,A,1,5,3,89,TETBAL,43,0.72,,,A,,T
2003-06-05,A,1,5,3,90,GUAGUI,14,0.15,,,A,,T
2003-06-05,A,1,5,3,91,MANBID,14,0.31,,,A,,T
2003-06-05,A,1,5,3,92,OCOLEU,12,0.07,,,A,,T
2003-06-05,A,1,5,3,93,OCOLEU,14,0.07,,,A,,T
2003-06-05,A,1,5,3,94,ROUSUR,12,0.07,,,A,,V
2003-06-05,A,1,5,3,95,PSYBRA,15,0.05,,,A,,S
2003-06-05,A,1,5,3,96,PSYBRA,19,0.09,,,A,,S
2003-06-05,A,1,5,3,97,HIPVOL,27,0.2,,,A,,V
2003-06-05,A,1,5,3,98,GUAGUI,13,0.16,,,A,,T
2003-06-05,A,1,5,3,99,GUAGUI,11,0.15,,,A,,T
2003-06-05,A,1,5,3,100,PREMON,12,0.16,,,A,,T
2003-06-05,A,1,5,3,101,GUAGUI,13,0.13,,,A,,T
2003-06-05,A,1,5,3,102,ROUSUR,14,0.09,,,A,,V
2003-06-05,A,2,1,1,,HETLAU,,,,,,,V
2003-06-05,A,2,1,1,,HIPVOL,,,,,,,V
