"EOYBYear","marshName","marshRegion","Transect","locationID","speciesName","isExperiment_sd","isExperiment_mean","isExperiment_sum","ITISID_sd","ITISID_mean","ITISID_sum","liveMass_sd","liveMass_mean","liveMass_sum","deadMass_sd","deadMass_mean","deadMass_sum","unknownMass_sd","unknownMass_mean","unknownMass_sum","totalMass_sd","totalMass_mean","totalMass_sum","sampleComment_sd","sampleComment_mean","sampleComment_sum","latitude_sd","latitude_mean","latitude_sum","longitude_sd","longitude_mean","longitude_sum"
1994,"Upper Phillips Creek InundExp1, Plot 1",1,"W",10,"Spartina patens",0,1,2,0,41271,82542,0.289913780286484,0.405,0.81,1.54149278298667,12.79,25.58,0,0,0,1.83140656327316,13.195,26.39,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"V",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0.49,0.49,NA,0.33,0.33,NA,0,0,NA,0.82,0.82,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,9.0721800026234,14.655,29.31,7.72160605055709,45.27,90.54,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"V",9,"Spartina alterniflora",NA,1,1,NA,41267,41267,NA,0,0,NA,16.78,16.78,NA,0,0,NA,16.78,16.78,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"V",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,1.87,1.87,NA,1.98,1.98,NA,0,0,NA,3.85,3.85,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,1.44956890143242,7.345,14.69,0.0919238815542511,2.505,5.01,0,0,0,1.35764501987817,9.85,19.7,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"V",10,"Spartina patens",0,1,2,0,41271,82542,4.9568185361177,19.765,39.53,3.63452885529885,40.87,81.74,0,0,0,8.59134739141655,60.635,121.27,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"W",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0,0,NA,1.16,1.16,NA,0,0,NA,1.16,1.16,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,1.61927452891719,1.145,2.29,12.9754094347731,12.115,24.23,NA,0,0,NA,2.94,2.94,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"W",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0,0,NA,5.78,5.78,NA,0,0,NA,5.78,5.78,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,1.95868578388674,6.255,12.51,0.997020561473032,4.665,9.33,0,0,0,2.95570634535977,10.92,21.84,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"W",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,2.71,2.71,NA,0,0,NA,2.71,2.71,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 2",2,"W",10,"Spartina patens",0,1,2,0,41271,82542,0.565685424949238,2.24,4.48,5.62149891043305,16.685,33.37,0,0,0,5.05581348548381,18.925,37.85,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,3.67695526217005,6.67,13.34,2.28395490323255,28.755,57.51,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"V",9,"Spartina patens",0,1,2,0,41271,82542,0,0,0,9.84292639411674,45.07,90.14,0,0,0,9.84292639411674,45.07,90.14,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,4.1365746699413,8.975,17.95,4.08000612744638,4.965,9.93,0,0,0,8.21658079738768,13.94,27.88,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"V",10,"Spartina patens",0,1,2,0,41271,82542,6.54073772597557,27.905,55.81,12.4733636201307,40.04,80.08,0,0,0,19.0141013461063,67.945,135.89,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"W",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0.63,0.63,NA,0,0,NA,0,0,NA,0.63,0.63,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0,0,0,0.162634559672906,0.835,1.67,0,0,0,0.162634559672906,0.835,1.67,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"W",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0.24,0.24,NA,0.53,0.53,NA,0,0,NA,0.77,0.77,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"W",10,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,7.57,7.57,NA,2.98,2.98,NA,0,0,NA,10.55,10.55,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 3",3,"W",10,"Spartina patens",0,1,2,0,41271,82542,0.247487373415292,0.175,0.35,3.23854905783439,14.5,29,0,0,0,2.9910616844191,14.675,29.35,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,8.44992603517924,10.235,20.47,12.0208152801713,8.5,17,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,0.113137084989848,5.51,11.02,1.68998520703585,1.195,2.39,0,0,0,1.8031222920257,6.705,13.41,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0.22,0.22,NA,0,0,NA,0.22,0.22,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"V",10,"Spartina patens",0,1,2,0,41271,82542,1.91625937701554,13.625,27.25,3.45068109219035,22.98,45.96,0,0,0,5.3669404692059,36.605,73.21,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0,0,0,10.514677836244,13.125,26.25,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"W",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0.19,0.19,NA,0,0,NA,0,0,NA,0.19,0.19,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,0.96873629022557,1.615,3.23,0.650538238691624,0.64,1.28,0,0,0,0.318198051533946,2.255,4.51,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 4",4,"W",10,"Spartina patens",NA,1,1,NA,41271,41271,NA,0.37,0.37,NA,16.19,16.19,NA,0,0,NA,16.56,16.56,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,10.2671904628287,18.78,37.56,5.98212336883819,41.97,83.94,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,0.417193000900063,8.725,17.45,2.1496046148071,5.56,11.12,0,0,0,1.73241161390704,14.285,28.57,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0.33,0.33,NA,1.11,1.11,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"V",10,"Spartina patens",0,1,2,0,41271,82542,7.68625071149777,33.375,66.75,1.36471608769004,28.145,56.29,0,0,0,6.32153462380774,61.52,123.04,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"W",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0,0,NA,0.48,0.48,NA,0,0,NA,0.48,0.48,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,2.63750829382582,1.865,3.73,29.8823325729435,23.46,46.92,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"W",10,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,3.33,3.33,NA,1.75,1.75,NA,0,0,NA,5.08,5.08,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"W",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 5",5,"W",10,"Spartina patens",NA,1,1,NA,41271,41271,NA,1.17,1.17,NA,12.39,12.39,NA,0,0,NA,13.56,13.56,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0,0,NA,0.33,0.33,NA,0,0,NA,0.33,0.33,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,7.45997654151808,14.675,29.35,9.55301261383026,54.105,108.21,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Spartina alterniflora",NA,1,1,NA,41267,41267,NA,2.54,2.54,NA,4.04,4.04,NA,0,0,NA,6.58,6.58,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Spartina patens",0,1,2,0,41271,82542,19.0635988207893,14.65,29.3,1.5980613254816,1.13,2.26,0,0,0,17.4655374953077,15.78,31.56,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,0.629325035256027,5.225,10.45,0.912167747730646,2.815,5.63,0,0,0,0.282842712474619,8.04,16.08,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"V",10,"Spartina patens",0,1,2,0,41271,82542,0.735391052434009,19.07,38.14,4.00929544932773,27.875,55.75,0,0,0,4.74468650176173,46.945,93.89,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,0.608111831820431,0.43,0.86,0.975807358037435,0.71,1.42,0,0,0,1.58391918985787,1.14,2.28,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0,0,0,5.9184837585314,4.615,9.23,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"W",9,"Spartina patens",0,1,2,0,41271,82542,0.664680374315355,0.47,0.94,2.02939646200539,1.435,2.87,0,0,0,1.36471608769004,1.905,3.81,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,0.742462120245875,3.075,6.15,0.395979797464467,1.19,2.38,0,0,0,0.346482322781408,4.265,8.53,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 6",6,"W",10,"Spartina patens",0,1,2,0,41271,82542,4.01636651713959,4.58,9.16,8.28022040769447,16.985,33.97,0,0,0,12.2965869248341,21.565,43.13,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"V",9,"Distichlis spicata",0,1,2,0,40662,81324,0,0,0,4.21435641587182,4.11,8.22,0,0,0,4.21435641587182,4.11,8.22,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,3.62038671967512,32.13,64.26,2.5173001410241,89.04,178.08,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"V",9,"Spartina alterniflora",NA,1,1,NA,41267,41267,NA,0,0,NA,18.33,18.33,NA,0,0,NA,18.33,18.33,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"V",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0.33,0.33,NA,7.57,7.57,NA,0,0,NA,7.9,7.9,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,2.16374675043084,6.81,13.62,0.82731493398826,3.935,7.87,0,0,0,1.33643181644257,10.745,21.49,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"V",10,"Spartina patens",0,1,2,0,41271,82542,4.33456456867354,24.475,48.95,0.226274169979695,45.9,91.8,0,0,0,4.10829039869384,70.375,140.75,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0,0,0,1.04651803615609,15.86,31.72,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,1.85261976670875,2.06,4.12,0.459619407771256,0.325,0.65,0,0,0,2.31223917448001,2.385,4.77,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"W",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 7",7,"W",10,"Spartina patens",0,1,2,0,41271,82542,0,0,0,3.85373195746668,9.285,18.57,0,0,0,3.85373195746668,9.285,18.57,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,2.62336615820209,15.555,31.11,18.8090403795622,31.93,63.86,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"V",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0,0,NA,0.06,0.06,NA,0,0,NA,0.06,0.06,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,6.03869191133312,8.08,16.16,4.00222438151586,3.77,7.54,0,0,0,10.040916292849,11.85,23.7,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"V",10,"Spartina patens",0,1,2,0,41271,82542,21.5738278940016,25.285,50.57,5.17602163828553,41.86,83.72,0,0,0,26.7498495322871,67.145,134.29,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,0.197989898732233,3.58,7.16,0,0,0,0,0,0,0.197989898732233,3.58,7.16,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0.148492424049175,0.235,0.47,3.64159992311072,12.225,24.45,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"W",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,2.89,2.89,NA,0,0,NA,0,0,NA,2.89,2.89,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"W",10,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0,0,NA,1.66,1.66,NA,0,0,NA,1.66,1.66,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 8",8,"W",10,"Spartina patens",0,1,2,0,41271,82542,0.275771644662754,0.195,0.39,3.68402632998191,17.805,35.61,0,0,0,3.40825468531916,18,36,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 9",9,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,5.14773736703806,29.73,59.46,17.819090885901,45.99,91.98,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 9",9,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,7.96909342397239,5.635,11.27,1.27986327394765,2.375,4.75,0,0,0,9.24895669792004,8.01,16.02,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 9",9,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,2.03,2.03,NA,2.91,2.91,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1994,"Upper Phillips Creek InundExp1, Plot 9",9,"V",10,"Spartina patens",0,1,2,0,41271,82542,2.89206673505298,5.705,11.41,9.14289068074206,13.335,26.67,0,0,0,12.034957415795,19.04,38.08,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 9",9,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0,0,0,14.5239732855717,26.49,52.98,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 9",9,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,3.53553390593274,3.14,6.28,0.360624458405139,0.255,0.51,0,0,0,3.1749094475276,3.395,6.79,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1994,"Upper Phillips Creek InundExp1, Plot 9",9,"W",10,"Spartina patens",0,1,2,0,41271,82542,3.06177236253775,2.905,5.81,6.92964645562817,12.45,24.9,0,0,0,9.99141881816592,15.355,30.71,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"V",9,"Distichlis spicata",0,1,2,0,40662,81324,1.20208152801713,2.01,4.02,2.46780266634105,3.665,7.33,0,0,0,3.66988419435818,5.675,11.35,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,4.03757972057519,2.855,5.71,1.0040916292849,51.88,103.76,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"V",9,"Spartina patens",0,1,2,0,41271,82542,3.47189429562595,7.665,15.33,7.30441304965704,13.355,26.71,0,0,0,10.776307345283,21.02,42.04,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,5.09116882454314,6.59,13.18,3.49310749906154,3.88,7.76,0,0,0,8.58427632360469,10.47,20.94,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"V",10,"Juncus roemerianus",0,1,2,0,39238,78476,0.113137084989848,0.08,0.16,0.537401153701776,4.23,8.46,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"V",10,"Spartina patens",0,1,2,0,41271,82542,4.05879292401078,21.88,43.76,6.52659559035183,21.965,43.93,0,0,0,10.5853885143626,43.845,87.69,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,2.82842712474619,3.98,7.96,1.11015764646288,1.215,2.43,0,0,0,3.93858477120907,5.195,10.39,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"W",9,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,1.64,1.64,NA,16.65,16.65,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"W",9,"Spartina patens",0,1,2,0,41271,82542,2.28395490323255,1.975,3.95,0.523259018078045,0.48,0.96,0,0,0,2.80721392131059,2.455,4.91,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,10.458109293749,12.245,24.49,6.83065150626205,5.84,11.68,0,0,0,17.2887608000111,18.085,36.17,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"W",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0.08,0.08,NA,0,0,NA,0.08,0.08,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 1",1,"W",10,"Spartina patens",0,1,2,0,41271,82542,1.09601551083915,4.555,9.11,2.99813275223096,3.15,6.3,0,0,0,1.90211724139181,7.705,15.41,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"V",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0.33,0.33,NA,4.69,4.69,NA,0,0,NA,5.02,5.02,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,6.78822509939086,6.76,13.52,16.3765930522804,38.97,77.94,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
