"source","Date","Replicate","Treatment","Biomass"
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","3","Cenrich Nenrich M    ",681.5373077
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","3","Cenrich Nenrich S    ",292.664
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","4","Camb Namb M    ",707.5976923
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","4","Camb Namb S    ",353.4683333
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","4","Camb Nenrich M    ",737.8884
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","4","Camb Nenrich S    ",329.906
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","5","Cenrich Namb M    ",735.3980769
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","5","Cenrich Namb S    ",369.778
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","5","Cenrich Nenrich M    ",770.2356
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","5","Cenrich Nenrich S    ",455.466
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","6","Camb Namb M    ",746.7003846
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","6","Camb Namb S    ",277.7
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","6","Camb Nenrich M    ",785.9453846
"CDR_Biomass_1998-2021_gm2_processed.csv","2002","6","Camb Nenrich S    ",489.322
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","1","Cenrich Namb M    ",525.4845833
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","1","Cenrich Namb S    ",482.72
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","1","Cenrich Nenrich M    ",540.6315385
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","1","Cenrich Nenrich S    ",580.51
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","2","Camb Namb M    ",372.5366667
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","2","Camb Namb S    ",366.624
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","2","Camb Nenrich M    ",427.5073077
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","2","Camb Nenrich S    ",387.2266667
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","3","Cenrich Namb M    ",471.7657692
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","3","Cenrich Namb S    ",583.54
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","3","Cenrich Nenrich M    ",529.8430769
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","3","Cenrich Nenrich S    ",551.454
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","4","Camb Namb M    ",375.9503846
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","4","Camb Namb S    ",447.2266667
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","4","Camb Nenrich M    ",416.8233333
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","4","Camb Nenrich S    ",422.31
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","5","Cenrich Namb M    ",462.5836
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","5","Cenrich Namb S    ",347.652
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","5","Cenrich Nenrich M    ",908.3504
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","5","Cenrich Nenrich S    ",533.062
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","6","Camb Namb M    ",400.1396154
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","6","Camb Namb S    ",402.9883333
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","6","Camb Nenrich M    ",946.2392
"CDR_Biomass_1998-2021_gm2_processed.csv","2004","6","Camb Nenrich S    ",511.462
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","1","Cenrich Namb M    ",257.2775
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","1","Cenrich Namb S    ",204.092
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","1","Cenrich Nenrich M    ",376.6046154
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","1","Cenrich Nenrich S    ",286.9
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","2","Camb Namb M    ",262.0758333
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","2","Camb Namb S    ",234.96
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","2","Camb Nenrich M    ",257.0988
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","2","Camb Nenrich S    ",369.75
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","3","Cenrich Namb M    ",344.9554167
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","3","Cenrich Namb S    ",166.96
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","3","Cenrich Nenrich M    ",335.1356
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","3","Cenrich Nenrich S    ",396.84
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","4","Camb Namb M    ",274.8192308
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","4","Camb Namb S    ",339.485
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","4","Camb Nenrich M    ",294.9978261
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","4","Camb Nenrich S    ",314.52
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","5","Cenrich Namb M    ",347.7408
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","5","Cenrich Namb S    ",318.82
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","5","Cenrich Nenrich M    ",337.9454545
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","5","Cenrich Nenrich S    ",378.32
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","6","Camb Namb M    ",262.2807692
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","6","Camb Namb S    ",272.5566667
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","6","Camb Nenrich M    ",292.95
"CDR_Biomass_1998-2021_gm2_processed.csv","2005","6","Camb Nenrich S    ",273.12
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","1","Cenrich Namb M    ",553.728
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","1","Cenrich Namb S    ",624.2
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","1","Cenrich Nenrich M    ",678.4076923
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","1","Cenrich Nenrich S    ",652.12
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","2","Camb Namb M    ",524.2541667
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","2","Camb Namb S    ",335.28
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","2","Camb Nenrich M    ",596.732
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","2","Camb Nenrich S    ",421.5666667
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","3","Cenrich Namb M    ",627.2003846
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","3","Cenrich Namb S    ",405.92
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","3","Cenrich Nenrich M    ",679.2230769
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","3","Cenrich Nenrich S    ",743.86
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","4","Camb Namb M    ",524.2164
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","4","Camb Namb S    ",624.9666667
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","4","Camb Nenrich M    ",502.4288
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","4","Camb Nenrich S    ",408.42
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","5","Cenrich Namb M    ",623.0461538
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","5","Cenrich Namb S    ",652.602
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","5","Cenrich Nenrich M    ",801.9913043
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","5","Cenrich Nenrich S    ",574.24
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","6","Camb Namb M    ",554.892
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","6","Camb Namb S    ",439.985
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","6","Camb Nenrich M    ",655.26
"CDR_Biomass_1998-2021_gm2_processed.csv","2006","6","Camb Nenrich S    ",1032.362
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Namb M    ",301.1914286
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Namb M H2Oamb  ",714.4
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Namb M H2Oneg  ",463.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Namb S    ",412.44
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Nenrich M    ",359.8318182
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Nenrich M H2Oamb  ",512.05
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Nenrich M H2Oneg  ",744.7
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","1","Cenrich Nenrich S    ",498.76
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Namb M    ",216.42
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Namb M H2Oamb  ",411.4333333
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Namb M H2Oneg  ",374.85
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Namb S    ",245.278
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Nenrich M    ",283.043913
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Nenrich M H2Oamb  ",491.9
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Nenrich M H2Oneg  ",246.55
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","2","Camb Nenrich S    ",279.05
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Namb M    ",324.5381818
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Namb M H2Oamb  ",427.85
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Namb M H2Oneg  ",453.65
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Namb S    ",196.1
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Nenrich M    ",338.4231818
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Nenrich M H2Oamb  ",208.85
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Nenrich M H2Oneg  ",541.9
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","3","Cenrich Nenrich S    ",411.16
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Namb M    ",277.2521739
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Namb M H2Oamb  ",434.6
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Namb M H2Oneg  ",219.15
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Namb S    ",254.7166667
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Nenrich M    ",283.924
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Nenrich M H2Oamb  ",350.0666667
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Nenrich M H2Oneg  ",254.05
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","4","Camb Nenrich S    ",177
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Namb M    ",314.7045455
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Namb M H2Oamb  ",441.55
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Namb M H2Oneg  ",518.6
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Namb S    ",263.1
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Nenrich M    ",293.5128571
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Nenrich M H2Oamb  ",442.95
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Nenrich M H2Oneg  ",300.3
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","5","Cenrich Nenrich S    ",343.282
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Namb M    ",268.5318182
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Namb M H2Oamb  ",202.2
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Namb M H2Oneg  ",300.1
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Namb S    ",270.9833333
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Nenrich M    ",266.1272727
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Nenrich M H2Oamb  ",558.85
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Nenrich M H2Oneg  ",434.75
"CDR_Biomass_1998-2021_gm2_processed.csv","2007","6","Camb Nenrich S    ",295.1
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Namb M    ",301.6171429
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Namb M H2Oamb  ",680.09
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Namb M H2Oneg  ",508.55
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Namb S    ",279.078
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Nenrich M    ",334.9759091
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Nenrich M H2Oamb  ",843.55
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Nenrich M H2Oneg  ",598.65
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","1","Cenrich Nenrich S    ",231.38
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Namb M    ",231.98605
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Namb M H2Oamb  ",358.3
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Namb M H2Oneg  ",504.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Namb S    ",209.684
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Nenrich M    ",328.6352609
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Nenrich M H2Oamb  ",551.07
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Nenrich M H2Oneg  ",509.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","2","Camb Nenrich S    ",306.625
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Namb M    ",386.6118182
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Namb M H2Oamb  ",382.955
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Namb M H2Oneg  ",405.05
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Namb S    ",346.144
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Nenrich M    ",469.6918182
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Nenrich M H2Oamb  ",350.405
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Nenrich M H2Oneg  ",893.9
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","3","Cenrich Nenrich S    ",283.378
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Namb M    ",279.6947826
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Namb M H2Oamb  ",416
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Namb M H2Oneg  ",570.2
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Namb S    ",305.7066667
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Nenrich M    ",343.361
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Nenrich M H2Oamb  ",401.6
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Nenrich M H2Oneg  ",369.4
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","4","Camb Nenrich S    ",309.016
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Namb M    ",368.2304545
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Namb M H2Oamb  ",679.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Namb M H2Oneg  ",594.6
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Namb S    ",311.51
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Nenrich M    ",425.1257143
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Nenrich M H2Oamb  ",776.4
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Nenrich M H2Oneg  ",665.4
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","5","Cenrich Nenrich S    ",509.08
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Namb M    ",363.8540909
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Namb M H2Oamb  ",368.15
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Namb M H2Oneg  ",528.84
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Namb S    ",483.3333333
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Nenrich M    ",413.3431818
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Nenrich M H2Oamb  ",386.8
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Nenrich M H2Oneg  ",568.7
"CDR_Biomass_1998-2021_gm2_processed.csv","2008","6","Camb Nenrich S    ",330.214
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Namb M    ",177.8142857
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Namb M H2Oamb  ",512.55
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Namb M H2Oneg  ",221.9
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Namb S    ",169.56
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Nenrich M    ",241.3881818
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Nenrich M H2Oamb  ",301.95
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Nenrich M H2Oneg  ",321.75
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","1","Cenrich Nenrich S    ",256.44
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Namb M    ",203.055
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Namb M H2Oamb  ",342.0333333
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Namb M H2Oneg  ",335.2
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Namb S    ",223
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Nenrich M    ",245.1917391
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Nenrich M H2Oamb  ",129
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Nenrich M H2Oneg  ",358.45
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","2","Camb Nenrich S    ",226.2
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Namb M    ",249.4668182
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Namb M H2Oamb  ",227.1
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Namb M H2Oneg  ",229.45
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Namb S    ",163.472
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Nenrich M    ",240.5363636
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Nenrich M H2Oamb  ",98.05
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Nenrich M H2Oneg  ",438.2
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","3","Cenrich Nenrich S    ",256.058
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Namb M    ",343.903913
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Namb M H2Oamb  ",620
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Namb M H2Oneg  ",630.25
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Namb S    ",424.1516667
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Nenrich M    ",192.3395
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Nenrich M H2Oamb  ",521.5333333
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Nenrich M H2Oneg  ",150.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","4","Camb Nenrich S    ",234.908
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Namb M    ",257.6404545
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Namb M H2Oamb  ",340.6
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Namb M H2Oneg  ",332.85
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Namb S    ",208.276
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Nenrich M    ",171.0209524
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Nenrich M H2Oamb  ",363.2
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Nenrich M H2Oneg  ",176.705
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","5","Cenrich Nenrich S    ",356.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Namb M    ",243.7822727
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Namb M H2Oamb  ",208.8
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Namb M H2Oneg  ",323.25
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Namb S    ",257.3
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Nenrich M    ",279.5727273
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Nenrich M H2Oamb  ",686.9
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Nenrich M H2Oneg  ",526.25
"CDR_Biomass_1998-2021_gm2_processed.csv","2009","6","Camb Nenrich S    ",222.42
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Namb M    ",259.6328571
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Namb M H2Oamb  ",456.62
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Namb M H2Oneg  ",431.75
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Namb S    ",247.632
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Nenrich M    ",288.0554545
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Nenrich M H2Oamb  ",400.055
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Nenrich M H2Oneg  ",614.55
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","1","Cenrich Nenrich S    ",485.502
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Namb M    ",241.835
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Namb M H2Oamb  ",529.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Namb M H2Oneg  ",381.95
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Namb S    ",354.092
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Nenrich M    ",357.4430435
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Nenrich M H2Oamb  ",872
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Nenrich M H2Oneg  ",332.5
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","2","Camb Nenrich S    ",301.2166667
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","3","Cenrich Namb M    ",338.6468182
"CDR_Biomass_1998-2021_gm2_processed.csv","2010","3","Cenrich Namb M H2Oamb  ",359.55
