"","source","Date","Treatment","means","response_sd","sample_size","CV"
"29","AND_plant_biomass_2002-2021_processed.csv","2002","67",1.32261904761905,0.361971328464541,2,0.273677692088401
"30","AND_plant_biomass_2002-2021_processed.csv","2002","68",1.20516666666666,0.0751890210661672,2,0.0623888986857978
"31","AND_plant_biomass_2002-2021_processed.csv","2002","69",1.283125,0.53298173631936,2,0.415377875358488
"32","AND_plant_biomass_2002-2021_processed.csv","2002","70",0.623529411764706,NA,1,NA
"33","AND_plant_biomass_2002-2021_processed.csv","2008","1",0.3,NA,1,NA
"34","AND_plant_biomass_2002-2021_processed.csv","2008","14",0.983870967741935,NA,1,NA
"35","AND_plant_biomass_2002-2021_processed.csv","2008","18",0.21,0.0141421356237309,2,0.0673435029701474
"36","AND_plant_biomass_2002-2021_processed.csv","2008","19",0.256944444444444,0.0451762665758073,2,0.175821145592331
"37","AND_plant_biomass_2002-2021_processed.csv","2008","20",0.477777777777778,NA,1,NA
"38","AND_plant_biomass_2002-2021_processed.csv","2008","21",5.5,NA,1,NA
"39","AND_plant_biomass_2002-2021_processed.csv","2008","22",2.16666666666667,NA,1,NA
"40","AND_plant_biomass_2002-2021_processed.csv","2008","24",0.35,NA,1,NA
"41","AND_plant_biomass_2002-2021_processed.csv","2008","26",0.3,NA,1,NA
"42","AND_plant_biomass_2002-2021_processed.csv","2008","3",0.625,NA,1,NA
"43","AND_plant_biomass_2002-2021_processed.csv","2008","38",1.675,NA,1,NA
"44","AND_plant_biomass_2002-2021_processed.csv","2008","39",1.53272727272727,0.971950411958237,2,0.634131348252705
"45","AND_plant_biomass_2002-2021_processed.csv","2008","4",0.34,NA,1,NA
"46","AND_plant_biomass_2002-2021_processed.csv","2008","41",0.48125,0.256326208180123,2,0.532625887127529
"47","AND_plant_biomass_2002-2021_processed.csv","2008","43",0.925939849624059,0.945821777241252,2,1.02147215893696
"48","AND_plant_biomass_2002-2021_processed.csv","2008","45",0.683333333333334,0.188561808316413,2,0.275944109731336
"49","AND_plant_biomass_2002-2021_processed.csv","2008","47",0.516666666666667,NA,1,NA
"50","AND_plant_biomass_2002-2021_processed.csv","2008","49",1.71666666666667,NA,1,NA
"51","AND_plant_biomass_2002-2021_processed.csv","2008","54",1.34285714285714,NA,1,NA
"52","AND_plant_biomass_2002-2021_processed.csv","2008","56",0.16,NA,1,NA
"53","AND_plant_biomass_2002-2021_processed.csv","2008","58",0.5375,NA,1,NA
"54","AND_plant_biomass_2002-2021_processed.csv","2008","59",0.8875,NA,1,NA
"55","AND_plant_biomass_2002-2021_processed.csv","2008","6",0.752941176470588,NA,1,NA
"56","AND_plant_biomass_2002-2021_processed.csv","2008","60",0.935294117647059,NA,1,NA
"57","AND_plant_biomass_2002-2021_processed.csv","2008","61",0.563636363636364,NA,1,NA
"58","AND_plant_biomass_2002-2021_processed.csv","2008","63",0.4,NA,1,NA
"59","AND_plant_biomass_2002-2021_processed.csv","2008","65",0.529230769230769,0.154475635274599,2,0.291887101536307
"60","AND_plant_biomass_2002-2021_processed.csv","2008","66",1.02899853264857,0.0199473629762419,2,0.0193852200400119
"61","AND_plant_biomass_2002-2021_processed.csv","2008","67",0.946428571428572,0.323248814256707,2,0.341545916950483
"62","AND_plant_biomass_2002-2021_processed.csv","2008","68",1.085,0.190918830920368,2,0.175962056147804
"63","AND_plant_biomass_2002-2021_processed.csv","2008","69",1.1776836158192,0.220121941488017,2,0.186910931366654
"64","AND_plant_biomass_2002-2021_processed.csv","2008","70",0.881818181818182,NA,1,NA
"65","AND_plant_biomass_2002-2021_processed.csv","2014","14",0.991666666666667,NA,1,NA
"66","AND_plant_biomass_2002-2021_processed.csv","2014","18",0.171428571428571,0.0404061017820883,2,0.235702260395515
"67","AND_plant_biomass_2002-2021_processed.csv","2014","19",0.3,0.282842712474619,2,0.942809041582063
"68","AND_plant_biomass_2002-2021_processed.csv","2014","20",1,NA,1,NA
"69","AND_plant_biomass_2002-2021_processed.csv","2014","21",6.7,NA,1,NA
"70","AND_plant_biomass_2002-2021_processed.csv","2014","22",3.01666666666667,NA,1,NA
"71","AND_plant_biomass_2002-2021_processed.csv","2014","24",0.314285714285714,NA,1,NA
"72","AND_plant_biomass_2002-2021_processed.csv","2014","26",0.1,NA,1,NA
"73","AND_plant_biomass_2002-2021_processed.csv","2014","3",0.583333333333333,NA,1,NA
"74","AND_plant_biomass_2002-2021_processed.csv","2014","39",1.40555555555556,0.557828682936055,2,0.396874161772688
"75","AND_plant_biomass_2002-2021_processed.csv","2014","4",0.35,NA,1,NA
"76","AND_plant_biomass_2002-2021_processed.csv","2014","41",0.486111111111111,0.192490179323004,2,0.395979797464466
"77","AND_plant_biomass_2002-2021_processed.csv","2014","43",0.441666666666667,0.388908729652601,2,0.880548067137964
"78","AND_plant_biomass_2002-2021_processed.csv","2014","45",0.79,0.975807358037436,2,1.23519918738916
"79","AND_plant_biomass_2002-2021_processed.csv","2014","47",0.6,NA,1,NA
"80","AND_plant_biomass_2002-2021_processed.csv","2014","49",1.6,NA,1,NA
"81","AND_plant_biomass_2002-2021_processed.csv","2014","54",1.6375,NA,1,NA
"82","AND_plant_biomass_2002-2021_processed.csv","2014","56",0.18,NA,1,NA
"83","AND_plant_biomass_2002-2021_processed.csv","2014","58",0.29375,NA,1,NA
"84","AND_plant_biomass_2002-2021_processed.csv","2014","59",0.990909090909091,NA,1,NA
"85","AND_plant_biomass_2002-2021_processed.csv","2014","6",1.09230769230769,NA,1,NA
"86","AND_plant_biomass_2002-2021_processed.csv","2014","60",0.721428571428571,NA,1,NA
"87","AND_plant_biomass_2002-2021_processed.csv","2014","61",0.4125,NA,1,NA
"88","AND_plant_biomass_2002-2021_processed.csv","2014","63",0.15,NA,1,NA
"89","AND_plant_biomass_2002-2021_processed.csv","2014","65",0.389583333333333,0.0795495128834866,2,0.204191263016436
"90","AND_plant_biomass_2002-2021_processed.csv","2014","66",1.14439393939394,0.0722106015939045,2,0.0630994267866768
"91","AND_plant_biomass_2002-2021_processed.csv","2014","67",0.732565789473684,0.537308113335831,2,0.733460558841907
"92","AND_plant_biomass_2002-2021_processed.csv","2014","68",0.742857142857143,0.886038247205055,3,1.1927437943145
"93","AND_plant_biomass_2002-2021_processed.csv","2014","69",1.28888888888889,0.345696648580091,2,0.268212917001795
"94","AND_plant_biomass_2002-2021_processed.csv","2014","70",0.820289855072464,NA,1,NA
"95","AND_plant_biomass_2002-2021_processed.csv","2021","1",8.65,NA,1,NA
"96","AND_plant_biomass_2002-2021_processed.csv","2021","14",2.89285714285714,2.91934085375589,2,1.00915486302673
"97","AND_plant_biomass_2002-2021_processed.csv","2021","18",0.116666666666667,0.0235702260395513,2,0.20203050891044
"98","AND_plant_biomass_2002-2021_processed.csv","2021","19",6.26666666666668,8.34386001800128,2,1.33146702414914
"99","AND_plant_biomass_2002-2021_processed.csv","2021","20",0.925,NA,1,NA
"100","AND_plant_biomass_2002-2021_processed.csv","2021","21",7.5,NA,1,NA
"101","AND_plant_biomass_2002-2021_processed.csv","2021","22",3.52,NA,1,NA
"102","AND_plant_biomass_2002-2021_processed.csv","2021","23",0.1,NA,1,NA
"103","AND_plant_biomass_2002-2021_processed.csv","2021","24",0.3,NA,1,NA
"104","AND_plant_biomass_2002-2021_processed.csv","2021","25",0.2,NA,1,NA
"105","AND_plant_biomass_2002-2021_processed.csv","2021","26",0.1,NA,1,NA
"106","AND_plant_biomass_2002-2021_processed.csv","2021","3",0.26,NA,1,NA
"107","AND_plant_biomass_2002-2021_processed.csv","2021","38",0.1,NA,1,NA
"108","AND_plant_biomass_2002-2021_processed.csv","2021","39",1.35416666666666,0.312305495024061,2,0.230625596325461
"109","AND_plant_biomass_2002-2021_processed.csv","2021","4",0.166666666666667,NA,1,NA
"110","AND_plant_biomass_2002-2021_processed.csv","2021","41",0.383333333333334,0.164991582276861,2,0.430412823330941
"111","AND_plant_biomass_2002-2021_processed.csv","2021","43",0.316666666666666,0.30641293851417,2,0.967619805834223
"112","AND_plant_biomass_2002-2021_processed.csv","2021","45",4.61666666666667,3.55910413197229,2,0.77092508273768
"113","AND_plant_biomass_2002-2021_processed.csv","2021","47",0.3,NA,1,NA
"114","AND_plant_biomass_2002-2021_processed.csv","2021","54",2.65,NA,1,NA
"115","AND_plant_biomass_2002-2021_processed.csv","2021","56",0.1,NA,1,NA
"116","AND_plant_biomass_2002-2021_processed.csv","2021","58",0.4,NA,1,NA
"117","AND_plant_biomass_2002-2021_processed.csv","2021","59",3.87,NA,1,NA
"118","AND_plant_biomass_2002-2021_processed.csv","2021","6",0.890909090909091,NA,1,NA
"119","AND_plant_biomass_2002-2021_processed.csv","2021","60",0.183333333333333,NA,1,NA
"120","AND_plant_biomass_2002-2021_processed.csv","2021","61",0.4,NA,1,NA
"121","AND_plant_biomass_2002-2021_processed.csv","2021","63",0.133333333333333,NA,1,NA
"122","AND_plant_biomass_2002-2021_processed.csv","2021","65",0.55,NA,1,NA
"123","AND_plant_biomass_2002-2021_processed.csv","2021","66",0.945,0.346482322781408,2,0.366647960615247
"124","AND_plant_biomass_2002-2021_processed.csv","2021","67",0.781666666666667,0.775460436701247,2,0.992060260172172
"125","AND_plant_biomass_2002-2021_processed.csv","2021","68",0.534375,0.472877659918504,2,0.884917258327024
"126","AND_plant_biomass_2002-2021_processed.csv","2021","69",0.748,0.633567675943147,2,0.847015609549661
"127","AND_plant_biomass_2002-2021_processed.csv","2021","70",0.83,NA,1,NA
"128","ARC_Biomass_1982-2015_processed.csv","1982","Control",984.1234375,328.209444031448,4,0.333504346634818
"129","ARC_Biomass_1982-2015_processed.csv","1983","Control",957.02521875,162.617049021568,4,0.169919293489431
"130","ARC_Biomass_1982-2015_processed.csv","1983","GH",699.0171875,175.777720841239,4,0.251464089845773
"131","ARC_Biomass_1982-2015_processed.csv","1983","GHNP",796.1478125,151.931821155271,4,0.19083368536577
"132","ARC_Biomass_1982-2015_processed.csv","1983","NP",1196.5309375,168.227544462896,4,0.140596067506943
"133","ARC_Biomass_1982-2015_processed.csv","1983","SH",648.8259375,77.0088402215331,4,0.118689521751021
"134","ARC_Biomass_1982-2015_processed.csv","1984","Control",260.93125,23.4003636679362,4,0.0896801884325322
"135","ARC_Biomass_1982-2015_processed.csv","1984","NP",333.015,116.203706324461,4,0.348944360837984
"136","ARC_Biomass_1982-2015_processed.csv","1989","Control",1006.34125,148.522731800416,4,0.147586846708724
"137","ARC_Biomass_1982-2015_processed.csv","1989","GH",981.6634375,209.645869144491,4,0.213561859529367
"138","ARC_Biomass_1982-2015_processed.csv","1989","GHNP",835.858125,171.799301719635,4,0.205536438040409
"139","ARC_Biomass_1982-2015_processed.csv","1989","NP",1045.015,228.913007332571,4,0.219052365116837
"140","ARC_Biomass_1982-2015_processed.csv","1989","SH",613.455625,36.0367620386345,4,0.0587438774216708
"141","ARC_Biomass_1982-2015_processed.csv","1995","Control",439.628125,34.239741415313,4,0.0778834188902564
"142","ARC_Biomass_1982-2015_processed.csv","1995","NP",837.86125,244.244068594818,4,0.291508968334337
"143","ARC_Biomass_1982-2015_processed.csv","2000","Control",1500.83234375,442.430942335677,4,0.294790383601551
"144","ARC_Biomass_1982-2015_processed.csv","2000","NP",2238.88578125,232.472965133726,4,0.103834222844514
"145","BNZ_NEE_2009-2021.csv","2009","C C",10.70655159,35.2103111465837,6,3.28866963845487
"146","BNZ_NEE_2009-2021.csv","2009","C S",25.8695676233333,48.8074447551397,6,1.88667415960664
"147","BNZ_NEE_2009-2021.csv","2009","W C",-2.55609195666667,40.9207425259228,6,-16.0091042183343
"148","BNZ_NEE_2009-2021.csv","2009","W S",5.96181001333333,67.1703768922967,6,11.2667758184298
"149","BNZ_NEE_2009-2021.csv","2010","C C",45.8194532765,63.6500357426921,6,1.38914873904305
"150","BNZ_NEE_2009-2021.csv","2010","C S",89.5925231266667,74.6959114836393,6,0.83372929879465
"151","BNZ_NEE_2009-2021.csv","2010","W C",96.29823017,90.7295140205053,6,0.942172185930479
"152","BNZ_NEE_2009-2021.csv","2010","W S",93.0829111933333,93.5151103972026,6,1.00464316380234
"153","BNZ_NEE_2009-2021.csv","2011","C C",97.6067834176667,58.8169107904886,6,0.60259040131265
"154","BNZ_NEE_2009-2021.csv","2011","C S",151.532999186667,72.8825402725361,6,0.480968110337177
"155","BNZ_NEE_2009-2021.csv","2011","W C",204.470011183333,80.5558891789251,6,0.393974102670227
"156","BNZ_NEE_2009-2021.csv","2011","W S",186.309148983333,161.206222164278,6,0.865261974755189
"157","BNZ_NEE_2009-2021.csv","2012","C C",152.643709536667,51.0972350327214,6,0.334748383590922
"158","BNZ_NEE_2009-2021.csv","2012","C SW",196.657984096667,116.579963228056,6,0.592805645616462
"159","BNZ_NEE_2009-2021.csv","2012","WW C",252.794339966667,114.592306948359,6,0.453302502593487
"160","BNZ_NEE_2009-2021.csv","2012","WW SW",225.959431966667,143.82633111011,6,0.636513952342237
"161","BNZ_NEE_2009-2021.csv","2013","C C",180.455509366667,38.8438026969386,6,0.215254180009611
"162","BNZ_NEE_2009-2021.csv","2013","C S",229.089345215,110.970403203094,6,0.484397923870917
"163","BNZ_NEE_2009-2021.csv","2013","W C",279.2579346,144.562928999395,6,0.51766811641883
"164","BNZ_NEE_2009-2021.csv","2013","W S",241.863034083333,76.5023147180884,6,0.316304287705783
"165","BNZ_NEE_2009-2021.csv","2014","C C",210.848428366667,51.3561130706607,6,0.243568868255219
"166","BNZ_NEE_2009-2021.csv","2014","C S",237.093072348333,109.565966519448,6,0.462122176047704
"167","BNZ_NEE_2009-2021.csv","2014","W C",166.953380585,97.4913321934798,6,0.583943444881876
"168","BNZ_NEE_2009-2021.csv","2014","W S",218.4995006,121.282317765873,6,0.555069084518871
"169","BNZ_NEE_2009-2021.csv","2015","C C",207.918499275,128.518227728924,6,0.618118292393703
"170","BNZ_NEE_2009-2021.csv","2015","C S",257.20428735,122.353446572491,6,0.475705315152832
"171","BNZ_NEE_2009-2021.csv","2015","W C",161.360492416667,140.432886505547,6,0.870305267431384
"172","BNZ_NEE_2009-2021.csv","2015","W S",326.557687316667,168.511380491289,6,0.516023315439155
"173","BNZ_NEE_2009-2021.csv","2016","C C",167.456102181667,64.803414972934,6,0.386987479874763
"174","BNZ_NEE_2009-2021.csv","2016","C S",188.10827215,95.9330779368495,6,0.509988619003162
"175","BNZ_NEE_2009-2021.csv","2016","W C",-8.05202957833333,92.7497289045642,6,-11.5188013161475
"176","BNZ_NEE_2009-2021.csv","2016","W S",198.705451508333,139.730733364933,6,0.703205333845976
"177","BNZ_NEE_2009-2021.csv","2017","C C",196.523770811667,71.7445845787525,6,0.365068227026373
"178","BNZ_NEE_2009-2021.csv","2017","C S",254.13872495,145.053608919596,6,0.570765470504877
"179","BNZ_NEE_2009-2021.csv","2017","W C",101.794227876667,132.296294222391,6,1.29964436080482
"180","BNZ_NEE_2009-2021.csv","2017","W S",312.284827016667,60.826755241677,6,0.194779733049376
"181","BNZ_NEE_2009-2021.csv","2018","C C",150.406580115,95.7769939179855,6,0.636787259206047
"182","BNZ_NEE_2009-2021.csv","2018","C S",249.713425533333,91.1667681411268,6,0.365085569373831
"183","BNZ_NEE_2009-2021.csv","2018","W C",37.63432119,120.343693327385,6,3.19771127848488
"184","BNZ_NEE_2009-2021.csv","2018","W S",201.753588183333,47.7577735090521,6,0.236713378627272
"185","BNZ_NEE_2009-2021.csv","2019","C C",29.51948283,89.2793042573653,2,3.02441966112742
"186","BNZ_NEE_2009-2021.csv","2019","C S",62.91449016,NA,1,NA
"187","BNZ_NEE_2009-2021.csv","2019","W C",76.2754606575,87.1036935342336,4,1.14196220885975
"188","BNZ_NEE_2009-2021.csv","2019","W S",155.3087599625,112.461175139361,4,0.724113534655197
"189","BNZ_NEE_2009-2021.csv","2020","C C",209.254407433333,109.16505519714,6,0.521685810760853
"190","BNZ_NEE_2009-2021.csv","2020","C S",293.806837333333,110.655100224062,6,0.376625340745627
"191","BNZ_NEE_2009-2021.csv","2020","W C",4.65451217,135.541950181074,6,29.1205490995792
"192","BNZ_NEE_2009-2021.csv","2020","W S",250.160263106667,145.242598272921,6,0.580598199207166
"193","BNZ_NEE_2009-2021.csv","2021","C C",118.630279596667,121.564471435765,6,1.02473391994923
"194","BNZ_NEE_2009-2021.csv","2021","C S",191.653665126667,70.2292777193433,6,0.366438479915987
"195","BNZ_NEE_2009-2021.csv","2021","W C",0.455311806666667,96.0951987446455,6,211.05360620485
"196","BNZ_NEE_2009-2021.csv","2021","W S",141.36573895,60.0790035088242,6,0.424989845170856
"197","CAP_Biomass_2006-2024_Processed.csv","2008","C1",19.6266666666667,11.9799247130753,15,0.610390185788483
"198","CAP_Biomass_2006-2024_Processed.csv","2008","N",28.353,13.9610612572459,15,0.492401553883041
"199","CAP_Biomass_2006-2024_Processed.csv","2008","NP",38.7355,15.8164277222405,15,0.408318666913825
"200","CAP_Biomass_2006-2024_Processed.csv","2008","P",25.5743333333333,10.0480346988615,15,0.392895273862914
"201","CAP_Biomass_2006-2024_Processed.csv","2009","C1",7.41666666666667,4.61431184571695,15,0.622154406164084
"202","CAP_Biomass_2006-2024_Processed.csv","2009","N",9.53533333333333,6.00332927474017,15,0.62958777264282
"203","CAP_Biomass_2006-2024_Processed.csv","2009","NP",15.4881666666667,13.1806766527295,15,0.851015935998205
"204","CAP_Biomass_2006-2024_Processed.csv","2009","P",9.1845,7.48905208096649,15,0.815401173821819
"205","CAP_Biomass_2006-2024_Processed.csv","2010","C1",11.522,5.37684247491034,15,0.466658781019818
"206","CAP_Biomass_2006-2024_Processed.csv","2010","N",25.1205,16.2239193784979,15,0.645843807985427
"207","CAP_Biomass_2006-2024_Processed.csv","2010","NP",38.591,17.6422237979149,15,0.457159021479487
"208","CAP_Biomass_2006-2024_Processed.csv","2010","P",15.1885,5.50223410793938,15,0.362263166734001
"209","CAP_Biomass_2006-2024_Processed.csv","2013","C1",6.8885,5.19394322745253,15,0.754002065391962
"210","CAP_Biomass_2006-2024_Processed.csv","2013","N",10.763,8.95656130203678,15,0.832162157580301
"211","CAP_Biomass_2006-2024_Processed.csv","2013","NP",15.3885714285714,13.5457436443748,14,0.880246987658965
"212","CAP_Biomass_2006-2024_Processed.csv","2013","P",9.09916666666667,8.09985332024746,15,0.890175289339404
"213","CAP_Biomass_2006-2024_Processed.csv","2015","C1",3.35986363636364,1.93691035015704,11,0.576484810036322
"214","CAP_Biomass_2006-2024_Processed.csv","2015","N",5.39259090909091,1.99916397299198,11,0.370724204133817
"215","CAP_Biomass_2006-2024_Processed.csv","2015","NP",7.84031818181818,6.01756326212167,11,0.767515185299047
"216","CAP_Biomass_2006-2024_Processed.csv","2015","P",4.59554545454546,2.91749310585771,11,0.634852409733434
"217","CAP_Biomass_2006-2024_Processed.csv","2016","C1",2.39833333333333,3.19516074750253,15,1.3322421462832
"218","CAP_Biomass_2006-2024_Processed.csv","2016","N",2.736,3.0857624086856,15,1.12783713767748
"219","CAP_Biomass_2006-2024_Processed.csv","2016","NP",5.0095,5.24340565445235,15,1.0466924153014
"220","CAP_Biomass_2006-2024_Processed.csv","2016","P",3.48016666666667,5.35916828457373,15,1.53991713555109
"221","CAP_Biomass_2006-2024_Processed.csv","2017","C1",10.7323333333333,6.61250282653644,15,0.616129095245188
"222","CAP_Biomass_2006-2024_Processed.csv","2017","N",17.136,12.9528428967213,15,0.755884856251242
"223","CAP_Biomass_2006-2024_Processed.csv","2017","NP",25.2237857142857,18.6641863303394,14,0.739943898261423
"224","CAP_Biomass_2006-2024_Processed.csv","2017","P",17.147,15.3055285296336,15,0.892606784255766
"225","CAP_Biomass_2006-2024_Processed.csv","2018","C1",0.163,NA,1,NA
"226","CAP_Biomass_2006-2024_Processed.csv","2018","NP",0.203,NA,1,NA
"227","CAP_Biomass_2006-2024_Processed.csv","2018","P",0.333,NA,1,NA
"228","CAP_Biomass_2006-2024_Processed.csv","2019","C1",26.7223333333333,8.7953797068404,9,0.329139659966335
"229","CAP_Biomass_2006-2024_Processed.csv","2019","N",34.0051111111111,13.8733815132112,9,0.407979302519559
"230","CAP_Biomass_2006-2024_Processed.csv","2019","NP",42.3721111111111,20.0411602969641,9,0.472979980733336
"231","CAP_Biomass_2006-2024_Processed.csv","2019","P",26.6417222222222,9.01543069586497,9,0.338395191597076
"232","CAP_Biomass_2006-2024_Processed.csv","2021","C1",0.715388888888889,0.356596566319856,9,0.498465340821418
"233","CAP_Biomass_2006-2024_Processed.csv","2021","N",0.916222222222222,0.578232009615902,9,0.631104546027542
"234","CAP_Biomass_2006-2024_Processed.csv","2021","NP",1.38705555555556,1.08478884594089,9,0.782080315093367
"235","CAP_Biomass_2006-2024_Processed.csv","2021","P",0.770388888888889,0.494456948187717,9,0.641827725346428
"236","CAP_Biomass_2006-2024_Processed.csv","2023","C1",88.1068888888889,44.7730765875108,9,0.50816771710069
"237","CAP_Biomass_2006-2024_Processed.csv","2023","N",161.006,110.240959402574,9,0.684700939111425
"238","CAP_Biomass_2006-2024_Processed.csv","2023","NP",163.76,85.7535729518018,9,0.523653962822434
"239","CAP_Biomass_2006-2024_Processed.csv","2023","P",90.7408888888889,62.3197085849341,9,0.686787503936002
"240","CAP_Biomass_2006-2024_Processed.csv","2024","C1",51.6544444444444,20.627979852079,9,0.399345691816798
"241","CAP_Biomass_2006-2024_Processed.csv","2024","N",62.0966666666667,27.7334202722996,9,0.446616892033383
"242","CAP_Biomass_2006-2024_Processed.csv","2024","NP",69.3166666666667,42.7754059010549,9,0.617101311388144
"243","CAP_Biomass_2006-2024_Processed.csv","2024","P",69.5722222222222,44.5668295309914,9,0.6405836712911
"244","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","01-09-2004","g",83.9480606060606,38.483282953397,33,0.458417772555649
"245","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","01-09-2004","ug",115.200952380952,47.5778095421274,42,0.412998404603415
"246","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","02-09-2004","g",95.2709047619048,50.8147826642033,42,0.533371471502203
"247","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","03-09-2004","g",90.4767619047619,51.6885148228354,21,0.571290503049214
"248","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","10-09-2004","g",73.3736,38.9330661269369,10,0.530614091811455
"249","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","10-11-2004","g",39.6926315789474,60.5133804489282,19,1.52454947031086
"250","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","11-11-2004","g",0.404,0.303531594025117,8,0.751315826794845
"251","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","15-09-2004","g",116.023,66.4779369264721,2,0.572972056630772
"252","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","16-11-2004","g",88.904,NA,1,NA
"253","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","18-07-2005","g",301.690714285714,140.08448329652,42,0.464331438334737
"254","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","19-07-2005","g",279.306960784314,144.504366289778,102,0.517367579683655
"255","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","19-07-2005","ug",344.42,190.468696290668,34,0.55301288046765
"256","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","19-08-1996","pre",475.797183098592,339.979531304809,71,0.71454717131934
"257","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","19-10-2004","g",87.7774,57.1569433834012,10,0.651157853654827
"258","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","20-07-1998","pre",814.978338461538,478.758924305669,65,0.587449876532225
"259","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","20-07-2005","g",315.12,133.787552485274,3,0.424560651451111
"260","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","20-08-1996","pre",567.93552631579,360.140658707658,76,0.634122434713494
"261","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","20-08-2004","ug",113.221125,57.3438037058059,16,0.506476187246911
"262","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","20-10-2004","g",124.8665,27.9407846857804,8,0.223765258782623
"263","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","21-07-1997","pre",597.22,353.574107228071,48,0.592033266180087
"264","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","21-07-1998","pre",1099.311125,655.54593867814,32,0.596324301437539
"265","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","21-07-1999","pre",786.376119402985,455.190373540018,67,0.578845621463679
"266","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","21-07-2005","ug",320.112920353982,143.050092304618,113,0.446873847348718
"267","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","22-07-1997","pre",718.907954545455,430.172719354812,44,0.5983696753318
"268","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","22-07-1998","pre",871.561265306122,397.400664131657,49,0.455964118589043
"269","CDR_AbovegroundBiomass_1995-2005_gm2_processed.csv","22-07-1999","pre",828.93929113924,417.173037742108,79,0.503261266779588
